client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,contribution
0,102,87,0,7,73.972,0.812,0.892,641,0.407,0.9999,4,0.000000
1,102,96,0,10,65.466,0.512,0.931,876,6.083,0.9997,1,0.000000
2,102,100,0,12,60.709,0.017,1.000,555,0.065,0.9995,4,0.000000
3,102,89,0,12,48.746,0.428,0.881,632,0.937,0.9999,5,0.000000
4,102,96,0,10,5.132,0.324,0.975,636,0.907,0.9994,1,0.000000
5,102,95,0,8,91.096,0.397,0.935,483,0.013,0.9998,4,0.000000
6,102,80,0,9,41.341,0.533,0.955,525,0.050,0.9999,3,0.000000
7,102,101,0,10,36.188,0.391,0.949,782,0.347,0.9999,3,0.000000
8,102,95,1,9,69.945,0.170,0.935,824,2.058,0.9994,1,-0.000200
9,102,88,0,10,47.344,0.230,0.938,1072,0.245,0.9994,2,0.000000
10,102,98,0,11,65.499,0.086,0.976,763,0.134,0.9998,4,0.000000
11,102,101,0,11,55.776,0.091,0.968,277,0.986,0.9996,2,0.000000
12,102,77,0,4,18.841,0.786,0.925,293,0.008,0.9998,4,0.000000
13,102,93,1,13,47.620,0.347,0.875,294,0.549,0.9985,1,0.001600
14,102,86,0,12,34.143,0.053,0.990,721,0.223,0.9999,2,0.000000
15,102,92,0,7,34.732,0.637,0.848,821,3.759,0.9985,1,0.000000
16,102,99,0,8,46.300,0.733,0.840,506,0.567,0.9998,4,0.000000
17,102,85,0,13,27.680,0.639,0.914,475,0.535,0.9997,2,0.000000
18,102,71,0,11,79.771,0.310,0.952,323,0.482,0.9999,5,0.000000
19,102,90,0,13,25.041,0.266,0.947,1120,2.730,0.9997,3,0.000000
20,102,99,0,13,6.295,0.339,0.958,787,0.103,0.9999,4,0.000000
21,102,98,0,11,79.054,0.577,0.879,240,2.354,0.9997,2,0.000000
22,102,92,0,13,75.581,0.337,0.971,734,0.000,0.9999,3,0.000000
23,102,42,0,5,91.284,0.996,0.909,557,0.155,0.9999,5,0.000000
24,102,95,1,12,59.365,0.056,1.000,503,0.467,0.9994,1,0.001400
25,102,93,0,10,43.711,0.624,0.955,789,0.911,0.9999,5,0.000000
26,102,81,0,12,84.736,0.494,0.839,933,0.205,0.9999,5,0.000000
27,102,57,0,6,15.508,1.065,0.910,314,2.279,0.9998,2,0.000000
28,102,89,0,12,13.110,0.510,0.928,215,2.339,0.9999,5,0.000000
29,102,101,0,15,83.649,0.398,0.907,559,2.085,0.9999,3,0.000000
30,102,99,0,10,52.132,0.565,0.935,917,1.914,0.9992,1,0.000000
31,102,90,0,4,51.453,0.566,0.957,430,1.562,0.9998,4,0.000000
32,102,94,0,14,37.700,0.044,0.977,225,0.096,0.9999,4,0.000000
33,102,94,0,13,0.057,0.572,0.885,906,3.204,0.9996,2,0.000000
34,102,99,0,10,80.227,0.046,0.969,763,0.224,0.9995,1,0.000000
35,102,93,0,10,20.523,0.180,0.979,227,0.000,0.9999,3,0.000000
36,102,36,0,3,62.872,1.880,0.836,674,2.998,0.9998,2,0.000000
37,102,100,0,13,11.311,0.095,0.977,1191,1.645,0.9997,4,0.000000
38,102,88,0,7,89.015,0.368,0.984,320,0.042,0.9999,5,0.000000
39,102,87,0,11,62.151,1.903,0.831,1159,3.237,0.9997,2,0.000000
40,102,91,1,7,68.887,0.126,0.941,942,1.530,0.9996,3,0.004100
41,102,96,0,12,12.446,0.686,0.921,972,2.679,0.9999,3,0.000000
42,102,100,0,14,19.036,0.021,1.000,1171,0.219,0.9977,5,0.000000
43,102,97,0,5,19.323,0.106,0.969,449,2.185,0.9995,2,0.000000
44,102,84,0,5,43.222,1.935,0.918,943,3.139,0.9999,4,0.000000
45,102,82,0,10,89.461,0.441,0.881,297,0.000,0.9998,4,0.000000
46,102,100,0,14,95.150,0.650,0.845,1027,2.720,0.9995,2,0.000000
47,102,87,0,9,34.984,0.428,0.974,1176,1.794,0.9996,3,0.000000
48,102,100,0,12,47.069,0.063,0.986,809,2.244,0.9994,1,0.000000
49,102,70,0,4,5.318,0.188,0.973,1093,1.274,0.9999,3,0.000000
50,102,101,0,11,8.756,0.261,0.947,750,2.613,0.9991,1,0.000000
51,102,96,0,9,16.067,0.361,0.958,695,28.214,0.9994,1,0.000000
52,102,90,1,7,9.579,0.548,0.857,815,0.001,0.9999,5,0.001400
53,102,87,0,10,49.993,0.693,0.950,421,1.497,0.9999,5,0.000000
54,102,97,0,12,39.727,0.342,0.956,404,4.760,0.9999,3,0.000000
55,102,73,0,12,84.656,0.036,1.000,604,0.051,0.9998,3,0.000000
56,102,97,0,14,6.570,0.575,0.920,879,0.177,0.9999,4,0.000000
57,102,77,0,10,24.015,0.433,0.968,716,0.175,0.9996,2,0.000000
58,102,100,0,9,10.488,0.438,0.950,1099,0.945,0.9998,4,0.000000
59,102,96,1,10,8.094,0.531,0.909,1053,1.794,0.9995,3,0.002500
60,102,101,0,12,88.719,0.074,1.000,749,0.091,0.9999,5,0.000000
61,102,100,0,12,15.338,0.174,0.971,235,4.327,0.9997,3,0.000000
62,102,78,0,6,70.811,0.296,0.969,281,0.000,0.9997,2,0.000000
63,102,77,0,9,61.687,0.228,0.978,786,3.097,0.9999,3,0.000000
64,102,101,0,10,19.842,0.214,0.953,1099,1.042,0.9996,3,0.000000
