client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,contribution
0,71,61,0,6,51.138,0.916,0.877,845,0.012,0.9999,5,0.000000
1,71,62,0,7,26.383,0.877,0.889,948,0.936,0.9997,1,0.000000
2,71,68,0,7,92.519,0.010,1.000,523,0.461,0.9997,4,0.000000
3,71,56,0,7,86.579,0.317,0.905,699,0.749,0.9996,1,0.000000
4,71,70,0,6,40.244,0.602,0.963,990,0.228,1.0000,5,0.000000
5,71,69,0,7,7.953,0.638,0.913,984,3.461,0.9997,1,0.000000
6,71,66,0,7,2.623,0.719,0.939,851,1.029,0.9999,4,0.000000
7,71,47,1,6,52.662,0.401,0.949,1042,0.511,0.9998,2,0.005000
8,71,70,1,5,21.411,0.198,0.968,623,1.265,0.9998,5,0.002400
9,71,51,1,7,11.662,0.073,0.969,1052,0.097,0.9996,3,-0.002000
10,71,64,0,8,90.895,0.445,0.976,204,3.818,0.9996,2,0.000000
11,71,66,0,7,66.209,0.147,0.952,1012,2.322,0.9999,4,0.000000
12,71,28,0,2,18.415,0.799,0.887,502,3.611,0.9999,3,0.000000
13,71,66,0,6,10.993,0.331,0.875,404,0.622,0.9993,2,0.000000
14,71,69,0,10,73.869,0.106,0.990,552,0.240,0.9996,1,0.000000
15,71,52,0,5,2.246,0.435,0.848,800,5.083,0.9987,1,0.000000
16,71,69,0,7,55.884,0.820,0.800,745,7.700,0.9999,5,0.000000
17,71,67,0,10,95.339,0.390,0.957,556,1.457,0.9998,3,0.000000
18,71,70,1,10,79.771,0.320,0.937,1188,1.812,0.9999,5,0.001200
19,71,65,1,9,14.558,0.225,0.921,681,0.639,0.9992,1,0.002900
20,71,67,0,12,3.780,0.476,0.930,526,1.228,0.9999,5,0.000000
21,71,52,0,6,4.243,0.701,0.833,627,3.287,0.9999,3,0.000000
22,71,68,0,10,70.480,0.534,0.913,279,0.004,0.9986,2,0.000000
23,71,42,0,5,91.284,0.996,0.909,557,0.155,0.9999,5,0.000000
24,71,63,0,10,93.523,0.323,0.882,1039,30.577,0.9997,5,0.000000
25,71,57,0,6,55.310,0.393,0.970,918,1.412,0.9999,5,0.000000
26,71,66,0,8,94.971,0.395,0.806,433,0.738,0.9997,3,0.000000
27,71,57,0,6,15.508,1.065,0.910,314,2.279,0.9998,2,0.000000
28,71,70,0,10,35.129,1.495,0.884,1126,2.857,0.9999,5,0.000000
29,71,70,0,10,67.666,0.406,0.907,365,0.258,0.9999,5,0.000000
30,71,65,0,6,75.940,0.675,0.887,339,4.490,0.9994,1,0.000000
31,71,59,0,3,30.635,0.588,0.870,493,0.139,0.9996,2,0.000000
32,71,68,0,12,80.600,0.272,0.953,392,2.180,0.9995,1,0.000000
33,71,60,0,7,78.827,1.099,0.788,1068,2.773,0.9997,3,0.000000
34,71,49,0,5,35.275,0.021,1.000,892,0.011,0.9997,2,0.000000
35,71,69,0,6,10.473,0.125,0.979,646,0.011,0.9999,2,0.000000
36,71,36,0,3,62.872,1.880,0.836,674,2.998,0.9998,2,0.000000
37,71,60,0,8,71.825,0.120,0.977,507,0.598,0.9998,3,0.000000
38,71,69,0,5,87.053,0.399,0.984,395,1.364,0.9999,5,0.000000
39,71,54,0,8,0.917,1.687,0.844,403,3.269,0.9999,5,0.000000
40,71,51,0,6,67.638,0.108,0.941,245,1.145,0.9996,2,0.000000
41,71,49,0,5,32.492,0.969,0.905,737,1.813,0.9999,5,0.000000
42,71,67,1,10,21.116,0.077,0.983,229,0.002,0.9992,5,-0.008700
43,71,48,0,3,41.979,0.095,0.969,735,3.295,0.9998,5,0.000000
44,71,66,0,3,57.000,1.723,0.904,500,2.486,0.9998,3,0.000000
45,71,61,0,8,41.848,0.334,0.905,878,0.005,0.9997,2,0.000000
46,71,64,0,9,23.926,0.600,0.862,783,2.649,0.9993,1,0.000000
47,71,64,0,8,63.017,0.289,0.974,740,1.129,0.9993,1,0.000000
48,71,62,1,7,70.852,0.114,0.971,491,0.005,0.9998,2,-0.003200
49,71,70,0,4,5.318,0.188,0.973,1093,1.274,0.9999,3,0.000000
50,71,62,0,8,89.472,0.582,0.921,428,1.355,0.9999,5,0.000000
51,71,68,0,6,81.662,0.650,0.944,833,0.043,0.9998,3,0.000000
52,71,48,0,4,41.199,0.814,0.857,890,2.661,0.9990,1,0.000000
53,71,67,0,7,71.503,0.480,0.917,743,0.771,0.9995,2,0.000000
54,71,50,0,9,28.775,0.305,0.926,756,2.258,0.9997,1,0.000000
55,71,60,0,11,23.998,0.195,0.951,609,2.815,0.9999,4,0.000000
56,71,61,0,7,34.569,0.300,0.940,930,0.017,0.9997,2,0.000000
