client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,contribution
0,96,87,0,7,73.972,0.812,0.892,641,0.407,0.9999,4,0.000000
1,96,94,1,9,65.466,0.756,0.903,476,2.691,0.9997,1,0.007300
2,96,93,0,11,38.586,0.033,0.966,779,0.030,0.9991,1,0.000000
3,96,89,0,12,48.746,0.428,0.881,632,0.937,0.9999,5,0.000000
4,96,92,1,9,5.132,0.675,0.950,1002,0.301,0.9994,1,-0.001100
5,96,95,0,8,91.096,0.397,0.935,483,0.013,0.9998,4,0.000000
6,96,80,0,9,41.341,0.533,0.955,525,0.050,0.9999,3,0.000000
7,96,93,0,9,95.211,0.308,0.962,1193,0.134,0.9999,3,0.000000
8,96,95,0,9,22.030,0.170,0.935,824,2.058,0.9990,1,0.000000
9,96,88,0,10,47.344,0.230,0.938,1072,0.245,0.9994,2,0.000000
10,96,95,0,10,21.603,0.259,0.976,1120,0.898,0.9998,3,0.000000
11,96,89,0,9,42.318,0.064,0.984,454,0.856,0.9999,3,0.000000
12,96,77,0,4,18.841,0.786,0.925,293,0.008,0.9998,4,0.000000
13,96,93,0,13,77.563,0.347,0.875,294,0.549,0.9990,2,0.000000
14,96,86,0,12,34.143,0.053,0.990,721,0.223,0.9999,2,0.000000
15,96,92,0,7,34.732,0.637,0.848,821,3.759,0.9985,1,0.000000
16,96,69,0,7,55.884,0.820,0.800,745,7.700,0.9999,5,0.000000
17,96,85,0,13,27.680,0.639,0.914,475,0.535,0.9997,2,0.000000
18,96,71,0,11,79.771,0.310,0.952,323,0.482,0.9999,5,0.000000
19,96,90,0,13,25.041,0.266,0.947,1120,2.730,0.9997,3,0.000000
20,96,67,0,12,3.780,0.476,0.930,526,1.228,0.9999,5,0.000000
21,96,95,0,10,60.196,0.996,0.848,630,2.871,0.9999,5,0.000000
22,96,92,0,13,75.581,0.337,0.971,734,0.000,0.9999,3,0.000000
23,96,42,0,5,91.284,0.996,0.909,557,0.155,0.9999,5,0.000000
24,96,95,0,12,94.082,0.056,1.000,503,0.467,0.9995,3,0.000000
25,96,93,0,10,43.711,0.624,0.955,789,0.911,0.9999,5,0.000000
26,96,81,0,12,84.736,0.494,0.839,933,0.205,0.9999,5,0.000000
27,96,57,0,6,15.508,1.065,0.910,314,2.279,0.9998,2,0.000000
28,96,89,0,12,13.110,0.510,0.928,215,2.339,0.9999,5,0.000000
29,96,93,0,14,90.870,0.436,0.926,801,0.094,0.9999,5,0.000000
30,96,95,0,8,39.275,0.493,0.903,569,4.386,0.9996,2,0.000000
31,96,90,0,4,51.453,0.566,0.957,430,1.562,0.9998,4,0.000000
32,96,94,0,14,37.700,0.044,0.977,225,0.096,0.9999,4,0.000000
33,96,94,0,13,0.057,0.572,0.885,906,3.204,0.9996,2,0.000000
34,96,85,0,9,40.414,0.027,1.000,832,0.012,0.9999,5,0.000000
35,96,93,0,10,20.523,0.180,0.979,227,0.000,0.9999,3,0.000000
36,96,36,0,3,62.872,1.880,0.836,674,2.998,0.9998,2,0.000000
37,96,93,0,11,23.380,0.122,0.955,1194,0.258,0.9998,2,0.000000
38,96,88,0,7,89.015,0.368,0.984,320,0.042,0.9999,5,0.000000
39,96,87,0,11,62.151,1.903,0.831,1159,3.237,0.9997,2,0.000000
40,96,91,0,7,37.934,0.126,0.941,942,1.530,0.9996,2,0.000000
41,96,92,1,11,12.446,0.840,0.921,707,0.215,0.9999,3,0.002200
42,96,76,0,13,47.137,0.022,1.000,377,0.000,0.9999,5,0.000000
43,96,95,0,4,38.532,0.119,0.938,684,2.288,0.9995,5,0.000000
44,96,84,0,5,43.222,1.935,0.918,943,3.139,0.9999,4,0.000000
45,96,82,0,10,89.461,0.441,0.881,297,0.000,0.9998,4,0.000000
46,96,85,0,12,64.426,0.558,0.879,911,0.174,0.9998,3,0.000000
47,96,87,0,9,34.984,0.428,0.974,1176,1.794,0.9996,3,0.000000
48,96,93,0,10,55.723,0.150,1.000,648,2.866,0.9994,1,0.000000
49,96,70,0,4,5.318,0.188,0.973,1093,1.274,0.9999,3,0.000000
50,96,85,0,10,26.266,0.432,0.921,203,2.160,0.9998,4,0.000000
51,96,88,1,8,16.067,0.499,0.930,209,0.100,0.9994,1,0.002700
52,96,90,0,7,54.809,0.548,0.857,815,0.001,0.9994,2,0.000000
53,96,87,0,10,49.993,0.693,0.950,421,1.497,0.9999,5,0.000000
54,96,89,0,11,61.503,0.305,0.956,748,1.302,0.9999,3,0.000000
55,96,73,0,12,84.656,0.036,1.000,604,0.051,0.9998,3,0.000000
56,96,94,1,12,12.987,0.390,0.940,868,0.612,0.9996,1,0.000500
57,96,77,0,10,24.015,0.433,0.968,716,0.175,0.9996,2,0.000000
58,96,92,0,8,56.614,0.463,0.917,1069,0.513,0.9997,2,0.000000
59,96,91,1,9,84.101,0.398,0.909,822,1.345,0.9996,3,0.002600
60,96,93,0,11,35.602,0.112,0.979,1048,0.283,0.9999,4,0.000000
61,96,78,0,11,33.520,0.146,0.986,1064,2.157,0.9998,2,0.000000
62,96,78,0,6,70.811,0.296,0.969,281,0.000,0.9997,2,0.000000
63,96,77,0,9,61.687,0.228,0.978,786,3.097,0.9999,3,0.000000
64,96,90,0,9,68.866,0.360,0.930,214,0.069,0.9999,5,0.000000
65,96,61,0,5,52.417,1.117,0.837,966,0.651,0.9998,4,0.000000
66,96,95,0,9,85.883,0.250,0.986,1171,0.769,0.9999,4,0.000000
67,96,57,1,5,57.669,0.463,0.940,1185,2.498,0.9997,2,-0.000500
68,96,93,0,13,9.052,0.164,0.984,777,0.377,0.9999,3,0.000000
69,96,73,0,10,69.389,0.182,0.967,879,3.214,0.9999,3,0.000000
70,96,90,0,13,56.644,2.031,0.886,595,2.094,0.9999,3,0.000000
71,96,75,0,6,65.888,0.646,0.973,1108,1.490,0.9999,3,0.000000
72,96,91,0,8,44.578,0.251,0.973,957,3.068,0.9997,1,0.000000
73,96,95,0,13,78.823,0.490,0.956,261,1.163,0.9996,1,0.000000
74,96,83,0,6,32.464,0.936,0.846,973,3.519,0.9998,4,0.000000
