client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,contribution
0,15,14,0,3,21.820,0.981,0.815,948,4.719,0.9997,2,0.000000
1,15,11,0,2,54.840,1.045,0.875,635,2.939,0.9997,1,0.000000
2,15,2,1,1,9.970,0.045,1.000,1121,9.367,0.9997,4,-0.005000
3,15,13,0,2,8.987,1.044,0.786,294,3.461,0.9997,3,0.000000
4,15,7,0,1,40.208,0.939,0.925,831,3.803,0.9999,5,0.000000
5,15,6,0,1,61.668,1.740,0.761,776,0.338,0.9998,4,0.000000
6,15,8,0,1,53.603,0.916,0.924,306,1.239,0.9998,2,0.000000
7,15,9,1,1,46.232,0.877,0.899,687,0.081,0.9999,5,0.013400
8,15,1,0,1,19.404,1.010,0.710,341,3.202,0.9868,2,0.000000
9,15,1,0,1,5.955,1.698,0.562,663,10.192,0.9650,1,0.000000
10,15,13,0,2,4.434,0.670,0.976,1124,1.517,0.9998,2,0.000000
11,15,6,0,1,71.679,0.308,0.952,349,4.764,0.9995,1,0.000000
12,15,7,0,1,76.087,0.705,0.906,565,2.445,0.9998,2,0.000000
13,15,14,0,2,94.077,0.578,0.812,356,1.261,0.9997,5,0.000000
14,15,12,0,2,81.121,0.126,0.990,988,4.982,0.9997,1,0.000000
15,15,11,0,2,59.710,0.503,0.848,231,2.376,0.9998,5,0.000000
16,15,8,0,1,66.202,0.995,0.780,365,6.892,0.9996,1,0.000000
17,15,10,0,1,35.024,0.888,0.914,288,4.435,0.9999,5,0.000000
18,15,3,0,1,80.973,0.754,0.857,1190,2.729,0.9998,5,0.000000
19,15,7,0,1,46.499,0.514,0.842,861,2.018,0.9998,5,0.000000
20,15,6,1,1,89.217,0.638,0.915,434,0.029,0.9999,3,-0.012500
21,15,6,1,1,99.633,3.055,0.712,531,3.436,0.9997,1,0.011000
22,15,8,0,1,71.286,1.114,0.922,1039,0.000,0.9998,3,0.000000
23,15,13,0,2,29.591,0.672,0.924,1180,0.794,0.9998,2,0.000000
24,15,12,0,2,67.096,0.207,0.941,375,4.563,0.9995,1,0.000000
25,15,2,0,1,69.298,0.592,0.939,359,5.770,0.9994,4,0.000000
26,15,14,0,3,71.749,0.603,0.806,411,0.652,0.9997,3,0.000000
27,15,5,0,1,83.708,1.597,0.833,1181,1.976,0.9998,3,0.000000
28,15,9,0,1,0.338,1.095,0.812,654,3.219,0.9998,3,0.000000
29,15,4,1,1,70.064,0.611,0.907,1167,4.407,0.9996,1,0.006000
30,15,11,0,2,72.514,1.170,0.806,1113,3.520,0.9999,5,0.000000
31,15,5,0,1,49.578,1.355,0.804,515,15.470,0.9991,1,0.000000
32,15,14,0,3,4.654,0.434,0.907,1034,1.391,0.9997,1,0.000000
