client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,contribution
0,90,87,0,7,73.972,0.812,0.892,641,0.407,0.9999,4,0.000000
1,90,86,0,8,34.833,0.422,0.931,907,0.698,0.9999,4,0.000000
2,90,89,0,10,18.919,0.009,1.000,210,0.001,0.9998,5,0.000000
3,90,89,0,12,48.746,0.428,0.881,632,0.937,0.9999,5,0.000000
4,90,84,0,8,30.172,0.432,0.975,679,1.108,0.9999,5,0.000000
5,90,69,0,7,7.953,0.638,0.913,984,3.461,0.9997,1,0.000000
6,90,80,0,9,41.341,0.533,0.955,525,0.050,0.9999,3,0.000000
7,90,82,0,8,63.041,0.436,0.962,511,0.074,0.9999,2,0.000000
8,90,88,0,8,72.832,0.150,0.968,635,0.652,0.9998,4,0.000000
9,90,88,0,10,47.344,0.230,0.938,1072,0.245,0.9994,2,0.000000
10,90,87,0,9,72.568,0.298,0.976,582,3.567,0.9997,2,0.000000
11,90,89,0,9,42.318,0.064,0.984,454,0.856,0.9999,3,0.000000
12,90,77,0,4,18.841,0.786,0.925,293,0.008,0.9998,4,0.000000
13,90,83,1,10,29.748,0.327,0.938,1124,1.286,0.9991,2,0.001600
14,90,86,0,12,34.143,0.053,0.990,721,0.223,0.9999,2,0.000000
15,90,75,0,6,7.066,0.503,0.909,547,4.810,0.9994,1,0.000000
16,90,69,0,7,55.884,0.820,0.800,745,7.700,0.9999,5,0.000000
17,90,85,0,13,27.680,0.639,0.914,475,0.535,0.9997,2,0.000000
18,90,71,0,11,79.771,0.310,0.952,323,0.482,0.9999,5,0.000000
19,90,82,1,12,25.041,0.300,0.947,410,0.802,0.9997,3,0.002700
20,90,67,0,12,3.780,0.476,0.930,526,1.228,0.9999,5,0.000000
21,90,81,1,8,56.698,0.734,0.894,544,0.438,0.9998,3,0.001000
22,90,83,0,12,6.736,0.253,0.981,1070,10.920,0.9999,5,0.000000
23,90,42,0,5,91.284,0.996,0.909,557,0.155,0.9999,5,0.000000
24,90,78,0,11,21.505,0.248,0.882,350,21.003,0.9960,2,0.000000
25,90,89,0,9,2.949,0.447,0.955,924,0.929,0.9994,1,0.000000
26,90,81,0,12,84.736,0.494,0.839,933,0.205,0.9999,5,0.000000
27,90,57,0,6,15.508,1.065,0.910,314,2.279,0.9998,2,0.000000
28,90,89,0,12,13.110,0.510,0.928,215,2.339,0.9999,5,0.000000
29,90,87,0,13,46.370,0.368,0.944,440,0.233,0.9994,1,0.000000
30,90,88,0,7,86.641,0.455,0.952,550,3.447,0.9998,3,0.000000
31,90,59,1,3,51.453,0.588,0.870,493,0.139,0.9998,4,-0.000500
32,90,68,0,12,80.600,0.272,0.953,392,2.180,0.9995,1,0.000000
33,90,84,0,12,6.661,0.750,0.885,451,3.341,0.9998,4,0.000000
34,90,85,0,9,40.414,0.027,1.000,832,0.012,0.9999,5,0.000000
35,90,86,0,8,54.181,0.217,0.969,670,17.105,0.9999,3,0.000000
36,90,36,0,3,62.872,1.880,0.836,674,2.998,0.9998,2,0.000000
37,90,84,0,10,21.787,0.112,0.977,691,0.453,0.9997,2,0.000000
38,90,88,0,7,89.015,0.368,0.984,320,0.042,0.9999,5,0.000000
39,90,87,0,11,62.151,1.903,0.831,1159,3.237,0.9997,2,0.000000
40,90,51,0,6,67.638,0.108,0.941,245,1.145,0.9996,2,0.000000
41,90,88,0,9,46.459,0.649,0.937,257,2.892,0.9999,3,0.000000
42,90,76,0,13,47.137,0.022,1.000,377,0.000,0.9999,5,0.000000
43,90,48,0,3,41.979,0.095,0.969,735,3.295,0.9998,5,0.000000
44,90,84,0,5,43.222,1.935,0.918,943,3.139,0.9999,4,0.000000
45,90,82,0,10,89.461,0.441,0.881,297,0.000,0.9998,4,0.000000
46,90,85,0,12,64.426,0.558,0.879,911,0.174,0.9998,3,0.000000
47,90,87,0,9,34.984,0.428,0.974,1176,1.794,0.9996,3,0.000000
48,90,74,0,9,4.249,0.097,0.957,708,1.832,0.9998,2,0.000000
49,90,70,0,4,5.318,0.188,0.973,1093,1.274,0.9999,3,0.000000
50,90,85,0,10,26.266,0.432,0.921,203,2.160,0.9998,4,0.000000
51,90,88,0,8,2.820,0.499,0.930,209,0.100,0.9999,3,0.000000
52,90,89,1,6,54.809,0.700,0.918,622,0.894,0.9994,2,0.003800
53,90,87,0,10,49.993,0.693,0.950,421,1.497,0.9999,5,0.000000
54,90,89,0,11,61.503,0.305,0.956,748,1.302,0.9999,3,0.000000
55,90,73,0,12,84.656,0.036,1.000,604,0.051,0.9998,3,0.000000
56,90,83,0,10,67.290,0.339,0.940,1110,0.383,0.9999,4,0.000000
57,90,77,0,10,24.015,0.433,0.968,716,0.175,0.9996,2,0.000000
58,90,72,0,7,60.093,0.407,0.917,947,2.692,0.9999,4,0.000000
59,90,88,0,8,17.845,0.509,0.939,674,4.659,0.9993,1,0.000000
60,90,83,0,10,10.435,0.062,1.000,711,0.001,0.9999,5,0.000000
61,90,78,0,11,33.520,0.146,0.986,1064,2.157,0.9998,2,0.000000
62,90,78,0,6,70.811,0.296,0.969,281,0.000,0.9997,2,0.000000
63,90,77,0,9,61.687,0.228,0.978,786,3.097,0.9999,3,0.000000
64,90,87,1,8,68.866,0.368,0.907,388,7.616,0.9999,5,0.000200
65,90,61,0,5,52.417,1.117,0.837,966,0.651,0.9998,4,0.000000
66,90,82,0,7,60.558,0.493,0.957,735,1.536,0.9999,5,0.000000
67,90,57,0,5,84.152,0.463,0.940,1185,2.498,0.9996,1,0.000000
68,90,85,0,11,35.002,0.136,0.984,1108,0.431,0.9997,2,0.000000
69,90,73,0,10,69.389,0.182,0.967,879,3.214,0.9999,3,0.000000
70,90,89,1,12,56.644,0.932,0.914,872,0.044,0.9999,3,-0.002000
71,90,75,0,6,65.888,0.646,0.973,1108,1.490,0.9999,3,0.000000
72,90,66,0,7,96.643,0.286,0.973,685,2.877,0.9999,4,0.000000
73,90,86,0,10,66.607,0.480,0.941,623,5.357,0.9995,1,0.000000
74,90,83,0,6,32.464,0.936,0.846,973,3.519,0.9998,4,0.000000
75,90,86,0,10,68.413,0.811,0.865,597,2.791,0.9996,1,0.000000
76,90,83,0,12,73.596,1.033,0.897,595,2.888,0.9997,3,0.000000
77,90,84,0,11,64.990,0.344,0.941,842,2.953,0.9995,1,0.000000
78,90,70,0,9,95.134,0.313,0.976,579,0.000,0.9999,5,0.000000
79,90,85,0,12,2.441,0.515,0.905,1047,0.797,0.9997,3,0.000000
