client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,143,134,0,11,95.458,0.875,0.909,577,1.986,0.9996,1,141432.90,0.000000
1,143,117,0,18,43.221,0.011,1.000,1066,0.002,0.9998,5,7276.00,0.000000
2,143,140,0,13,58.885,0.113,0.981,993,0.009,1.0000,4,209403.60,0.000000
3,143,141,0,11,97.978,0.001,1.000,936,0.261,0.9999,4,49831.60,0.000000
4,143,127,0,12,74.402,0.042,1.000,387,1.168,0.9996,1,15392.10,0.000000
5,143,139,0,12,46.445,0.141,0.967,894,0.000,0.9999,4,54790.50,0.000000
6,143,141,0,18,34.017,0.555,0.912,1068,1.525,0.9992,2,37796.10,0.000000
7,143,135,0,15,7.852,0.005,1.000,543,1.506,0.9998,1,12127.60,0.000000
8,143,129,0,12,82.660,1.675,0.910,1017,0.000,0.9999,4,99152.90,0.000000
9,143,138,0,16,97.557,0.130,0.988,617,0.984,1.0000,5,133986.10,0.000000
10,143,112,1,10,94.238,0.231,0.882,271,0.708,0.9998,5,10212.90,0.002400
11,143,136,1,14,94.755,0.343,0.938,251,6.294,0.9985,1,208448.00,0.005800
12,143,106,0,4,51.752,0.375,0.986,518,0.000,0.9999,4,223540.90,0.000000
13,143,133,0,10,11.750,0.443,0.900,975,6.741,0.9997,1,44328.50,0.000000
14,143,142,0,19,16.306,0.430,0.925,204,1.580,0.9999,3,80242.40,0.000000
15,143,132,0,15,31.084,0.428,0.915,848,0.342,0.9998,3,22748.40,0.000000
16,143,142,1,17,86.317,0.094,0.984,200,0.013,0.9996,2,59819.60,0.002400
17,143,141,0,20,45.342,0.175,0.988,245,2.576,0.9997,1,49398.40,0.000000
18,143,140,0,14,85.753,0.726,0.896,1074,3.754,0.9993,1,23066.00,0.000000
19,143,122,0,11,78.298,0.051,1.000,551,0.581,0.9998,3,42400.40,0.000000
