client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,62,58,0,7,47.828,1.207,0.875,992,1.189,0.9999,3,141432.90,0.000000
1,62,55,1,8,76.655,0.028,1.000,275,0.015,0.9997,3,7276.00,0.003500
2,62,48,0,5,88.257,0.241,0.981,232,0.424,0.9999,4,209403.60,0.000000
3,62,27,0,3,50.292,0.015,1.000,745,0.498,0.9998,2,49831.60,0.000000
4,62,33,0,4,68.799,0.086,0.969,270,1.303,0.9996,3,15392.10,0.000000
5,62,20,0,2,82.795,0.687,0.867,631,0.111,0.9981,2,54790.50,0.000000
6,62,55,0,6,68.008,0.666,0.860,555,4.731,0.9995,2,37796.10,0.000000
7,62,60,0,5,84.711,0.020,1.000,407,1.577,0.9999,4,12127.60,0.000000
8,62,55,0,7,36.812,1.246,0.925,303,0.001,0.9998,3,99152.90,0.000000
9,62,59,1,6,2.379,0.078,0.988,496,2.969,0.9998,2,133986.10,0.001700
10,62,51,0,5,62.467,0.264,0.941,478,1.454,0.9998,4,10212.90,0.000000
11,62,49,1,7,28.502,0.587,0.923,607,0.003,0.9999,5,208448.00,-0.001200
12,62,16,0,2,79.630,0.364,0.972,214,0.000,0.9998,3,223540.90,0.000000
13,62,43,0,5,15.200,0.633,0.900,337,2.102,0.9999,4,44328.50,0.000000
14,62,60,0,6,11.763,0.425,0.925,344,2.187,0.9998,2,80242.40,0.000000
15,62,57,0,8,51.772,0.970,0.915,251,0.005,0.9999,5,22748.40,0.000000
16,62,58,0,8,32.669,0.169,0.953,271,0.002,0.9999,5,59819.60,0.000000
17,62,59,0,9,2.131,0.321,0.975,321,0.560,0.9999,3,49398.40,0.000000
18,62,48,0,5,78.411,1.102,0.875,647,1.693,0.9996,2,23066.00,0.000000
19,62,61,0,6,0.158,0.215,0.983,969,3.711,0.9994,1,42400.40,0.000000
20,62,60,0,7,53.456,0.681,0.852,225,5.673,0.9999,4,57549.60,0.000000
21,62,59,0,7,9.996,0.611,0.963,954,2.573,0.9999,3,141028.90,0.000000
22,62,50,1,8,84.328,0.627,0.917,992,3.477,0.9993,1,57754.40,-0.002800
23,62,55,0,6,72.283,0.084,0.982,1041,1.479,0.9999,4,48811.60,0.000000
24,62,53,1,8,41.304,0.084,0.985,450,5.194,0.9997,1,102820.40,0.003100
25,62,46,0,5,27.383,0.266,0.924,395,2.764,0.9998,3,121876.10,0.000000
26,62,44,0,8,54.294,0.552,0.934,613,1.474,0.9999,5,113450.10,0.000000
27,62,54,0,6,61.354,0.629,0.951,984,26.116,0.9994,1,70989.60,0.000000
28,62,61,0,3,32.432,0.699,0.947,1053,3.475,0.9997,2,41112.90,0.000000
29,62,58,0,8,36.052,0.421,0.951,526,0.019,0.9999,3,40866.00,0.000000
30,62,24,0,3,54.833,2.987,0.744,506,0.305,0.9996,5,11508.10,0.000000
31,62,60,0,6,19.297,0.329,0.829,1093,0.164,0.9992,1,25595.60,0.000000
32,62,61,0,9,13.251,0.704,0.923,393,3.824,0.9999,3,59582.10,0.000000
33,62,20,0,2,40.106,0.180,0.875,331,10.013,0.9998,5,9678.40,0.000000
34,62,56,0,9,67.235,0.347,0.852,1169,3.062,0.9995,1,7492.50,0.000000
35,62,59,0,6,57.929,0.316,0.948,883,0.585,0.9999,4,25774.10,0.000000
36,62,51,0,13,78.367,0.657,0.932,664,0.673,0.9999,4,93339.60,0.000000
37,62,22,0,3,99.530,0.625,0.887,235,1.619,0.9999,4,16246.00,0.000000
38,62,53,0,12,73.541,0.123,0.992,1006,0.414,0.9998,2,541202.00,0.000000
39,62,57,0,9,15.780,0.646,0.908,389,2.575,0.9998,3,32074.10,0.000000
40,62,61,0,10,32.171,0.899,0.883,686,0.001,0.9999,5,41208.50,0.000000
41,62,56,1,6,80.276,0.216,0.952,752,0.649,0.9998,2,21036.10,-0.000500
42,62,61,0,5,30.266,0.440,0.930,835,0.229,0.9999,3,23965.60,0.000000
43,62,59,0,6,5.612,0.722,0.900,218,0.090,0.9999,4,14304.90,0.000000
44,62,56,0,6,46.062,0.104,0.983,901,5.688,0.9998,3,76456.90,0.000000
45,62,55,0,8,45.277,0.679,0.957,759,3.293,0.9997,2,88320.00,0.000000
46,62,59,0,7,18.405,0.065,0.973,667,1.034,0.9991,1,29692.00,0.000000
47,62,55,0,8,51.947,0.118,0.983,652,0.191,0.9996,2,37079.60,0.000000
48,62,61,0,6,56.497,0.021,1.000,576,81.201,0.9995,4,11346.50,0.000000
49,62,56,0,8,55.783,0.025,1.000,980,1.527,0.9994,3,12942.40,0.000000
50,62,58,0,6,94.141,0.000,1.000,491,0.051,0.9997,2,129564.40,0.000000
51,62,19,0,2,3.540,1.245,0.901,353,4.440,0.9999,3,51940.90,0.000000
52,62,57,0,4,91.513,0.777,0.867,585,1.989,0.9998,3,100201.60,0.000000
53,62,40,0,6,97.995,1.019,0.844,1032,14.739,0.9998,2,31350.00,0.000000
54,62,37,0,4,55.014,1.190,0.873,707,3.348,0.9995,1,84388.40,0.000000
55,62,48,0,7,58.922,0.320,0.967,968,0.724,0.9999,3,183012.10,0.000000
56,62,61,0,7,35.420,0.691,0.896,976,0.773,0.9996,1,19722.90,0.000000
57,62,59,0,6,38.447,0.601,0.889,386,0.657,0.9998,3,20598.00,0.000000
58,62,56,0,8,53.447,0.065,0.986,1015,0.134,0.9999,4,147194.00,0.000000
59,62,54,0,6,36.940,0.105,0.951,290,0.811,0.9998,4,17494.00,0.000000
60,62,51,0,9,75.764,1.427,0.860,349,0.246,0.9997,3,14008.50,0.000000
61,62,38,0,5,88.435,0.088,0.985,494,7.559,0.9998,2,86826.90,0.000000
62,62,60,1,8,95.766,0.153,0.917,1107,1.335,0.9996,3,5564.10,0.025000
63,62,44,0,5,82.782,0.315,0.952,952,1.517,0.9997,3,37212.50,0.000000
64,62,52,0,9,7.450,0.735,0.877,936,1.053,0.9999,4,63318.40,0.000000
65,62,41,1,4,7.907,0.273,0.971,1069,0.410,0.9995,1,96534.40,0.005000
66,62,42,0,5,98.106,0.710,0.867,268,2.251,0.9999,5,78542.90,0.000000
67,62,57,0,9,19.235,0.605,0.871,433,1.312,0.9997,2,6426.10,0.000000
68,62,57,0,7,67.446,0.397,0.900,607,2.740,0.9997,4,5704.10,0.000000
69,62,61,0,10,32.324,0.170,0.952,448,1.184,0.9996,2,7428.00,0.000000
70,62,52,0,8,65.058,0.434,0.933,1162,2.013,0.9999,4,50551.60,0.000000
71,62,58,0,7,55.663,0.237,0.961,616,0.658,0.9998,3,36013.60,0.000000
72,62,60,0,7,35.768,0.674,0.912,1184,0.026,0.9999,3,11676.40,0.000000
73,62,50,0,4,84.466,0.001,1.000,862,0.000,0.9998,3,133690.50,0.000000
74,62,44,0,7,69.894,0.229,0.968,1001,0.184,0.9998,2,105848.00,0.000000
75,62,61,0,8,61.045,0.124,0.984,240,7.465,0.9998,2,51562.40,0.000000
76,62,58,0,7,83.703,0.049,0.989,554,0.018,0.9999,4,411810.90,0.000000
77,62,61,0,7,23.766,0.733,0.865,1097,4.653,0.9998,3,23404.90,0.000000
78,62,27,0,4,43.936,0.007,1.000,1141,0.059,0.9999,5,10772.10,0.000000
79,62,60,0,6,58.397,0.324,0.900,702,3.053,0.9997,2,4858.50,0.000000
80,62,35,0,3,24.607,0.151,0.953,656,7.959,0.9997,2,98554.10,0.000000
81,62,42,0,4,90.513,0.022,1.000,1024,5.678,0.9997,2,71218.40,0.000000
82,62,43,1,4,56.999,0.496,0.985,1024,6.725,0.9999,5,56507.60,0.005800
83,62,22,0,3,24.304,0.771,0.929,214,2.615,0.9999,4,31754.90,0.000000
84,62,37,0,4,97.962,0.527,0.877,414,6.656,0.9994,1,19099.60,0.000000
85,62,49,1,5,52.368,0.336,0.935,469,0.332,0.9999,3,42070.90,0.000700
86,62,60,0,5,39.286,0.978,0.863,546,3.389,0.9996,2,32258.50,0.000000
87,62,44,0,5,10.479,0.146,0.933,211,1.460,0.9994,1,22446.40,0.000000
88,62,59,0,6,12.123,0.003,1.000,875,0.103,0.9993,1,114172.00,0.000000
89,62,57,0,8,40.109,0.297,0.966,701,4.120,0.9998,2,77270.90,0.000000
90,62,58,0,5,38.011,0.211,0.970,296,1.029,0.9997,2,67758.40,0.000000
91,62,21,0,3,44.444,1.214,0.808,304,2.509,0.9999,5,77541.60,0.000000
92,62,51,0,7,14.910,0.109,0.980,1074,1.215,0.9996,1,167480.90,0.000000
