client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,134,132,1,10,95.458,0.828,0.920,622,1.226,0.9996,1,141432.90,-0.000800
1,134,117,0,18,43.221,0.011,1.000,1066,0.002,0.9998,5,7276.00,0.000000
2,134,130,0,10,38.375,0.161,0.981,984,0.384,0.9999,2,209403.60,0.000000
3,134,99,0,9,94.416,0.018,1.000,734,4.591,0.9997,2,49831.60,0.000000
4,134,127,0,12,74.402,0.042,1.000,387,1.168,0.9996,1,15392.10,0.000000
5,134,132,0,11,45.186,0.295,0.967,1173,0.088,0.9995,3,54790.50,0.000000
6,134,131,0,17,26.480,0.388,0.912,804,4.814,0.9997,3,37796.10,0.000000
7,134,131,0,14,20.984,0.012,1.000,481,0.507,0.9999,4,12127.60,0.000000
8,134,129,0,12,82.660,1.675,0.910,1017,0.000,0.9999,4,99152.90,0.000000
9,134,131,0,15,11.469,0.240,0.988,1187,1.023,1.0000,5,133986.10,0.000000
10,134,112,0,10,9.647,0.231,0.882,271,0.708,0.9998,5,10212.90,0.000000
11,134,128,0,13,37.204,0.482,0.969,472,0.412,0.9999,5,208448.00,0.000000
12,134,106,0,4,51.752,0.375,0.986,518,0.000,0.9999,4,223540.90,0.000000
13,134,133,0,10,11.750,0.443,0.900,975,6.741,0.9997,1,44328.50,0.000000
14,134,126,0,15,16.780,0.255,0.943,508,0.895,0.9999,4,80242.40,0.000000
15,134,132,0,15,31.084,0.428,0.915,848,0.342,0.9998,3,22748.40,0.000000
16,134,132,0,16,72.434,0.161,0.969,1187,0.054,0.9999,4,59819.60,0.000000
17,134,131,1,18,56.909,0.232,0.963,1017,0.369,1.0000,5,49398.40,-0.002400
18,134,129,0,12,44.477,0.846,0.875,1123,6.313,0.9995,1,23066.00,0.000000
19,134,122,0,11,78.298,0.051,1.000,551,0.581,0.9998,3,42400.40,0.000000
20,134,118,0,12,10.398,0.478,0.885,507,2.294,0.9997,2,57549.60,0.000000
21,134,126,0,14,58.976,0.451,0.950,495,0.353,0.9999,4,141028.90,0.000000
22,134,129,0,15,81.050,0.711,0.917,694,0.149,0.9999,5,57754.40,0.000000
23,134,133,1,18,44.509,0.024,1.000,762,2.594,0.9997,1,48811.60,0.001500
24,134,120,0,14,18.626,0.060,1.000,870,0.993,0.9998,2,102820.40,0.000000
25,134,132,0,13,98.253,0.336,0.955,616,1.726,0.9996,2,121876.10,0.000000
26,134,116,0,15,95.742,0.770,0.923,352,1.751,0.9998,2,113450.10,0.000000
27,134,124,1,18,29.486,0.947,0.914,1156,50.070,0.9997,2,70989.60,-0.000900
