client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,14,4,1,1,4.637,1.493,0.807,467,2.728,0.9998,2,141432.90,0.011300
1,14,8,0,1,82.847,0.308,0.964,1140,2.071,0.9993,3,7276.00,0.000000
2,14,5,0,1,58.834,0.212,0.981,634,0.423,1.0000,4,209403.60,0.000000
3,14,7,0,1,99.753,0.044,1.000,846,0.630,0.9997,2,49831.60,0.000000
4,14,10,0,1,71.143,0.161,0.969,925,11.343,0.9973,1,15392.10,0.000000
5,14,10,0,1,89.608,1.313,0.783,643,21.312,0.9985,1,54790.50,0.000000
6,14,9,0,1,29.590,1.100,0.754,775,5.238,0.9994,2,37796.10,0.000000
7,14,8,0,1,31.965,0.097,0.974,1087,3.379,0.9998,1,12127.60,0.000000
8,14,4,1,1,67.856,2.355,0.791,520,4.539,0.9996,2,99152.90,-0.006300
9,14,12,0,2,91.429,0.296,0.975,1180,1.663,0.9998,2,133986.10,0.000000
10,14,4,1,1,85.766,0.770,0.676,540,2.778,0.9998,5,10212.90,0.002900
11,14,12,0,2,88.217,0.659,0.938,275,0.165,0.9998,4,208448.00,0.000000
12,14,6,0,1,92.238,0.820,0.958,652,0.000,0.9997,2,223540.90,0.000000
13,14,13,0,2,20.998,1.108,0.850,977,2.985,0.9999,5,44328.50,0.000000
14,14,10,0,1,38.814,1.270,0.811,970,9.443,0.9998,3,80242.40,0.000000
15,14,9,0,1,88.635,1.463,0.766,962,4.065,0.9996,3,22748.40,0.000000
16,14,13,0,2,5.962,0.204,0.969,414,0.054,0.9997,2,59819.60,0.000000
17,14,13,0,2,9.257,0.455,0.938,336,1.240,0.9999,3,49398.40,0.000000
18,14,7,0,1,93.652,1.270,0.771,1136,4.646,0.9997,2,23066.00,0.000000
19,14,12,0,2,47.475,0.200,0.967,962,1.589,0.9999,5,42400.40,0.000000
20,14,8,0,1,79.093,0.783,0.852,1029,3.807,0.9997,2,57549.60,0.000000
21,14,8,0,1,29.292,0.935,0.875,646,3.349,0.9998,3,141028.90,0.000000
22,14,10,0,1,70.968,0.689,0.933,923,2.775,0.9985,1,57754.40,0.000000
23,14,7,0,1,66.535,0.292,0.964,464,1.374,0.9999,5,48811.60,0.000000
24,14,4,1,1,23.721,0.391,0.941,902,4.402,0.9999,3,102820.40,-0.000200
25,14,5,0,1,65.659,0.412,0.924,1023,4.109,0.9998,3,121876.10,0.000000
26,14,4,1,1,32.739,1.494,0.813,965,3.225,0.9996,1,113450.10,0.003300
27,14,12,0,2,2.914,0.942,0.889,1045,0.557,0.9998,4,70989.60,0.000000
28,14,7,0,1,3.791,0.758,0.933,796,5.173,0.9999,4,41112.90,0.000000
29,14,5,0,1,9.465,1.246,0.841,343,2.756,0.9999,4,40866.00,0.000000
30,14,6,0,1,68.262,2.772,0.641,1127,0.852,0.9993,3,11508.10,0.000000
31,14,6,0,1,75.184,0.612,0.829,876,26.146,0.9993,3,25595.60,0.000000
32,14,13,0,2,5.868,0.644,0.923,387,5.407,0.9998,2,59582.10,0.000000
33,14,10,0,1,75.241,0.145,0.938,1045,4.960,0.9973,1,9678.40,0.000000
34,14,11,0,2,52.701,0.978,0.630,695,4.777,0.9997,3,7492.50,0.000000
35,14,12,0,2,56.138,0.507,0.914,446,0.441,0.9999,5,25774.10,0.000000
36,14,11,0,2,19.115,1.008,0.890,743,3.367,0.9999,3,93339.60,0.000000
37,14,10,0,1,76.010,0.941,0.868,830,3.076,0.9997,4,16246.00,0.000000
38,14,7,0,1,9.588,0.136,0.985,228,1.882,0.9998,2,541202.00,0.000000
39,14,11,0,2,34.855,1.189,0.846,228,5.554,0.9998,3,32074.10,0.000000
40,14,9,0,1,65.982,1.172,0.750,1124,45.885,0.9944,5,41208.50,0.000000
41,14,11,0,2,30.223,0.215,0.976,402,10.517,0.9999,5,21036.10,0.000000
42,14,6,0,1,13.426,0.905,0.860,643,1.538,0.9999,4,23965.60,0.000000
43,14,11,0,2,42.955,1.142,0.840,742,0.051,0.9999,4,14304.90,0.000000
44,14,10,0,1,37.581,0.071,1.000,991,2.243,0.9996,5,76456.90,0.000000
45,14,5,0,1,20.398,1.221,0.913,953,2.669,0.9999,5,88320.00,0.000000
46,14,7,0,1,75.486,0.082,0.973,278,1.508,0.9997,4,29692.00,0.000000
47,14,4,1,1,14.976,0.517,0.900,314,1.465,0.9999,5,37079.60,0.010400
48,14,11,0,2,12.727,0.034,1.000,770,1.621,0.9993,2,11346.50,0.000000
49,14,5,0,1,37.568,0.055,1.000,919,2.288,0.9996,5,12942.40,0.000000
