client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,70,58,0,7,47.828,1.207,0.875,992,1.189,0.9999,3,141432.90,0.000000
1,70,62,0,9,76.655,0.041,1.000,448,0.364,0.9997,3,7276.00,0.000000
2,70,48,0,5,88.257,0.241,0.981,232,0.424,0.9999,4,209403.60,0.000000
3,70,27,0,3,50.292,0.015,1.000,745,0.498,0.9998,2,49831.60,0.000000
4,70,33,0,4,68.799,0.086,0.969,270,1.303,0.9996,3,15392.10,0.000000
5,70,20,0,2,82.795,0.687,0.867,631,0.111,0.9981,2,54790.50,0.000000
6,70,55,0,6,68.008,0.666,0.860,555,4.731,0.9995,2,37796.10,0.000000
7,70,60,0,5,84.711,0.020,1.000,407,1.577,0.9999,4,12127.60,0.000000
8,70,64,0,8,39.872,1.038,0.881,604,0.001,0.9998,3,99152.90,0.000000
9,70,62,0,7,2.379,0.138,0.963,402,0.636,0.9998,2,133986.10,0.000000
10,70,69,0,7,65.926,0.357,0.853,477,2.133,0.9996,2,10212.90,0.000000
11,70,62,0,8,28.502,0.560,0.969,931,0.011,0.9999,5,208448.00,0.000000
12,70,16,0,2,79.630,0.364,0.972,214,0.000,0.9998,3,223540.90,0.000000
13,70,64,0,6,91.247,0.638,0.925,872,4.642,0.9998,2,44328.50,0.000000
14,70,60,0,6,11.763,0.425,0.925,344,2.187,0.9998,2,80242.40,0.000000
15,70,68,1,9,6.083,0.790,0.915,1048,4.274,0.9999,4,22748.40,0.001900
16,70,66,0,9,48.678,0.124,0.969,343,36.651,0.9998,3,59819.60,0.000000
17,70,65,0,10,15.076,0.249,0.975,1172,0.774,0.9999,4,49398.40,0.000000
18,70,48,0,5,78.411,1.102,0.875,647,1.693,0.9996,2,23066.00,0.000000
19,70,67,0,8,25.773,0.163,0.967,1152,2.668,0.9997,2,42400.40,0.000000
20,70,69,0,8,46.983,0.592,0.869,623,0.888,0.9999,5,57549.60,0.000000
21,70,59,0,7,9.996,0.611,0.963,954,2.573,0.9999,3,141028.90,0.000000
22,70,62,0,9,84.328,0.600,0.917,217,0.835,0.9993,1,57754.40,0.000000
23,70,65,0,7,72.223,0.092,0.982,804,2.048,0.9998,3,48811.60,0.000000
24,70,68,0,10,17.412,0.179,0.956,435,0.029,0.9999,3,102820.40,0.000000
25,70,46,0,5,27.383,0.266,0.924,395,2.764,0.9998,3,121876.10,0.000000
26,70,63,1,9,48.444,0.648,0.945,631,0.238,0.9998,2,113450.10,0.002900
27,70,69,0,10,85.173,0.524,0.938,1050,0.003,0.9997,2,70989.60,0.000000
28,70,61,0,3,32.432,0.699,0.947,1053,3.475,0.9997,2,41112.90,0.000000
29,70,63,0,9,60.486,0.612,0.915,430,0.218,1.0000,5,40866.00,0.000000
30,70,24,0,3,54.833,2.987,0.744,506,0.305,0.9996,5,11508.10,0.000000
31,70,67,0,7,45.649,0.267,0.886,462,0.046,0.9994,2,25595.60,0.000000
32,70,61,0,9,13.251,0.704,0.923,393,3.824,0.9999,3,59582.10,0.000000
33,70,20,0,2,40.106,0.180,0.875,331,10.013,0.9998,5,9678.40,0.000000
34,70,69,1,11,41.631,0.523,0.815,956,2.250,0.9997,4,7492.50,0.006600
35,70,69,1,7,19.672,0.188,0.948,749,0.158,0.9999,3,25774.10,0.005800
36,70,68,0,14,68.368,0.373,0.945,956,0.770,0.9998,2,93339.60,0.000000
37,70,22,0,3,99.530,0.625,0.887,235,1.619,0.9999,4,16246.00,0.000000
38,70,69,0,15,3.430,0.291,0.969,755,4.139,0.9997,1,541202.00,0.000000
39,70,57,0,9,15.780,0.646,0.908,389,2.575,0.9998,3,32074.10,0.000000
40,70,67,0,11,94.662,0.727,0.867,500,12.048,0.9995,1,41208.50,0.000000
41,70,62,0,7,80.276,0.309,0.929,262,2.052,0.9998,2,21036.10,0.000000
42,70,68,0,6,91.226,0.237,0.965,1158,0.494,0.9997,1,23965.60,0.000000
43,70,65,1,8,78.050,0.394,0.940,748,2.443,0.9990,2,14304.90,0.000700
44,70,64,0,7,22.863,0.054,0.983,1104,0.944,0.9998,3,76456.90,0.000000
45,70,65,1,9,94.305,0.693,0.957,453,2.518,0.9999,5,88320.00,-0.000700
46,70,67,1,8,56.666,0.056,0.973,1009,0.505,0.9985,1,29692.00,0.002400
47,70,55,0,8,51.947,0.118,0.983,652,0.191,0.9996,2,37079.60,0.000000
48,70,65,0,8,42.582,0.011,1.000,553,0.024,0.9991,2,11346.50,0.000000
49,70,64,0,9,21.853,0.077,0.950,761,0.192,0.9994,3,12942.40,0.000000
50,70,58,0,6,94.141,0.000,1.000,491,0.051,0.9997,2,129564.40,0.000000
51,70,19,0,2,3.540,1.245,0.901,353,4.440,0.9999,3,51940.90,0.000000
52,70,57,0,4,91.513,0.777,0.867,585,1.989,0.9998,3,100201.60,0.000000
53,70,40,0,6,97.995,1.019,0.844,1032,14.739,0.9998,2,31350.00,0.000000
54,70,37,0,4,55.014,1.190,0.873,707,3.348,0.9995,1,84388.40,0.000000
55,70,63,0,8,58.881,0.287,0.978,720,0.015,1.0000,5,183012.10,0.000000
56,70,67,0,8,11.790,0.883,0.881,1046,14.520,0.9998,2,19722.90,0.000000
57,70,59,0,6,38.447,0.601,0.889,386,0.657,0.9998,3,20598.00,0.000000
58,70,69,0,10,35.580,0.037,0.986,467,1.945,0.9998,3,147194.00,0.000000
59,70,68,0,7,15.917,0.125,0.976,485,0.932,0.9999,5,17494.00,0.000000
60,70,51,0,9,75.764,1.427,0.860,349,0.246,0.9997,3,14008.50,0.000000
61,70,38,0,5,88.435,0.088,0.985,494,7.559,0.9998,2,86826.90,0.000000
62,70,65,0,10,92.880,0.170,0.917,603,0.154,0.9998,5,5564.10,0.000000
63,70,68,0,7,75.102,0.246,0.984,1148,2.380,0.9999,4,37212.50,0.000000
64,70,66,0,10,52.730,0.756,0.904,242,2.744,0.9999,5,63318.40,0.000000
65,70,64,0,6,9.933,0.147,0.971,549,3.049,0.9999,4,96534.40,0.000000
