client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,32,29,1,3,17.483,0.901,0.898,1007,3.734,0.9999,3,141432.90,0.000100
1,32,23,0,3,31.838,0.343,0.893,738,3.322,0.9997,2,7276.00,0.000000
2,32,15,0,2,48.639,0.174,0.990,980,0.813,1.0000,5,209403.60,0.000000
3,32,27,0,3,50.292,0.015,1.000,745,0.498,0.9998,2,49831.60,0.000000
4,32,22,0,3,73.908,0.147,0.938,633,6.008,0.9997,4,15392.10,0.000000
5,32,20,0,2,82.795,0.687,0.867,631,0.111,0.9981,2,54790.50,0.000000
6,32,31,0,4,20.541,0.712,0.860,618,0.002,0.9996,2,37796.10,0.000000
7,32,18,0,2,76.470,0.111,0.974,783,0.709,0.9999,3,12127.60,0.000000
8,32,30,0,3,33.534,2.022,0.881,261,0.001,0.9993,1,99152.90,0.000000
9,32,12,0,2,91.429,0.296,0.975,1180,1.663,0.9998,2,133986.10,0.000000
10,32,25,0,3,36.372,0.453,0.882,1070,4.400,0.9993,1,10212.90,0.000000
11,32,12,0,2,88.217,0.659,0.938,275,0.165,0.9998,4,208448.00,0.000000
12,32,16,0,2,79.630,0.364,0.972,214,0.000,0.9998,3,223540.90,0.000000
13,32,13,0,2,20.998,1.108,0.850,977,2.985,0.9999,5,44328.50,0.000000
14,32,21,0,3,6.290,0.613,0.925,614,0.803,0.9997,3,80242.40,0.000000
15,32,29,0,4,37.753,1.119,0.872,970,2.334,0.9999,5,22748.40,0.000000
16,32,31,0,5,2.262,0.164,0.969,407,8.843,0.9996,2,59819.60,0.000000
17,32,28,0,3,32.304,0.946,0.914,223,3.263,0.9999,4,49398.40,0.000000
18,32,17,0,2,26.528,1.326,0.833,778,6.683,0.9997,2,23066.00,0.000000
19,32,12,0,2,47.475,0.200,0.967,962,1.589,0.9999,5,42400.40,0.000000
20,32,18,1,2,54.151,0.615,0.820,286,2.455,0.9998,3,57549.60,-0.001200
21,32,18,1,2,10.485,0.946,0.863,733,2.815,0.9998,3,141028.90,-0.000100
22,32,31,0,4,34.848,0.813,0.900,343,1.307,0.9999,5,57754.40,0.000000
23,32,22,0,3,28.672,0.265,0.946,622,1.700,0.9999,5,48811.60,0.000000
24,32,30,0,5,69.625,0.083,0.985,500,0.027,1.0000,5,102820.40,0.000000
25,32,28,0,4,28.491,0.310,0.970,846,0.759,0.9996,1,121876.10,0.000000
26,32,31,0,6,85.997,0.612,0.912,239,0.504,0.9999,5,113450.10,0.000000
27,32,12,0,2,2.914,0.942,0.889,1045,0.557,0.9998,4,70989.60,0.000000
28,32,17,0,2,0.289,0.683,0.933,889,5.061,0.9997,1,41112.90,0.000000
29,32,30,0,5,5.761,0.835,0.854,948,4.174,0.9999,4,40866.00,0.000000
30,32,24,0,3,54.833,2.987,0.744,506,0.305,0.9996,5,11508.10,0.000000
31,32,22,0,3,68.862,0.464,0.857,225,2.437,0.9993,4,25595.60,0.000000
32,32,27,0,6,91.749,0.536,0.923,352,0.819,0.9996,1,59582.10,0.000000
33,32,20,0,2,40.106,0.180,0.875,331,10.013,0.9998,5,9678.40,0.000000
34,32,29,0,6,76.176,0.837,0.778,898,2.029,0.9997,4,7492.50,0.000000
35,32,25,0,3,27.559,0.362,0.948,760,2.562,0.9998,2,25774.10,0.000000
36,32,30,0,5,95.189,0.752,0.918,1012,0.740,0.9999,5,93339.60,0.000000
37,32,22,0,3,99.530,0.625,0.887,235,1.619,0.9999,4,16246.00,0.000000
38,32,27,0,6,65.331,0.162,0.985,1132,4.266,0.9992,1,541202.00,0.000000
39,32,30,0,5,42.325,0.886,0.831,698,6.112,0.9996,1,32074.10,0.000000
40,32,19,0,2,42.741,0.726,0.850,1189,0.001,0.9997,2,41208.50,0.000000
41,32,25,0,3,89.783,0.329,0.929,748,1.013,0.9997,2,21036.10,0.000000
42,32,30,0,3,42.067,0.398,0.947,1044,4.982,0.9999,5,23965.60,0.000000
43,32,31,0,4,59.944,0.871,0.900,761,9.893,0.9998,3,14304.90,0.000000
44,32,20,0,2,68.020,0.051,1.000,1163,3.331,0.9993,1,76456.90,0.000000
45,32,31,0,3,70.814,0.954,0.942,727,5.051,0.9998,3,88320.00,0.000000
46,32,17,0,2,43.480,0.099,0.973,377,1.334,0.9994,2,29692.00,0.000000
47,32,31,0,4,77.078,0.385,0.950,286,0.282,0.9999,4,37079.60,0.000000
48,32,23,0,3,1.239,0.021,1.000,239,3.811,0.9995,3,11346.50,0.000000
49,32,28,0,3,93.904,0.090,0.950,962,1.508,0.9992,3,12942.40,0.000000
50,32,17,1,2,63.254,0.002,1.000,1198,0.136,0.9999,4,129564.40,0.002000
51,32,19,0,2,3.540,1.245,0.901,353,4.440,0.9999,3,51940.90,0.000000
52,32,29,0,3,0.236,1.862,0.840,1137,4.027,0.9997,3,100201.60,0.000000
53,32,26,1,4,7.350,1.312,0.828,636,2.679,0.9998,3,31350.00,0.002800
54,32,24,0,3,30.134,1.371,0.886,1119,8.949,0.9998,3,84388.40,0.000000
55,32,23,0,3,41.103,0.312,0.967,850,1.904,0.9999,3,183012.10,0.000000
56,32,21,0,3,76.895,0.749,0.896,764,12.473,0.9996,1,19722.90,0.000000
57,32,29,0,4,81.025,0.458,0.889,1199,6.988,0.9998,4,20598.00,0.000000
58,32,23,1,3,32.069,0.150,0.986,429,0.685,0.9999,5,147194.00,0.010800
59,32,15,0,2,79.116,0.245,0.927,594,3.757,0.9997,1,17494.00,0.000000
60,32,28,0,4,60.881,1.554,0.702,255,11.079,0.9997,5,14008.50,0.000000
61,32,29,0,3,40.410,0.175,0.956,453,0.628,0.9998,3,86826.90,0.000000
62,32,31,1,3,61.753,0.138,0.958,971,1.475,0.9998,4,5564.10,0.001500
63,32,30,0,3,93.462,0.303,0.968,1147,1.399,0.9999,5,37212.50,0.000000
64,32,22,0,3,15.262,0.786,0.904,745,4.028,0.9998,3,63318.40,0.000000
65,32,17,0,2,8.038,0.207,0.971,454,4.150,0.9997,1,96534.40,0.000000
66,32,29,0,4,47.719,0.959,0.850,281,17.506,0.9998,3,78542.90,0.000000
67,32,22,0,3,70.541,0.597,0.806,303,1.683,0.9997,2,6426.10,0.000000
68,32,27,0,3,82.551,0.491,0.833,1085,2.465,0.9998,4,5704.10,0.000000
69,32,30,0,5,54.643,0.159,0.905,1183,1.008,0.9998,5,7428.00,0.000000
70,32,24,0,3,83.037,0.537,0.900,1139,10.507,0.9997,3,50551.60,0.000000
71,32,31,0,4,53.903,0.310,0.941,1008,2.167,0.9997,3,36013.60,0.000000
72,32,20,0,2,50.782,0.819,0.860,282,14.590,0.9995,5,11676.40,0.000000
73,32,20,0,2,21.882,0.016,1.000,995,0.002,0.9995,5,133690.50,0.000000
74,32,30,0,5,84.471,0.311,0.952,925,1.601,0.9998,3,105848.00,0.000000
75,32,11,0,2,21.625,0.035,1.000,1040,0.746,0.9999,5,51562.40,0.000000
76,32,27,0,4,14.688,0.416,0.967,1185,2.544,0.9992,1,411810.90,0.000000
77,32,26,1,3,86.773,0.554,0.865,314,4.805,0.9998,3,23404.90,-0.004600
78,32,27,0,4,43.936,0.007,1.000,1141,0.059,0.9999,5,10772.10,0.000000
79,32,25,0,3,69.936,0.416,0.933,692,2.420,0.9998,4,4858.50,0.000000
80,32,13,0,2,2.332,0.212,0.953,876,0.021,0.9999,5,98554.10,0.000000
81,32,25,0,3,13.339,0.226,0.971,814,3.796,0.9997,2,71218.40,0.000000
82,32,18,0,2,18.986,0.655,0.956,1199,2.769,0.9996,1,56507.60,0.000000
83,32,22,0,3,24.304,0.771,0.929,214,2.615,0.9999,4,31754.90,0.000000
84,32,28,0,3,37.720,0.365,0.912,229,2.764,0.9999,4,19099.60,0.000000
85,32,30,0,3,43.123,0.310,0.952,956,2.594,0.9999,5,42070.90,0.000000
86,32,15,0,2,8.545,1.707,0.725,1194,6.155,0.9996,2,32258.50,0.000000
87,32,27,1,3,27.839,0.042,1.000,978,2.607,0.9998,3,22446.40,0.005100
88,32,25,0,3,84.352,0.012,1.000,453,0.505,0.9994,1,114172.00,0.000000
89,32,29,0,5,37.526,0.264,0.966,699,0.411,0.9999,3,77270.90,0.000000
90,32,19,0,2,25.287,0.398,0.970,495,2.966,0.9998,2,67758.40,0.000000
91,32,21,0,3,44.444,1.214,0.808,304,2.509,0.9999,5,77541.60,0.000000
92,32,29,0,3,70.640,0.141,0.980,500,3.717,0.9999,2,167480.90,0.000000
93,32,12,0,2,7.986,0.705,0.970,926,2.261,0.9997,4,10050.10,0.000000
94,32,31,0,4,68.169,1.334,0.941,952,3.784,0.9998,2,75362.40,0.000000
95,32,19,0,2,90.442,0.228,0.933,602,4.191,0.9997,3,31153.60,0.000000
96,32,25,0,3,74.740,1.018,0.820,888,7.596,0.9997,1,39949.60,0.000000
97,32,21,1,3,46.684,0.259,0.958,496,2.436,0.9994,1,60345.60,0.005700
98,32,15,0,2,83.097,0.179,0.982,771,0.242,0.9999,5,60276.40,0.000000
99,32,13,0,2,25.549,0.586,0.900,865,3.012,0.9999,4,71710.40,0.000000
