client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,22,14,0,2,4.637,1.292,0.830,581,2.078,0.9998,2,141432.90,0.000000
1,22,18,0,2,3.040,0.339,0.929,391,0.821,0.9998,5,7276.00,0.000000
2,22,15,0,2,48.639,0.174,0.990,980,0.813,1.0000,5,209403.60,0.000000
3,22,17,0,2,61.812,0.083,0.984,698,0.030,0.9999,4,49831.60,0.000000
4,22,20,1,2,73.908,0.098,0.969,536,4.599,0.9997,4,15392.10,0.004000
5,22,20,0,2,82.795,0.687,0.867,631,0.111,0.9981,2,54790.50,0.000000
6,22,19,1,2,54.574,0.867,0.860,473,0.336,0.9997,3,37796.10,-0.003900
7,22,18,0,2,76.470,0.111,0.974,783,0.709,0.9999,3,12127.60,0.000000
8,22,14,0,2,67.856,1.692,0.806,748,0.055,0.9996,2,99152.90,0.000000
9,22,12,0,2,91.429,0.296,0.975,1180,1.663,0.9998,2,133986.10,0.000000
10,22,14,0,2,85.766,0.600,0.735,232,2.624,0.9998,5,10212.90,0.000000
11,22,12,0,2,88.217,0.659,0.938,275,0.165,0.9998,4,208448.00,0.000000
12,22,16,0,2,79.630,0.364,0.972,214,0.000,0.9998,3,223540.90,0.000000
13,22,13,0,2,20.998,1.108,0.850,977,2.985,0.9999,5,44328.50,0.000000
14,22,21,0,3,6.290,0.613,0.925,614,0.803,0.9997,3,80242.40,0.000000
15,22,19,0,2,86.278,0.951,0.851,443,10.081,0.9997,3,22748.40,0.000000
16,22,13,0,2,5.962,0.204,0.969,414,0.054,0.9997,2,59819.60,0.000000
17,22,13,0,2,9.257,0.455,0.938,336,1.240,0.9999,3,49398.40,0.000000
18,22,17,0,2,26.528,1.326,0.833,778,6.683,0.9997,2,23066.00,0.000000
19,22,12,0,2,47.475,0.200,0.967,962,1.589,0.9999,5,42400.40,0.000000
20,22,18,0,2,17.799,0.615,0.820,286,2.455,0.9999,5,57549.60,0.000000
21,22,18,0,2,41.130,0.946,0.863,733,2.815,0.9995,1,141028.90,0.000000
22,22,20,0,2,38.409,0.652,0.917,1139,2.660,0.9999,5,57754.40,0.000000
23,22,17,1,2,28.672,0.156,0.964,214,3.018,0.9999,5,48811.60,0.005900
24,22,21,0,3,94.610,0.138,0.971,328,0.405,0.9999,3,102820.40,0.000000
25,22,15,0,2,15.089,0.389,0.939,1005,0.365,0.9995,1,121876.10,0.000000
26,22,14,0,2,32.739,0.940,0.879,997,2.468,0.9996,1,113450.10,0.000000
27,22,12,0,2,2.914,0.942,0.889,1045,0.557,0.9998,4,70989.60,0.000000
28,22,17,0,2,0.289,0.683,0.933,889,5.061,0.9997,1,41112.90,0.000000
29,22,15,0,2,91.868,1.045,0.878,341,10.557,0.9998,1,40866.00,0.000000
30,22,16,0,2,44.272,2.421,0.769,864,0.306,0.9997,4,11508.10,0.000000
31,22,16,1,2,68.862,0.438,0.914,569,3.836,0.9993,4,25595.60,-0.001300
32,22,21,0,3,11.588,0.620,0.908,302,0.440,0.9999,3,59582.10,0.000000
33,22,20,0,2,40.106,0.180,0.875,331,10.013,0.9998,5,9678.40,0.000000
34,22,11,0,2,52.701,0.978,0.630,695,4.777,0.9997,3,7492.50,0.000000
35,22,12,0,2,56.138,0.507,0.914,446,0.441,0.9999,5,25774.10,0.000000
36,22,11,0,2,19.115,1.008,0.890,743,3.367,0.9999,3,93339.60,0.000000
37,22,20,1,2,99.530,1.019,0.868,868,1.598,0.9999,4,16246.00,-0.001000
38,22,21,1,3,29.131,0.252,0.977,368,0.184,0.9998,2,541202.00,0.017400
39,22,11,1,2,57.234,1.189,0.846,228,5.554,0.9998,3,32074.10,-0.000600
40,22,19,0,2,42.741,0.726,0.850,1189,0.001,0.9997,2,41208.50,0.000000
41,22,11,0,2,30.223,0.215,0.976,402,10.517,0.9999,5,21036.10,0.000000
42,22,16,0,2,17.028,0.515,0.912,638,5.652,0.9999,3,23965.60,0.000000
43,22,11,0,2,42.955,1.142,0.840,742,0.051,0.9999,4,14304.90,0.000000
44,22,20,0,2,68.020,0.051,1.000,1163,3.331,0.9993,1,76456.90,0.000000
45,22,15,0,2,62.872,1.013,0.899,594,0.167,0.9999,4,88320.00,0.000000
46,22,17,0,2,43.480,0.099,0.973,377,1.334,0.9994,2,29692.00,0.000000
