client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,117,84,0,9,46.510,0.951,0.898,297,3.351,0.9997,1,141432.90,0.000000
1,117,111,1,17,43.221,0.094,0.964,755,0.239,0.9998,5,7276.00,-0.000500
2,117,103,1,8,40.081,0.121,0.990,692,0.366,1.0000,4,209403.60,0.003200
3,117,99,0,9,94.416,0.018,1.000,734,4.591,0.9997,2,49831.60,0.000000
4,117,102,0,8,61.410,0.034,1.000,1108,0.018,0.9998,4,15392.10,0.000000
5,117,113,0,7,85.703,0.238,0.967,458,0.000,0.9998,3,54790.50,0.000000
6,117,106,0,14,66.312,0.543,0.895,314,0.002,0.9999,5,37796.10,0.000000
7,117,115,0,10,4.240,0.011,1.000,842,1.380,0.9999,4,12127.60,0.000000
8,117,99,0,11,60.955,1.708,0.881,1169,0.000,0.9999,5,99152.90,0.000000
9,117,111,0,11,55.260,0.254,0.975,539,1.361,0.9999,4,133986.10,0.000000
10,117,112,0,10,9.647,0.231,0.882,271,0.708,0.9998,5,10212.90,0.000000
11,117,110,0,12,80.682,0.605,0.954,995,0.013,0.9999,4,208448.00,0.000000
12,117,106,0,4,51.752,0.375,0.986,518,0.000,0.9999,4,223540.90,0.000000
13,117,88,0,8,8.771,0.540,0.925,1001,1.732,0.9997,1,44328.50,0.000000
14,117,109,0,12,57.788,0.269,0.925,275,0.189,0.9998,3,80242.40,0.000000
15,117,100,0,13,47.096,0.702,0.894,973,0.005,0.9997,3,22748.40,0.000000
16,117,108,0,15,16.681,0.333,0.953,1142,32.188,0.9999,5,59819.60,0.000000
17,117,116,0,16,89.041,0.237,0.975,490,2.078,0.9998,2,49398.40,0.000000
18,117,113,0,10,26.156,0.817,0.917,975,2.550,0.9999,5,23066.00,0.000000
19,117,113,0,10,32.383,0.128,0.967,1146,0.707,0.9999,4,42400.40,0.000000
20,117,99,0,11,16.078,0.507,0.836,754,1.919,0.9994,1,57549.60,0.000000
21,117,112,0,11,2.837,0.745,0.938,744,2.224,0.9997,2,141028.90,0.000000
22,117,111,0,14,76.914,0.579,0.933,919,2.065,0.9998,3,57754.40,0.000000
23,117,115,0,13,66.262,0.035,0.982,415,1.050,0.9999,5,48811.60,0.000000
24,117,100,0,13,67.109,0.098,0.985,215,0.021,0.9999,3,102820.40,0.000000
25,117,114,1,10,90.361,0.196,0.985,640,2.200,0.9997,2,121876.10,-0.001000
26,117,116,0,15,95.742,0.770,0.923,352,1.751,0.9998,2,113450.10,0.000000
27,117,107,0,16,73.820,0.736,0.963,781,0.072,0.9999,3,70989.60,0.000000
28,117,114,0,12,30.310,0.499,0.960,1198,0.008,0.9999,5,41112.90,0.000000
29,117,115,0,16,37.034,0.350,0.963,1161,0.396,0.9999,3,40866.00,0.000000
30,117,92,0,4,66.894,1.806,0.846,366,5.003,0.9991,1,11508.10,0.000000
31,117,116,0,11,90.191,0.478,0.829,303,0.000,0.9995,3,25595.60,0.000000
32,117,113,0,14,62.221,0.342,0.938,707,2.050,0.9996,1,59582.10,0.000000
33,117,107,0,3,0.739,0.031,1.000,838,0.082,0.9997,4,9678.40,0.000000
34,117,95,0,14,3.795,0.426,0.815,819,3.661,0.9996,2,7492.50,0.000000
35,117,106,0,11,50.277,0.214,0.948,908,1.698,0.9998,1,25774.10,0.000000
36,117,112,0,17,35.387,0.461,0.932,414,0.975,0.9999,4,93339.60,0.000000
37,117,100,0,6,46.398,0.167,0.943,594,0.162,0.9998,4,16246.00,0.000000
38,117,112,1,19,37.879,0.110,0.985,1175,0.108,1.0000,3,541202.00,0.002400
39,117,110,0,13,34.801,0.656,0.908,486,0.975,0.9999,5,32074.10,0.000000
40,117,109,1,15,36.630,1.668,0.783,1061,24.112,0.9999,5,41208.50,0.005100
41,117,116,0,11,19.464,0.390,0.952,617,0.000,0.9997,2,21036.10,0.000000
42,117,94,0,9,15.505,0.375,0.965,584,0.410,0.9999,3,23965.60,0.000000
43,117,103,0,15,2.460,0.562,0.920,972,0.000,0.9999,5,14304.90,0.000000
