client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,69,58,0,7,47.828,1.207,0.875,992,1.189,0.9999,3,141432.90,0.000000
1,69,62,0,9,76.655,0.041,1.000,448,0.364,0.9997,3,7276.00,0.000000
2,69,48,0,5,88.257,0.241,0.981,232,0.424,0.9999,4,209403.60,0.000000
3,69,27,0,3,50.292,0.015,1.000,745,0.498,0.9998,2,49831.60,0.000000
4,69,33,0,4,68.799,0.086,0.969,270,1.303,0.9996,3,15392.10,0.000000
5,69,20,0,2,82.795,0.687,0.867,631,0.111,0.9981,2,54790.50,0.000000
6,69,55,0,6,68.008,0.666,0.860,555,4.731,0.9995,2,37796.10,0.000000
7,69,60,0,5,84.711,0.020,1.000,407,1.577,0.9999,4,12127.60,0.000000
8,69,64,0,8,39.872,1.038,0.881,604,0.001,0.9998,3,99152.90,0.000000
9,69,62,0,7,2.379,0.138,0.963,402,0.636,0.9998,2,133986.10,0.000000
10,69,67,1,6,65.926,0.251,0.941,671,2.727,0.9996,2,10212.90,-0.000500
11,69,62,0,8,28.502,0.560,0.969,931,0.011,0.9999,5,208448.00,0.000000
12,69,16,0,2,79.630,0.364,0.972,214,0.000,0.9998,3,223540.90,0.000000
13,69,64,0,6,91.247,0.638,0.925,872,4.642,0.9998,2,44328.50,0.000000
14,69,60,0,6,11.763,0.425,0.925,344,2.187,0.9998,2,80242.40,0.000000
15,69,68,0,9,58.570,0.790,0.915,1048,4.274,0.9999,5,22748.40,0.000000
16,69,66,0,9,48.678,0.124,0.969,343,36.651,0.9998,3,59819.60,0.000000
17,69,65,0,10,15.076,0.249,0.975,1172,0.774,0.9999,4,49398.40,0.000000
18,69,48,0,5,78.411,1.102,0.875,647,1.693,0.9996,2,23066.00,0.000000
19,69,67,0,8,25.773,0.163,0.967,1152,2.668,0.9997,2,42400.40,0.000000
20,69,60,1,7,46.983,0.681,0.852,225,5.673,0.9999,5,57549.60,-0.000500
21,69,59,0,7,9.996,0.611,0.963,954,2.573,0.9999,3,141028.90,0.000000
22,69,62,0,9,84.328,0.600,0.917,217,0.835,0.9993,1,57754.40,0.000000
23,69,65,0,7,72.223,0.092,0.982,804,2.048,0.9998,3,48811.60,0.000000
24,69,68,0,10,17.412,0.179,0.956,435,0.029,0.9999,3,102820.40,0.000000
