client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,120,84,0,9,46.510,0.951,0.898,297,3.351,0.9997,1,141432.90,0.000000
1,120,117,0,18,43.221,0.011,1.000,1066,0.002,0.9998,5,7276.00,0.000000
2,120,117,0,9,40.081,0.237,0.981,744,0.086,1.0000,4,209403.60,0.000000
3,120,99,0,9,94.416,0.018,1.000,734,4.591,0.9997,2,49831.60,0.000000
4,120,119,0,9,28.796,0.034,1.000,332,0.291,0.9998,3,15392.10,0.000000
5,120,113,0,7,85.703,0.238,0.967,458,0.000,0.9998,3,54790.50,0.000000
6,120,119,0,15,24.601,0.528,0.912,1165,1.205,0.9994,1,37796.10,0.000000
7,120,115,0,10,4.240,0.011,1.000,842,1.380,0.9999,4,12127.60,0.000000
8,120,99,0,11,60.955,1.708,0.881,1169,0.000,0.9999,5,99152.90,0.000000
9,120,118,0,12,50.634,0.059,0.988,807,1.154,0.9999,4,133986.10,0.000000
10,120,112,0,10,9.647,0.231,0.882,271,0.708,0.9998,5,10212.90,0.000000
11,120,110,0,12,80.682,0.605,0.954,995,0.013,0.9999,4,208448.00,0.000000
12,120,106,0,4,51.752,0.375,0.986,518,0.000,0.9999,4,223540.90,0.000000
13,120,88,0,8,8.771,0.540,0.925,1001,1.732,0.9997,1,44328.50,0.000000
14,120,119,0,13,26.109,0.324,0.925,963,0.000,0.9999,3,80242.40,0.000000
15,120,118,0,14,46.721,0.639,0.936,314,0.349,0.9998,3,22748.40,0.000000
16,120,108,0,15,16.681,0.333,0.953,1142,32.188,0.9999,5,59819.60,0.000000
17,120,116,0,16,89.041,0.237,0.975,490,2.078,0.9998,2,49398.40,0.000000
18,120,113,0,10,26.156,0.817,0.917,975,2.550,0.9999,5,23066.00,0.000000
19,120,113,0,10,32.383,0.128,0.967,1146,0.707,0.9999,4,42400.40,0.000000
20,120,118,0,12,10.398,0.478,0.885,507,2.294,0.9997,2,57549.60,0.000000
21,120,119,1,12,98.382,0.598,0.938,455,2.041,0.9999,5,141028.90,0.002100
22,120,111,0,14,76.914,0.579,0.933,919,2.065,0.9998,3,57754.40,0.000000
23,120,115,1,13,56.345,0.035,0.982,415,1.050,0.9999,5,48811.60,0.002600
24,120,100,1,13,18.626,0.098,0.985,215,0.021,0.9998,2,102820.40,0.002100
25,120,117,0,11,90.361,0.252,0.955,797,1.607,0.9997,2,121876.10,0.000000
26,120,116,0,15,95.742,0.770,0.923,352,1.751,0.9998,2,113450.10,0.000000
27,120,118,0,17,69.897,0.402,0.926,886,0.003,0.9999,5,70989.60,0.000000
28,120,114,0,12,30.310,0.499,0.960,1198,0.008,0.9999,5,41112.90,0.000000
29,120,115,0,16,37.034,0.350,0.963,1161,0.396,0.9999,3,40866.00,0.000000
30,120,92,0,4,66.894,1.806,0.846,366,5.003,0.9991,1,11508.10,0.000000
31,120,116,0,11,90.191,0.478,0.829,303,0.000,0.9995,3,25595.60,0.000000
32,120,113,0,14,62.221,0.342,0.938,707,2.050,0.9996,1,59582.10,0.000000
33,120,118,0,4,53.389,0.017,1.000,510,0.351,0.9989,2,9678.40,0.000000
34,120,118,0,15,74.061,0.514,0.815,1055,2.298,0.9996,3,7492.50,0.000000
35,120,118,0,12,90.544,0.203,0.966,1070,0.805,0.9995,1,25774.10,0.000000
36,120,112,0,17,35.387,0.461,0.932,414,0.975,0.9999,4,93339.60,0.000000
37,120,100,0,6,46.398,0.167,0.943,594,0.162,0.9998,4,16246.00,0.000000
38,120,117,0,20,37.879,0.049,1.000,481,0.043,1.0000,3,541202.00,0.000000
39,120,110,1,13,35.113,0.656,0.908,486,0.975,0.9999,4,32074.10,0.003800
40,120,117,0,16,36.630,1.717,0.783,874,0.000,0.9999,5,41208.50,0.000000
41,120,116,1,11,14.613,0.390,0.952,617,0.000,0.9991,4,21036.10,0.001400
42,120,94,0,9,15.505,0.375,0.965,584,0.410,0.9999,3,23965.60,0.000000
43,120,103,0,15,2.460,0.562,0.920,972,0.000,0.9999,5,14304.90,0.000000
44,120,117,0,10,99.347,0.036,0.983,1088,0.321,0.9997,3,76456.90,0.000000
45,120,113,0,15,87.176,0.675,0.957,510,0.056,0.9999,3,88320.00,0.000000
46,120,115,0,16,21.306,0.032,1.000,289,1.084,0.9998,4,29692.00,0.000000
47,120,117,0,11,78.348,0.097,0.983,603,2.648,0.9992,1,37079.60,0.000000
48,120,116,0,13,83.906,0.005,1.000,767,0.003,0.9994,2,11346.50,0.000000
49,120,118,0,14,21.643,0.007,1.000,792,0.110,0.9995,3,12942.40,0.000000
50,120,117,0,12,20.421,0.000,1.000,738,0.022,0.9999,5,129564.40,0.000000
51,120,106,0,7,65.657,0.415,0.963,1131,2.144,0.9999,3,51940.90,0.000000
52,120,111,0,7,41.009,0.696,0.933,570,6.426,0.9985,1,100201.60,0.000000
53,120,111,0,12,19.371,1.051,0.875,1103,6.283,0.9999,4,31350.00,0.000000
54,120,98,0,8,63.556,1.329,0.924,262,0.755,0.9999,3,84388.40,0.000000
55,120,108,0,14,86.278,0.251,0.978,534,1.068,0.9999,2,183012.10,0.000000
56,120,117,0,15,8.939,0.820,0.881,985,1.169,0.9996,2,19722.90,0.000000
57,120,89,0,8,86.108,0.470,0.889,990,4.497,0.9998,3,20598.00,0.000000
58,120,77,0,12,52.891,0.032,1.000,488,0.205,0.9999,5,147194.00,0.000000
59,120,113,0,15,31.181,0.043,0.976,889,0.412,0.9999,4,17494.00,0.000000
60,120,114,1,15,10.085,1.331,0.842,861,0.017,0.9995,1,14008.50,0.001500
61,120,104,0,13,47.132,0.092,1.000,980,0.246,0.9998,3,86826.90,0.000000
62,120,93,0,12,8.642,0.130,0.917,736,0.797,0.9997,4,5564.10,0.000000
63,120,80,0,8,38.849,0.311,0.952,1190,1.994,0.9998,3,37212.50,0.000000
64,120,118,0,15,5.730,0.439,0.932,276,1.205,0.9999,5,63318.40,0.000000
