client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,73,58,0,7,47.828,1.207,0.875,992,1.189,0.9999,3,141432.90,0.000000
1,73,62,0,9,76.655,0.041,1.000,448,0.364,0.9997,3,7276.00,0.000000
2,73,48,0,5,88.257,0.241,0.981,232,0.424,0.9999,4,209403.60,0.000000
3,73,27,0,3,50.292,0.015,1.000,745,0.498,0.9998,2,49831.60,0.000000
4,73,33,0,4,68.799,0.086,0.969,270,1.303,0.9996,3,15392.10,0.000000
5,73,20,0,2,82.795,0.687,0.867,631,0.111,0.9981,2,54790.50,0.000000
6,73,72,0,7,28.992,0.485,0.895,647,30.707,0.9997,2,37796.10,0.000000
7,73,72,1,6,14.263,0.028,1.000,359,3.242,0.9999,3,12127.60,0.002200
8,73,71,0,9,29.154,2.954,0.866,545,0.000,0.9993,1,99152.90,0.000000
9,73,62,0,7,2.379,0.138,0.963,402,0.636,0.9998,2,133986.10,0.000000
10,73,69,0,7,65.926,0.357,0.853,477,2.133,0.9996,2,10212.90,0.000000
11,73,62,0,8,28.502,0.560,0.969,931,0.011,0.9999,5,208448.00,0.000000
12,73,16,0,2,79.630,0.364,0.972,214,0.000,0.9998,3,223540.90,0.000000
13,73,64,0,6,91.247,0.638,0.925,872,4.642,0.9998,2,44328.50,0.000000
14,73,60,0,6,11.763,0.425,0.925,344,2.187,0.9998,2,80242.40,0.000000
15,73,70,0,10,6.083,0.827,0.915,802,0.250,0.9999,4,22748.40,0.000000
16,73,66,0,9,48.678,0.124,0.969,343,36.651,0.9998,3,59819.60,0.000000
17,73,65,0,10,15.076,0.249,0.975,1172,0.774,0.9999,4,49398.40,0.000000
18,73,48,0,5,78.411,1.102,0.875,647,1.693,0.9996,2,23066.00,0.000000
19,73,67,0,8,25.773,0.163,0.967,1152,2.668,0.9997,2,42400.40,0.000000
20,73,69,0,8,46.983,0.592,0.869,623,0.888,0.9999,5,57549.60,0.000000
21,73,59,1,7,66.135,0.611,0.963,954,2.573,0.9999,4,141028.90,0.006800
22,73,62,0,9,84.328,0.600,0.917,217,0.835,0.9993,1,57754.40,0.000000
23,73,65,0,7,72.223,0.092,0.982,804,2.048,0.9998,3,48811.60,0.000000
24,73,68,0,10,17.412,0.179,0.956,435,0.029,0.9999,3,102820.40,0.000000
25,73,46,1,5,24.389,0.266,0.924,395,2.764,0.9998,3,121876.10,-0.000400
26,73,70,0,10,48.444,0.927,0.901,868,1.594,0.9998,2,113450.10,0.000000
