client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,39,32,0,4,17.483,1.345,0.875,1019,2.090,0.9999,3,141432.90,0.000000
1,39,38,0,4,93.782,0.246,0.929,1179,0.028,0.9996,3,7276.00,0.000000
2,39,38,0,3,92.742,0.131,0.990,534,1.252,1.0000,4,209403.60,0.000000
3,39,27,0,3,50.292,0.015,1.000,745,0.498,0.9998,2,49831.60,0.000000
4,39,33,0,4,68.799,0.086,0.969,270,1.303,0.9996,3,15392.10,0.000000
5,39,20,0,2,82.795,0.687,0.867,631,0.111,0.9981,2,54790.50,0.000000
6,39,31,0,4,20.541,0.712,0.860,618,0.002,0.9996,2,37796.10,0.000000
7,39,36,0,3,9.551,0.096,0.974,926,3.617,0.9997,2,12127.60,0.000000
8,39,34,0,4,77.700,1.460,0.821,737,0.030,0.9996,2,99152.90,0.000000
9,39,36,0,4,73.074,0.189,0.963,1021,1.455,0.9999,3,133986.10,0.000000
10,39,25,1,3,10.746,0.453,0.882,1070,4.400,0.9998,5,10212.90,0.001000
11,39,35,0,3,67.773,0.433,0.938,509,0.003,0.9998,3,208448.00,0.000000
12,39,16,0,2,79.630,0.364,0.972,214,0.000,0.9998,3,223540.90,0.000000
13,39,36,0,3,2.030,0.730,0.900,544,0.834,0.9999,3,44328.50,0.000000
14,39,35,0,4,73.236,0.438,0.925,814,0.005,0.9996,2,80242.40,0.000000
15,39,29,0,4,37.753,1.119,0.872,970,2.334,0.9999,5,22748.40,0.000000
16,39,33,0,6,29.419,0.971,0.906,486,5.367,0.9987,5,59819.60,0.000000
17,39,28,0,3,32.304,0.946,0.914,223,3.263,0.9999,4,49398.40,0.000000
18,39,35,0,4,3.537,0.908,0.875,1054,1.126,0.9998,3,23066.00,0.000000
19,39,12,0,2,47.475,0.200,0.967,962,1.589,0.9999,5,42400.40,0.000000
20,39,32,0,3,54.151,0.622,0.836,259,4.660,0.9998,3,57549.60,0.000000
21,39,38,0,5,11.405,0.466,0.925,1183,1.966,0.9998,3,141028.90,0.000000
22,39,34,0,5,67.733,0.468,0.950,1035,2.422,0.9994,1,57754.40,0.000000
23,39,36,0,4,16.398,0.063,1.000,535,1.012,0.9997,2,48811.60,0.000000
24,39,38,0,6,3.068,0.074,1.000,573,11.775,0.9998,2,102820.40,0.000000
25,39,28,0,4,28.491,0.310,0.970,846,0.759,0.9996,1,121876.10,0.000000
26,39,36,0,7,84.896,0.890,0.923,624,1.081,0.9999,4,113450.10,0.000000
27,39,37,0,4,43.475,0.625,0.926,1073,11.211,0.9992,1,70989.60,0.000000
28,39,17,0,2,0.289,0.683,0.933,889,5.061,0.9997,1,41112.90,0.000000
29,39,30,1,5,35.004,0.835,0.854,948,4.174,0.9999,5,40866.00,-0.000100
30,39,24,0,3,54.833,2.987,0.744,506,0.305,0.9996,5,11508.10,0.000000
31,39,22,0,3,68.862,0.464,0.857,225,2.437,0.9993,4,25595.60,0.000000
32,39,33,1,7,43.108,0.447,0.938,725,0.691,0.9999,4,59582.10,0.000400
33,39,20,0,2,40.106,0.180,0.875,331,10.013,0.9998,5,9678.40,0.000000
34,39,29,0,6,76.176,0.837,0.778,898,2.029,0.9997,4,7492.50,0.000000
35,39,35,0,4,74.491,0.316,0.948,873,10.114,0.9997,1,25774.10,0.000000
36,39,38,1,7,27.104,0.600,0.945,378,2.411,0.9999,4,93339.60,0.000300
37,39,22,0,3,99.530,0.625,0.887,235,1.619,0.9999,4,16246.00,0.000000
38,39,27,0,6,65.331,0.162,0.985,1132,4.266,0.9992,1,541202.00,0.000000
39,39,30,1,5,94.162,0.886,0.831,698,6.112,0.9999,5,32074.10,-0.000500
40,39,19,0,2,42.741,0.726,0.850,1189,0.001,0.9997,2,41208.50,0.000000
41,39,38,0,5,89.832,0.403,0.952,321,7.378,0.9997,3,21036.10,0.000000
42,39,30,0,3,42.067,0.398,0.947,1044,4.982,0.9999,5,23965.60,0.000000
43,39,31,0,4,59.944,0.871,0.900,761,9.893,0.9998,3,14304.90,0.000000
44,39,20,0,2,68.020,0.051,1.000,1163,3.331,0.9993,1,76456.90,0.000000
