client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,71,58,0,7,47.828,1.207,0.875,992,1.189,0.9999,3,141432.90,0.000000
1,71,62,0,9,76.655,0.041,1.000,448,0.364,0.9997,3,7276.00,0.000000
2,71,48,0,5,88.257,0.241,0.981,232,0.424,0.9999,4,209403.60,0.000000
3,71,27,0,3,50.292,0.015,1.000,745,0.498,0.9998,2,49831.60,0.000000
4,71,33,0,4,68.799,0.086,0.969,270,1.303,0.9996,3,15392.10,0.000000
5,71,20,0,2,82.795,0.687,0.867,631,0.111,0.9981,2,54790.50,0.000000
6,71,55,0,6,68.008,0.666,0.860,555,4.731,0.9995,2,37796.10,0.000000
7,71,60,0,5,84.711,0.020,1.000,407,1.577,0.9999,4,12127.60,0.000000
8,71,64,1,8,29.154,1.038,0.881,604,0.001,0.9993,1,99152.90,0.004300
9,71,62,0,7,2.379,0.138,0.963,402,0.636,0.9998,2,133986.10,0.000000
10,71,69,0,7,65.926,0.357,0.853,477,2.133,0.9996,2,10212.90,0.000000
11,71,62,0,8,28.502,0.560,0.969,931,0.011,0.9999,5,208448.00,0.000000
12,71,16,0,2,79.630,0.364,0.972,214,0.000,0.9998,3,223540.90,0.000000
13,71,64,0,6,91.247,0.638,0.925,872,4.642,0.9998,2,44328.50,0.000000
14,71,60,0,6,11.763,0.425,0.925,344,2.187,0.9998,2,80242.40,0.000000
15,71,70,0,10,6.083,0.827,0.915,802,0.250,0.9999,4,22748.40,0.000000
16,71,66,0,9,48.678,0.124,0.969,343,36.651,0.9998,3,59819.60,0.000000
17,71,65,0,10,15.076,0.249,0.975,1172,0.774,0.9999,4,49398.40,0.000000
18,71,48,0,5,78.411,1.102,0.875,647,1.693,0.9996,2,23066.00,0.000000
19,71,67,0,8,25.773,0.163,0.967,1152,2.668,0.9997,2,42400.40,0.000000
20,71,69,0,8,46.983,0.592,0.869,623,0.888,0.9999,5,57549.60,0.000000
21,71,59,0,7,9.996,0.611,0.963,954,2.573,0.9999,3,141028.90,0.000000
22,71,62,0,9,84.328,0.600,0.917,217,0.835,0.9993,1,57754.40,0.000000
23,71,65,0,7,72.223,0.092,0.982,804,2.048,0.9998,3,48811.60,0.000000
24,71,68,0,10,17.412,0.179,0.956,435,0.029,0.9999,3,102820.40,0.000000
25,71,46,0,5,27.383,0.266,0.924,395,2.764,0.9998,3,121876.10,0.000000
26,71,70,0,10,48.444,0.927,0.901,868,1.594,0.9998,2,113450.10,0.000000
27,71,69,0,10,85.173,0.524,0.938,1050,0.003,0.9997,2,70989.60,0.000000
28,71,61,0,3,32.432,0.699,0.947,1053,3.475,0.9997,2,41112.90,0.000000
29,71,63,0,9,60.486,0.612,0.915,430,0.218,1.0000,5,40866.00,0.000000
30,71,24,0,3,54.833,2.987,0.744,506,0.305,0.9996,5,11508.10,0.000000
31,71,67,1,7,77.676,0.267,0.886,462,0.046,0.9995,3,25595.60,0.002000
32,71,61,0,9,13.251,0.704,0.923,393,3.824,0.9999,3,59582.10,0.000000
33,71,20,0,2,40.106,0.180,0.875,331,10.013,0.9998,5,9678.40,0.000000
34,71,70,0,12,41.631,0.441,0.815,1126,1.385,0.9997,4,7492.50,0.000000
35,71,70,0,8,19.672,0.216,0.948,1104,2.499,0.9999,3,25774.10,0.000000
36,71,68,0,14,68.368,0.373,0.945,956,0.770,0.9998,2,93339.60,0.000000
37,71,22,0,3,99.530,0.625,0.887,235,1.619,0.9999,4,16246.00,0.000000
38,71,69,1,15,57.676,0.291,0.969,755,4.139,0.9999,4,541202.00,0.004700
