client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,26,14,0,2,4.637,1.292,0.830,581,2.078,0.9998,2,141432.90,0.000000
1,26,23,0,3,31.838,0.343,0.893,738,3.322,0.9997,2,7276.00,0.000000
2,26,15,0,2,48.639,0.174,0.990,980,0.813,1.0000,5,209403.60,0.000000
3,26,17,0,2,61.812,0.083,0.984,698,0.030,0.9999,4,49831.60,0.000000
4,26,22,0,3,73.908,0.147,0.938,633,6.008,0.9997,4,15392.10,0.000000
5,26,20,0,2,82.795,0.687,0.867,631,0.111,0.9981,2,54790.50,0.000000
6,26,22,0,3,54.574,0.843,0.789,989,0.001,0.9997,3,37796.10,0.000000
7,26,18,0,2,76.470,0.111,0.974,783,0.709,0.9999,3,12127.60,0.000000
8,26,14,0,2,67.856,1.692,0.806,748,0.055,0.9996,2,99152.90,0.000000
9,26,12,0,2,91.429,0.296,0.975,1180,1.663,0.9998,2,133986.10,0.000000
10,26,25,0,3,36.372,0.453,0.882,1070,4.400,0.9993,1,10212.90,0.000000
11,26,12,0,2,88.217,0.659,0.938,275,0.165,0.9998,4,208448.00,0.000000
12,26,16,0,2,79.630,0.364,0.972,214,0.000,0.9998,3,223540.90,0.000000
13,26,13,0,2,20.998,1.108,0.850,977,2.985,0.9999,5,44328.50,0.000000
14,26,21,0,3,6.290,0.613,0.925,614,0.803,0.9997,3,80242.40,0.000000
15,26,25,0,3,54.163,1.253,0.894,878,1.830,0.9999,4,22748.40,0.000000
16,26,24,0,4,19.986,0.178,0.969,815,0.045,0.9952,3,59819.60,0.000000
17,26,13,0,2,9.257,0.455,0.938,336,1.240,0.9999,3,49398.40,0.000000
18,26,17,0,2,26.528,1.326,0.833,778,6.683,0.9997,2,23066.00,0.000000
19,26,12,0,2,47.475,0.200,0.967,962,1.589,0.9999,5,42400.40,0.000000
20,26,18,0,2,17.799,0.615,0.820,286,2.455,0.9999,5,57549.60,0.000000
21,26,18,0,2,41.130,0.946,0.863,733,2.815,0.9995,1,141028.90,0.000000
22,26,20,1,2,33.936,0.652,0.917,1139,2.660,0.9998,4,57754.40,-0.005800
23,26,22,0,3,28.672,0.265,0.946,622,1.700,0.9999,5,48811.60,0.000000
24,26,21,0,3,94.610,0.138,0.971,328,0.405,0.9999,3,102820.40,0.000000
25,26,15,0,2,15.089,0.389,0.939,1005,0.365,0.9995,1,121876.10,0.000000
26,26,24,1,3,67.949,0.808,0.923,1006,2.970,0.9998,2,113450.10,-0.001900
