client_id,current_round,last_selected_round,selected,participation,loss,accuracy,data_size,grad_norm,cosine,local_epochs,pcdi,contribution
0,30,18,0,2,0.0653,1.0000,1043,1.9781,0.9982,4.0,807.60,0.000000
1,30,29,0,4,0.4772,0.9643,807,0.4884,0.9996,2.0,362762.10,0.000000
2,30,22,0,3,0.3890,0.9728,233,1.7511,1.0000,5.0,1009004.40,0.000000
3,30,25,0,3,1.7139,0.8558,326,4.1065,0.9999,4.0,72691.60,0.000000
4,30,18,0,2,0.2530,0.9885,992,1.1643,1.0000,3.0,250508.10,0.000000
5,30,28,0,4,1.2929,0.9724,742,2.1911,1.0000,2.0,2206612.10,0.000000
6,30,14,0,2,0.0192,1.0000,235,5.0053,0.9998,4.0,8927.60,0.000000
7,30,15,0,2,0.0639,0.9600,936,0.0220,0.9995,3.0,21896.40,0.000000
8,30,29,0,3,0.0317,1.0000,715,0.0188,0.9988,2.0,12644.10,0.000000
9,30,23,0,3,0.4783,0.9551,631,0.5499,0.9997,1.0,230758.10,0.000000
10,30,24,0,3,0.1150,0.9846,330,0.6284,0.9999,4.0,193958.10,0.000000
11,30,19,0,2,0.0006,1.0000,342,4.4076,0.9999,5.0,92140.10,0.000000
12,30,29,0,3,0.1217,0.9655,513,0.1935,0.9999,4.0,131754.40,0.000000
13,30,24,0,4,1.0286,0.8902,299,8.8121,0.9996,2.0,130966.90,0.000000
14,30,25,0,3,0.0000,1.0000,288,0.0012,0.9999,3.0,185576.40,0.000000
15,30,18,0,2,0.0707,0.9744,954,0.0347,0.9999,5.0,47490.10,0.000000
16,30,30,1,4,0.7492,0.9362,1163,0.2448,0.9999,4.0,110630.50,0.000000
17,30,25,0,5,1.0554,0.9174,903,4.0902,1.0000,5.0,497918.50,0.000000
18,30,27,0,3,0.0004,1.0000,281,0.5160,0.9995,4.0,7102.00,0.000000
19,30,18,0,2,0.0105,1.0000,1000,8.5703,0.9995,4.0,3606.10,0.000000
20,30,27,0,3,0.9658,0.6667,1053,1.4334,0.9987,4.0,420.90,0.000000
21,30,24,0,3,0.0000,1.0000,591,0.0008,0.9997,1.0,544576.10,0.000000
22,30,16,0,2,0.3681,0.9853,260,0.0053,1.0000,4.0,1404680.40,0.000000
23,30,26,0,3,0.4287,0.8000,694,3.2008,0.9990,2.0,156.90,0.000000
24,30,28,0,4,0.0276,1.0000,1134,1.5818,0.9988,4.0,88.90,0.000000
25,30,28,0,3,0.0716,1.0000,1009,1.0336,0.9996,1.0,6032.10,0.000000
26,30,26,0,3,0.0582,1.0000,814,2.4487,0.9960,1.0,5874.10,0.000000
27,30,28,0,4,0.5815,0.9797,898,0.0043,1.0000,5.0,1296356.50,0.000000
28,30,30,1,4,0.8665,0.9552,611,1.5355,1.0000,3.0,871394.90,-0.034826
