client_id,current_round,last_selected_round,selected,participation,loss,accuracy,data_size,grad_norm,cosine,local_epochs,pcdi,contribution
0,14,8,0,1,0.0155,1.0000,838,2.7601,0.9986,3.0,807.60,0.000000
1,14,6,0,1,0.1778,0.9762,458,0.5203,0.9999,5.0,362762.10,0.000000
2,14,8,0,1,0.4956,0.9524,1187,3.1020,0.9997,1.0,1009004.40,0.000000
3,14,7,0,1,3.3115,0.7500,1061,5.0238,0.9996,1.0,72691.60,0.000000
4,14,8,0,1,0.3872,0.9655,565,0.0267,0.9999,2.0,250508.10,0.000000
5,14,14,1,2,1.7385,0.9623,897,4.2509,1.0000,3.0,2206612.10,0.010050
6,14,14,1,2,0.0192,1.0000,235,5.0053,0.9998,4.0,8927.60,0.038462
7,14,5,0,1,0.0070,1.0000,1151,5.0023,0.9998,5.0,21896.40,0.000000
8,14,11,0,2,0.2972,0.9412,660,0.7435,0.9990,4.0,12644.10,0.000000
9,14,13,0,2,0.8289,0.9326,980,0.0026,0.9999,2.0,230758.10,0.000000
10,14,5,0,1,0.2433,0.9846,484,3.6275,0.9999,4.0,193958.10,0.000000
11,14,9,0,1,0.0088,1.0000,504,0.2040,0.9999,5.0,92140.10,0.000000
12,14,7,0,1,0.0727,0.9828,1052,0.2782,0.9998,3.0,131754.40,0.000000
13,14,11,0,2,1.9364,0.7439,1153,3.3976,0.9998,3.0,130966.90,0.000000
14,14,5,0,1,0.2338,0.9804,633,0.0046,0.9993,1.0,185576.40,0.000000
15,14,8,0,1,0.0967,0.9744,398,2.9148,0.9999,5.0,47490.10,0.000000
16,14,11,0,2,1.2398,0.8936,833,4.6831,0.9999,5.0,110630.50,0.000000
17,14,14,1,2,0.8144,0.9174,1133,5.3365,0.9999,3.0,497918.50,0.008264
18,14,6,0,1,0.0026,1.0000,984,0.9725,0.9996,4.0,7102.00,0.000000
19,14,8,0,1,0.0596,1.0000,343,5.7792,0.9995,4.0,3606.10,0.000000
20,14,9,0,1,0.7740,0.6667,958,4.3891,0.9970,2.0,420.90,0.000000
21,14,14,1,2,0.0000,1.0000,920,0.0003,0.9995,1.0,544576.10,0.000000
22,14,6,0,1,0.4694,0.9804,739,0.1837,1.0000,2.0,1404680.40,0.000000
23,14,13,0,2,0.3531,0.8000,1143,3.5373,0.9994,4.0,156.90,0.000000
24,14,14,1,2,0.0018,1.0000,366,3.8468,0.9942,4.0,88.90,0.000000
25,14,13,0,2,0.2130,0.9333,792,1.1665,0.9994,3.0,6032.10,0.000000
26,14,12,0,2,0.1983,0.8889,473,2.6965,0.9960,1.0,5874.10,0.000000
27,14,13,0,2,0.4295,0.9797,1055,0.7063,1.0000,4.0,1296356.50,0.000000
28,14,5,0,1,0.6253,0.9652,1008,1.7303,1.0000,4.0,871394.90,0.000000
