client_id,current_round,last_selected_round,selected,participation,loss,accuracy,data_size,grad_norm,cosine,local_epochs,pcdi,contribution
0,17,8,0,1,0.0155,1.0000,838,2.7601,0.9986,3.0,807.60,0.000000
1,17,16,0,2,0.1468,0.9643,967,0.0706,0.9999,3.0,362762.10,0.000000
2,17,8,0,1,0.4956,0.9524,1187,3.1020,0.9997,1.0,1009004.40,0.000000
3,17,17,1,2,1.5345,0.8750,1109,2.5669,0.9999,4.0,72691.60,0.125000
4,17,8,0,1,0.3872,0.9655,565,0.0267,0.9999,2.0,250508.10,0.000000
5,17,14,0,2,1.7385,0.9623,897,4.2509,1.0000,3.0,2206612.10,0.000000
6,17,14,0,2,0.0192,1.0000,235,5.0053,0.9998,4.0,8927.60,0.000000
7,17,15,0,2,0.0639,0.9600,936,0.0220,0.9995,3.0,21896.40,0.000000
8,17,11,0,2,0.2972,0.9412,660,0.7435,0.9990,4.0,12644.10,0.000000
9,17,13,0,2,0.8289,0.9326,980,0.0026,0.9999,2.0,230758.10,0.000000
10,17,15,0,2,0.1382,0.9846,926,1.2437,0.9996,1.0,193958.10,0.000000
11,17,9,0,1,0.0088,1.0000,504,0.2040,0.9999,5.0,92140.10,0.000000
12,17,17,1,2,0.0941,0.9828,282,0.0584,0.9999,5.0,131754.40,0.000000
13,17,11,0,2,1.9364,0.7439,1153,3.3976,0.9998,3.0,130966.90,0.000000
14,17,15,0,2,0.0531,0.9804,941,0.0000,0.9992,1.0,185576.40,0.000000
15,17,8,0,1,0.0967,0.9744,398,2.9148,0.9999,5.0,47490.10,0.000000
16,17,11,0,2,1.2398,0.8936,833,4.6831,0.9999,5.0,110630.50,0.000000
17,17,14,0,2,0.8144,0.9174,1133,5.3365,0.9999,3.0,497918.50,0.000000
18,17,16,0,2,0.0146,1.0000,492,1.3177,0.9980,1.0,7102.00,0.000000
19,17,8,0,1,0.0596,1.0000,343,5.7792,0.9995,4.0,3606.10,0.000000
20,17,9,0,1,0.7740,0.6667,958,4.3891,0.9970,2.0,420.90,0.000000
21,17,14,0,2,0.0000,1.0000,920,0.0003,0.9995,1.0,544576.10,0.000000
22,17,16,0,2,0.3681,0.9853,260,0.0053,1.0000,4.0,1404680.40,0.000000
23,17,13,0,2,0.3531,0.8000,1143,3.5373,0.9994,4.0,156.90,0.000000
24,17,14,0,2,0.0018,1.0000,366,3.8468,0.9942,4.0,88.90,0.000000
25,17,13,0,2,0.2130,0.9333,792,1.1665,0.9994,3.0,6032.10,0.000000
26,17,12,0,2,0.1983,0.8889,473,2.6965,0.9960,1.0,5874.10,0.000000
27,17,13,0,2,0.4295,0.9797,1055,0.7063,1.0000,4.0,1296356.50,0.000000
28,17,15,0,2,1.9544,0.8955,608,3.1578,0.9998,1.0,871394.90,0.000000
29,17,9,0,1,0.4143,0.9756,368,0.0556,0.9999,3.0,418876.00,0.000000
30,17,11,0,2,0.4121,0.9683,1063,3.5366,0.9998,3.0,62202.90,0.000000
31,17,13,0,2,0.0011,1.0000,844,0.6880,0.9999,4.0,104081.60,0.000000
32,17,12,0,2,1.0502,0.9606,770,1.1415,1.0000,5.0,1283527.60,0.000000
33,17,13,0,2,0.3499,0.9231,601,1.9183,0.9993,2.0,4360.90,0.000000
34,17,9,0,1,0.0060,1.0000,739,0.9466,0.9994,3.0,3220.40,0.000000
35,17,17,1,2,0.0000,1.0000,229,4.0140,0.9993,2.0,54667.60,0.000000
36,17,10,0,1,0.4385,0.9348,996,4.8792,0.9988,2.0,120350.40,0.000000
37,17,16,0,2,0.1111,0.9884,276,0.0008,0.9993,1.0,313216.00,0.000000
38,17,15,0,2,0.0581,0.9286,691,1.0156,0.9994,5.0,6574.10,0.000000
39,17,10,0,1,0.0414,1.0000,488,2.1341,0.9994,1.0,12356.90,0.000000
40,17,9,0,1,0.7921,0.9000,909,0.3424,0.9995,2.0,35345.60,0.000000
41,17,16,0,2,0.6547,0.8873,560,3.6550,0.9995,2.0,308862.40,0.000000
42,17,16,0,2,0.0008,1.0000,537,0.0283,0.9999,3.0,586072.40,0.000000
43,17,16,0,2,0.2783,0.9444,1106,2.3115,0.9994,3.0,7547.60,0.000000
44,17,10,0,1,0.0224,1.0000,401,3.8192,0.9983,1.0,3727.60,0.000000
45,17,16,0,2,0.0561,0.9600,318,0.0681,0.9997,4.0,14844.10,0.000000
46,17,8,0,1,0.0689,0.9888,1186,0.0097,0.9997,2.0,455431.60,0.000000
47,17,14,0,2,0.9726,0.9474,400,9.6173,0.9999,2.0,192364.40,0.000000
