id,rnd,last_sel,sel,part,loss,acc,data,grad,cos,ep,pcdi,contrib
0.000000000000000000e+00,1.490000000000000000e+02,1.350000000000000000e+02,0.000000000000000000e+00,1.100000000000000000e+01,3.858158737421035767e-01,9.038461538461538547e-01,6.570000000000000000e+02,3.938133777407830105e-01,9.997577319927154482e-01,3.000000000000000000e+00,4.514889999999999418e+04,0.000000000000000000e+00
1.000000000000000000e+00,1.490000000000000000e+02,1.450000000000000000e+02,0.000000000000000000e+00,1.700000000000000000e+01,5.500232800841331482e-02,9.687500000000000000e-01,8.900000000000000000e+02,9.464950907071140174e-03,9.996302371985447133e-01,2.000000000000000000e+00,9.002100000000000364e+03,0.000000000000000000e+00
2.000000000000000000e+00,1.490000000000000000e+02,1.420000000000000000e+02,0.000000000000000000e+00,1.600000000000000000e+01,3.551697731018066406e-01,8.800000000000000044e-01,8.400000000000000000e+02,1.416916312832821045e+00,9.998549668347747055e-01,4.000000000000000000e+00,2.312889999999999782e+04,0.000000000000000000e+00
3.000000000000000000e+00,1.490000000000000000e+02,1.310000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,2.093035615980625153e-01,9.677419354838709964e-01,6.050000000000000000e+02,1.317146953547005284e+00,9.997411296602515263e-01,3.000000000000000000e+00,4.829439999999999418e+04,0.000000000000000000e+00
4.000000000000000000e+00,1.490000000000000000e+02,1.450000000000000000e+02,0.000000000000000000e+00,2.100000000000000000e+01,1.573267169296741486e-01,9.777777777777777457e-01,7.570000000000000000e+02,1.427615110746042193e+00,9.996204643969990311e-01,2.000000000000000000e+00,6.980399999999999636e+03,0.000000000000000000e+00
5.000000000000000000e+00,1.490000000000000000e+02,1.460000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,2.228778749704218853e-01,9.545454545454545858e-01,7.560000000000000000e+02,1.646296489733919677e-01,9.999104875350118826e-01,5.000000000000000000e+00,9.175640000000000873e+04,0.000000000000000000e+00
6.000000000000000000e+00,1.490000000000000000e+02,1.330000000000000000e+02,0.000000000000000000e+00,1.500000000000000000e+01,1.327842256054282188e+00,9.459459459459459429e-01,1.115000000000000000e+03,1.333621274420531411e-01,9.999338340098231637e-01,4.000000000000000000e+00,3.728890000000000146e+04,0.000000000000000000e+00
7.000000000000000000e+00,1.490000000000000000e+02,1.470000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01,3.066256605088710785e-01,9.583333333333333703e-01,1.106000000000000000e+03,4.857180490107112725e+00,9.999051472706164123e-01,4.000000000000000000e+00,6.465160000000000582e+04,0.000000000000000000e+00
8.000000000000000000e+00,1.490000000000000000e+02,1.490000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,3.638920336961746216e-01,9.508196721311474864e-01,5.280000000000000000e+02,1.821940132818357583e+01,9.999075777327486314e-01,5.000000000000000000e+00,6.952689999999997963e+04,4.000000000000669687e-04
9.000000000000000000e+00,1.490000000000000000e+02,1.440000000000000000e+02,0.000000000000000000e+00,1.100000000000000000e+01,6.753472387790679932e-01,9.146341463414634498e-01,9.060000000000000000e+02,1.976740538771148303e+00,9.997185207693011222e-01,2.000000000000000000e+00,6.515410000000000582e+04,0.000000000000000000e+00
1.000000000000000000e+01,1.490000000000000000e+02,1.490000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01,2.438871385529637337e-01,9.420289855072463414e-01,5.150000000000000000e+02,5.311534305770247988e-01,9.998205054440978401e-01,3.000000000000000000e+00,5.521560000000000582e+04,8.000000000000229150e-04
1.100000000000000000e+01,1.490000000000000000e+02,1.340000000000000000e+02,0.000000000000000000e+00,3.200000000000000000e+01,3.914542794227600098e-01,9.183673469387755306e-01,1.191000000000000000e+03,3.719722495430431430e-01,9.997610326039425566e-01,1.000000000000000000e+00,1.373409999999999854e+04,0.000000000000000000e+00
1.200000000000000000e+01,1.490000000000000000e+02,1.410000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01,2.218202915973961353e-01,9.574468085106383475e-01,2.970000000000000000e+02,4.326747704852199061e-02,9.998868228740348529e-01,5.000000000000000000e+00,5.152090000000000146e+04,0.000000000000000000e+00
1.300000000000000000e+01,1.490000000000000000e+02,1.460000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,5.179211004870012403e-01,9.552238805970149071e-01,1.092000000000000000e+03,3.686514096131716113e-10,9.999021569599509940e-01,4.000000000000000000e+00,7.717289999999999418e+04,0.000000000000000000e+00
1.400000000000000000e+01,1.490000000000000000e+02,1.460000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,5.725063830614089966e-01,9.295774647887323772e-01,5.840000000000000000e+02,2.821863527490991785e+00,9.992531430861426589e-01,1.000000000000000000e+00,7.883400000000000000e+04,0.000000000000000000e+00
