id,rnd,last_sel,sel,part,loss,acc,data,grad,cos,ep,pcdi,contrib
0.000000000000000000e+00,6.200000000000000000e+01,6.200000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,2.665789723396301270e-01,9.615384615384615641e-01,8.830000000000000000e+02,1.445822964606067851e+00,9.998972706727961013e-01,5.000000000000000000e+00,4.514889999999999418e+04,1.900000000000012790e-03
1.000000000000000000e+00,6.200000000000000000e+01,4.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.338066607713699341e-01,9.062500000000000000e-01,4.960000000000000000e+02,2.638058371614552255e-01,9.990775070809350122e-01,5.000000000000000000e+00,9.002100000000000364e+03,0.000000000000000000e+00
2.000000000000000000e+00,6.200000000000000000e+01,5.800000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+00,5.216718316078186035e-01,9.000000000000000222e-01,2.960000000000000000e+02,2.342660326520905889e-01,9.998095798386011923e-01,4.000000000000000000e+00,2.312889999999999782e+04,0.000000000000000000e+00
3.000000000000000000e+00,6.200000000000000000e+01,5.500000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,3.152128979563713074e-01,9.193548387096773800e-01,7.900000000000000000e+02,2.892356380158752405e+00,9.993523253797879091e-01,1.000000000000000000e+00,4.829439999999999418e+04,0.000000000000000000e+00
4.000000000000000000e+00,6.200000000000000000e+01,5.700000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,3.116484284400939941e-01,9.111111111111110938e-01,2.500000000000000000e+02,4.971134472194886023e+00,9.994658399475575550e-01,1.000000000000000000e+00,6.980399999999999636e+03,0.000000000000000000e+00
5.000000000000000000e+00,6.200000000000000000e+01,3.900000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,2.698550868808524683e-01,9.545454545454545858e-01,8.530000000000000000e+02,6.457442497139167514e-01,9.999249156922342952e-01,5.000000000000000000e+00,9.175640000000000873e+04,0.000000000000000000e+00
6.000000000000000000e+00,6.200000000000000000e+01,6.100000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,1.039455662947148085e+00,9.729729729729730270e-01,1.196000000000000000e+03,1.177247882858320605e+00,9.999495613276223605e-01,5.000000000000000000e+00,3.728890000000000146e+04,0.000000000000000000e+00
7.000000000000000000e+00,6.200000000000000000e+01,5.800000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,7.900534719228744507e-01,9.166666666666666297e-01,3.780000000000000000e+02,4.506451169803954993e-01,9.999208889869893868e-01,5.000000000000000000e+00,6.465160000000000582e+04,0.000000000000000000e+00
8.000000000000000000e+00,6.200000000000000000e+01,6.100000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00,5.775380432605743408e-01,9.016393442622950838e-01,7.970000000000000000e+02,1.105966195226432980e+01,9.992882761561596716e-01,1.000000000000000000e+00,6.952689999999997963e+04,0.000000000000000000e+00
9.000000000000000000e+00,6.200000000000000000e+01,5.900000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00,5.296549946069717407e-01,9.146341463414634498e-01,6.290000000000000000e+02,5.850598615039028338e+00,9.997571937008284948e-01,2.000000000000000000e+00,6.515410000000000582e+04,0.000000000000000000e+00
1.000000000000000000e+01,6.200000000000000000e+01,4.700000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,4.193912087939679623e-01,9.130434782608695121e-01,1.138000000000000000e+03,4.960790232242834996e+00,9.998980370711112453e-01,4.000000000000000000e+00,5.521560000000000582e+04,0.000000000000000000e+00
1.100000000000000000e+01,6.200000000000000000e+01,5.700000000000000000e+01,0.000000000000000000e+00,1.100000000000000000e+01,6.737030744552612305e-01,8.979591836734693855e-01,1.152000000000000000e+03,1.189607736921950015e-01,9.999138107445998402e-01,5.000000000000000000e+00,1.373409999999999854e+04,0.000000000000000000e+00
1.200000000000000000e+01,6.200000000000000000e+01,6.200000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,3.342935182154178619e-01,9.574468085106383475e-01,1.012000000000000000e+03,6.056588748646020148e-01,9.998309836511058979e-01,4.000000000000000000e+00,5.152090000000000146e+04,1.399999999999956835e-03
1.300000000000000000e+01,6.200000000000000000e+01,5.300000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,3.214435295667499304e-01,9.552238805970149071e-01,9.060000000000000000e+02,1.644920469248764228e+00,9.997484144191537414e-01,2.000000000000000000e+00,7.717289999999999418e+04,0.000000000000000000e+00
1.400000000000000000e+01,6.200000000000000000e+01,6.200000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,9.004141837358474731e-01,9.014084507042253724e-01,8.150000000000000000e+02,1.539683667709513815e+00,9.998835867246912423e-01,4.000000000000000000e+00,7.883400000000000000e+04,1.900000000000012790e-03
1.500000000000000000e+01,6.200000000000000000e+01,4.500000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,9.187869727611541748e-02,9.866666666666666918e-01,6.370000000000000000e+02,2.608100602284544767e+00,9.999383496852464193e-01,4.000000000000000000e+00,1.310769000000000233e+05,0.000000000000000000e+00
1.600000000000000000e+01,6.200000000000000000e+01,4.900000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,6.599389612674713135e-01,9.193548387096773800e-01,8.690000000000000000e+02,2.680640543793690878e+00,9.997162188997135157e-01,2.000000000000000000e+00,5.571400000000000000e+04,0.000000000000000000e+00
1.700000000000000000e+01,6.200000000000000000e+01,5.300000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,3.319726921617984772e-01,9.508196721311474864e-01,8.860000000000000000e+02,8.235050654306482754e-01,9.999186310588250581e-01,4.000000000000000000e+00,4.399839999999999418e+04,0.000000000000000000e+00
1.800000000000000000e+01,6.200000000000000000e+01,4.700000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,3.291818499565124512e-01,9.402985074626866169e-01,9.890000000000000000e+02,1.409747994452481112e+00,9.998189607513937593e-01,3.000000000000000000e+00,5.622000000000000000e+04,0.000000000000000000e+00
1.900000000000000000e+01,6.200000000000000000e+01,4.800000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,2.415257832035422325e-02,1.000000000000000000e+00,8.550000000000000000e+02,5.979537988933459891e-01,9.996767303514105807e-01,2.000000000000000000e+00,6.108800000000000000e+04,0.000000000000000000e+00
2.000000000000000000e+01,6.200000000000000000e+01,5.300000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,9.286487996571963777e-01,8.939393939393939226e-01,1.019000000000000000e+03,1.422414754195708397e+00,9.999278954585820722e-01,4.000000000000000000e+00,7.104959999999999127e+04,0.000000000000000000e+00
2.100000000000000000e+01,6.200000000000000000e+01,5.700000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,4.019910503411665559e-01,9.692307692307692291e-01,5.190000000000000000e+02,1.520913410694795020e+00,9.990716998560612572e-01,1.000000000000000000e+00,1.932208999999999651e+05,0.000000000000000000e+00
2.200000000000000000e+01,6.200000000000000000e+01,6.000000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,1.270682312548160553e+00,9.459459459459459429e-01,4.150000000000000000e+02,4.636761756630952691e-01,9.998969649344829902e-01,4.000000000000000000e+00,1.699255999999999767e+05,0.000000000000000000e+00
2.300000000000000000e+01,6.200000000000000000e+01,5.600000000000000000e+01,0.000000000000000000e+00,2.100000000000000000e+01,1.739462375640869141e+00,9.210526315789473450e-01,9.640000000000000000e+02,2.572107670492376763e-01,9.998882284125146791e-01,5.000000000000000000e+00,1.050439999999999964e+04,0.000000000000000000e+00
2.400000000000000000e+01,6.200000000000000000e+01,5.800000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,9.004423618316650391e-01,9.016393442622950838e-01,6.570000000000000000e+02,3.625038712486201575e-01,9.999118721380928498e-01,5.000000000000000000e+00,4.473359999999999127e+04,0.000000000000000000e+00
