id,rnd,last_sel,sel,part,loss,acc,data,grad,cos,ep,pcdi,contrib
0.000000000000000000e+00,9.400000000000000000e+01,9.400000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00,3.519927784800529480e-01,9.423076923076922906e-01,2.650000000000000000e+02,1.778815981127461754e+00,9.994856655128026013e-01,1.000000000000000000e+00,4.514889999999999418e+04,4.900000000000015454e-03
1.000000000000000000e+00,9.400000000000000000e+01,8.800000000000000000e+01,0.000000000000000000e+00,9.000000000000000000e+00,5.352269485592842102e-02,9.375000000000000000e-01,8.540000000000000000e+02,5.541110812093497096e-02,9.998436232411984648e-01,5.000000000000000000e+00,9.002100000000000364e+03,0.000000000000000000e+00
2.000000000000000000e+00,9.400000000000000000e+01,9.100000000000000000e+01,0.000000000000000000e+00,1.100000000000000000e+01,4.822617173194885254e-01,9.200000000000000400e-01,7.180000000000000000e+02,6.560620317270904778e+00,9.997545968207903755e-01,3.000000000000000000e+00,2.312889999999999782e+04,0.000000000000000000e+00
3.000000000000000000e+00,9.400000000000000000e+01,8.700000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,4.482219889760017395e-01,9.354838709677418818e-01,2.810000000000000000e+02,2.183489259298096563e+00,9.995840755262040966e-01,1.000000000000000000e+00,4.829439999999999418e+04,0.000000000000000000e+00
4.000000000000000000e+00,9.400000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,1.300000000000000000e+01,3.444123417139053345e-01,9.111111111111110938e-01,6.230000000000000000e+02,2.929618572636234486e+00,9.997309937273101133e-01,3.000000000000000000e+00,6.980399999999999636e+03,0.000000000000000000e+00
5.000000000000000000e+00,9.400000000000000000e+01,8.500000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,5.683670341845754592e-01,9.242424242424241987e-01,6.950000000000000000e+02,4.101042759869640286e-01,9.999009278488523167e-01,5.000000000000000000e+00,9.175640000000000873e+04,0.000000000000000000e+00
6.000000000000000000e+00,9.400000000000000000e+01,8.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,8.925624676048755646e-01,9.729729729729730270e-01,9.430000000000000000e+02,2.316749854602884628e+00,9.998435763904897078e-01,2.000000000000000000e+00,3.728890000000000146e+04,0.000000000000000000e+00
7.000000000000000000e+00,9.400000000000000000e+01,8.500000000000000000e+01,0.000000000000000000e+00,9.000000000000000000e+00,4.721806347370147705e-01,9.166666666666666297e-01,8.640000000000000000e+02,2.125483254168049285e+00,9.999137673279652194e-01,5.000000000000000000e+00,6.465160000000000582e+04,0.000000000000000000e+00
8.000000000000000000e+00,9.400000000000000000e+01,9.300000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+00,4.028271138668060303e-01,9.180327868852459217e-01,3.930000000000000000e+02,9.017854787586366844e-04,9.998556634431584600e-01,4.000000000000000000e+00,6.952689999999997963e+04,0.000000000000000000e+00
9.000000000000000000e+00,9.400000000000000000e+01,7.600000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,6.308121532201766968e-01,9.268292682926829729e-01,1.137000000000000000e+03,4.672275057943521936e+00,9.999271987804650985e-01,5.000000000000000000e+00,6.515410000000000582e+04,0.000000000000000000e+00
1.000000000000000000e+01,9.400000000000000000e+01,9.400000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00,3.628254258073866367e-01,9.565217391304348116e-01,2.150000000000000000e+02,1.985326786896401297e+00,9.999025940919219479e-01,5.000000000000000000e+00,5.521560000000000582e+04,2.000000000000001776e-03
1.100000000000000000e+01,9.400000000000000000e+01,9.200000000000000000e+01,0.000000000000000000e+00,2.300000000000000000e+01,5.375206470489501953e-01,8.979591836734693855e-01,6.220000000000000000e+02,1.479176389495915123e+00,9.998749753294549070e-01,4.000000000000000000e+00,1.373409999999999854e+04,0.000000000000000000e+00
1.200000000000000000e+01,9.400000000000000000e+01,9.300000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+00,3.006907701492309570e-01,9.574468085106383475e-01,2.680000000000000000e+02,2.013235192596979140e+00,9.998287730172130683e-01,4.000000000000000000e+00,5.152090000000000146e+04,0.000000000000000000e+00
1.300000000000000000e+01,9.400000000000000000e+01,8.400000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00,5.294075665296986699e-01,9.552238805970149071e-01,5.030000000000000000e+02,1.099037689156804887e-01,9.999248270396611238e-01,5.000000000000000000e+00,7.717289999999999418e+04,0.000000000000000000e+00
1.400000000000000000e+01,9.400000000000000000e+01,9.300000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+00,5.036167353391647339e-01,9.436619718309858795e-01,6.140000000000000000e+02,2.987255935734492773e+00,9.992387821358541533e-01,1.000000000000000000e+00,7.883400000000000000e+04,0.000000000000000000e+00
1.500000000000000000e+01,9.400000000000000000e+01,8.500000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,2.404021564871072769e-02,1.000000000000000000e+00,1.133000000000000000e+03,1.352909419756347445e-02,9.999368247934327103e-01,4.000000000000000000e+00,1.310769000000000233e+05,0.000000000000000000e+00
1.600000000000000000e+01,9.400000000000000000e+01,9.400000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00,4.808457493782043457e-01,9.354838709677418818e-01,2.280000000000000000e+02,3.549738248179710620e+00,9.994954895713139553e-01,2.000000000000000000e+00,5.571400000000000000e+04,-6.000000000000449418e-04
1.700000000000000000e+01,9.400000000000000000e+01,8.100000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,3.191199451684951782e-01,9.508196721311474864e-01,8.810000000000000000e+02,2.153936812646879348e-02,9.996981489438910851e-01,1.000000000000000000e+00,4.399839999999999418e+04,0.000000000000000000e+00
