id,rnd,last_sel,sel,part,loss,acc,data,grad,cos,ep,pcdi,contrib
0.000000000000000000e+00,2.100000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,3.794063627719879150e-01,9.038461538461538547e-01,9.610000000000000000e+02,5.485127490618981305e+00,9.998798576113021586e-01,5.000000000000000000e+00,4.514889999999999418e+04,0.000000000000000000e+00
1.000000000000000000e+00,2.100000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.630266606807708740e-01,9.375000000000000000e-01,4.290000000000000000e+02,3.168887830407643436e-02,9.996928092938199839e-01,5.000000000000000000e+00,9.002100000000000364e+03,0.000000000000000000e+00
2.000000000000000000e+00,2.100000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,5.026392489671707153e-01,9.000000000000000222e-01,4.380000000000000000e+02,8.857640497617689235e+00,9.998142030212745501e-01,4.000000000000000000e+00,2.312889999999999782e+04,0.000000000000000000e+00
3.000000000000000000e+00,2.100000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,4.271496534347534180e-01,9.193548387096773800e-01,5.420000000000000000e+02,2.574388743346176955e+00,9.998542722462510079e-01,3.000000000000000000e+00,4.829439999999999418e+04,0.000000000000000000e+00
4.000000000000000000e+00,2.100000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,4.707484841346740723e-01,8.888888888888888395e-01,7.490000000000000000e+02,3.872051747314857018e+00,9.996694880885065304e-01,2.000000000000000000e+00,6.980399999999999636e+03,0.000000000000000000e+00
5.000000000000000000e+00,2.100000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,3.698647287674248219e-01,9.393939393939394478e-01,5.940000000000000000e+02,2.513510287501834917e+00,9.997886939814545348e-01,3.000000000000000000e+00,9.175640000000000873e+04,0.000000000000000000e+00
6.000000000000000000e+00,2.100000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,9.381182938814163208e-01,9.189189189189189699e-01,9.750000000000000000e+02,2.964787951433874635e+00,9.998363061769852678e-01,2.000000000000000000e+00,3.728890000000000146e+04,0.000000000000000000e+00
7.000000000000000000e+00,2.100000000000000000e+01,2.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,5.026063993573188782e-01,9.444444444444444198e-01,2.260000000000000000e+02,3.713053362400088986e+00,9.998542650380758401e-01,3.000000000000000000e+00,6.465160000000000582e+04,-6.999999999999229061e-04
8.000000000000000000e+00,2.100000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,6.126422882080078125e-01,9.180327868852459217e-01,5.650000000000000000e+02,5.452924065261816722e+00,9.993702839957119277e-01,1.000000000000000000e+00,6.952689999999997963e+04,0.000000000000000000e+00
9.000000000000000000e+00,2.100000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,5.936618298292160034e-01,9.146341463414634498e-01,2.250000000000000000e+02,5.419952215870139867e+00,9.998757807244338380e-01,3.000000000000000000e+00,6.515410000000000582e+04,0.000000000000000000e+00
1.000000000000000000e+01,2.100000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,5.176023934036493301e-01,9.275362318840579823e-01,6.480000000000000000e+02,4.820696908028689442e+00,9.999084411299240527e-01,5.000000000000000000e+00,5.521560000000000582e+04,0.000000000000000000e+00
1.100000000000000000e+01,2.100000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,7.639231681823730469e-01,8.979591836734693855e-01,4.280000000000000000e+02,2.434126909295666774e+00,9.998137065640417820e-01,3.000000000000000000e+00,1.373409999999999854e+04,0.000000000000000000e+00
1.200000000000000000e+01,2.100000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,4.412689357995986938e-01,8.723404255319149314e-01,4.560000000000000000e+02,4.070212611800486435e+00,9.997149999447588753e-01,2.000000000000000000e+00,5.152090000000000146e+04,0.000000000000000000e+00
1.300000000000000000e+01,2.100000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,5.639877114444971085e-01,9.402985074626866169e-01,5.570000000000000000e+02,4.568628813698979663e+00,9.996464886647533632e-01,4.000000000000000000e+00,7.717289999999999418e+04,0.000000000000000000e+00
1.400000000000000000e+01,2.100000000000000000e+01,2.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.026343539357185364e+00,8.873239436619718701e-01,1.145000000000000000e+03,1.798350080939980167e+00,9.992924853086853076e-01,1.000000000000000000e+00,7.883400000000000000e+04,-1.329999999999997851e-02
1.500000000000000000e+01,2.100000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.691951863467693329e-01,9.866666666666666918e-01,9.680000000000000000e+02,1.515228365939925048e+00,9.998023075692665795e-01,2.000000000000000000e+00,1.310769000000000233e+05,0.000000000000000000e+00
1.600000000000000000e+01,2.100000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,5.426314771175384521e-01,9.354838709677418818e-01,2.530000000000000000e+02,2.281117505195021877e+00,9.996871761431698200e-01,2.000000000000000000e+00,5.571400000000000000e+04,0.000000000000000000e+00
1.700000000000000000e+01,2.100000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,5.348976552486419678e-01,9.016393442622950838e-01,8.140000000000000000e+02,7.495749054517479415e+00,9.998564860165720658e-01,3.000000000000000000e+00,4.399839999999999418e+04,0.000000000000000000e+00
1.800000000000000000e+01,2.100000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,4.260763563215732574e-01,9.850746268656715987e-01,7.790000000000000000e+02,7.466257034879890675e+00,9.995960119860629600e-01,1.000000000000000000e+00,5.622000000000000000e+04,0.000000000000000000e+00
