id,rnd,last_sel,sel,part,loss,acc,data,grad,cos,ep,pcdi,contrib
0.000000000000000000e+00,1.360000000000000000e+02,1.350000000000000000e+02,0.000000000000000000e+00,1.100000000000000000e+01,3.858158737421035767e-01,9.038461538461538547e-01,6.570000000000000000e+02,3.938133777407830105e-01,9.997577319927154482e-01,3.000000000000000000e+00,4.514889999999999418e+04,0.000000000000000000e+00
1.000000000000000000e+00,1.360000000000000000e+02,1.330000000000000000e+02,0.000000000000000000e+00,1.500000000000000000e+01,2.579839713871479034e-02,1.000000000000000000e+00,1.162000000000000000e+03,2.027898058716574338e-03,9.997910225364966541e-01,3.000000000000000000e+00,9.002100000000000364e+03,0.000000000000000000e+00
2.000000000000000000e+00,1.360000000000000000e+02,1.320000000000000000e+02,0.000000000000000000e+00,1.500000000000000000e+01,3.076982796192169189e-01,8.800000000000000044e-01,6.670000000000000000e+02,3.350054185584248057e-01,9.994484392710746290e-01,1.000000000000000000e+00,2.312889999999999782e+04,0.000000000000000000e+00
3.000000000000000000e+00,1.360000000000000000e+02,1.310000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,2.093035615980625153e-01,9.677419354838709964e-01,6.050000000000000000e+02,1.317146953547005284e+00,9.997411296602515263e-01,3.000000000000000000e+00,4.829439999999999418e+04,0.000000000000000000e+00
4.000000000000000000e+00,1.360000000000000000e+02,1.290000000000000000e+02,0.000000000000000000e+00,1.800000000000000000e+01,3.131371885538101196e-01,9.111111111111110938e-01,4.470000000000000000e+02,3.111394024252524648e+00,9.997076300721157160e-01,3.000000000000000000e+00,6.980399999999999636e+03,0.000000000000000000e+00
5.000000000000000000e+00,1.360000000000000000e+02,1.280000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,1.616536198998801410e-01,9.696969696969697239e-01,1.133000000000000000e+03,3.843324480300363000e+00,9.995204582280619032e-01,2.000000000000000000e+00,9.175640000000000873e+04,0.000000000000000000e+00
6.000000000000000000e+00,1.360000000000000000e+02,1.330000000000000000e+02,0.000000000000000000e+00,1.500000000000000000e+01,1.327842256054282188e+00,9.459459459459459429e-01,1.115000000000000000e+03,1.333621274420531411e-01,9.999338340098231637e-01,4.000000000000000000e+00,3.728890000000000146e+04,0.000000000000000000e+00
7.000000000000000000e+00,1.360000000000000000e+02,1.270000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,3.849189132452011108e-01,9.444444444444444198e-01,1.027000000000000000e+03,5.356410567128341960e+00,9.993651641201791724e-01,1.000000000000000000e+00,6.465160000000000582e+04,0.000000000000000000e+00
8.000000000000000000e+00,1.360000000000000000e+02,1.350000000000000000e+02,0.000000000000000000e+00,1.100000000000000000e+01,6.770250946283340454e-01,9.180327868852459217e-01,6.230000000000000000e+02,6.561169382567854074e-04,9.996271187201706265e-01,3.000000000000000000e+00,6.952689999999997963e+04,0.000000000000000000e+00
9.000000000000000000e+00,1.360000000000000000e+02,1.230000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,4.249773472547531128e-01,9.390243902439023849e-01,6.390000000000000000e+02,5.078036038738241054e+00,9.998614203901443620e-01,3.000000000000000000e+00,6.515410000000000582e+04,0.000000000000000000e+00
1.000000000000000000e+01,1.360000000000000000e+02,1.350000000000000000e+02,0.000000000000000000e+00,1.100000000000000000e+01,3.033261726086493582e-01,9.275362318840579823e-01,1.072000000000000000e+03,5.547643009411368231e-01,9.997168253565031915e-01,2.000000000000000000e+00,5.521560000000000582e+04,0.000000000000000000e+00
1.100000000000000000e+01,1.360000000000000000e+02,1.340000000000000000e+02,0.000000000000000000e+00,3.200000000000000000e+01,3.914542794227600098e-01,9.183673469387755306e-01,1.191000000000000000e+03,3.719722495430431430e-01,9.997610326039425566e-01,1.000000000000000000e+00,1.373409999999999854e+04,0.000000000000000000e+00
1.200000000000000000e+01,1.360000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,2.541986480355262756e-01,9.148936170212765839e-01,1.054000000000000000e+03,3.729156816118954332e+00,9.986285370247638404e-01,1.000000000000000000e+00,5.152090000000000146e+04,0.000000000000000000e+00
1.300000000000000000e+01,1.360000000000000000e+02,1.270000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,6.649705022573471069e-01,9.552238805970149071e-01,6.190000000000000000e+02,1.060264936737088720e-03,9.991841924406048570e-01,1.000000000000000000e+00,7.717289999999999418e+04,0.000000000000000000e+00
1.400000000000000000e+01,1.360000000000000000e+02,1.240000000000000000e+02,0.000000000000000000e+00,1.100000000000000000e+01,4.552478119730949402e-01,9.295774647887323772e-01,5.100000000000000000e+02,1.495735669088656516e+00,9.998052725490707004e-01,3.000000000000000000e+00,7.883400000000000000e+04,0.000000000000000000e+00
1.500000000000000000e+01,1.360000000000000000e+02,1.270000000000000000e+02,0.000000000000000000e+00,7.000000000000000000e+00,4.517468530684709549e-02,1.000000000000000000e+00,2.570000000000000000e+02,1.164899554669130533e+00,9.997765764865365057e-01,2.000000000000000000e+00,1.310769000000000233e+05,0.000000000000000000e+00
1.600000000000000000e+01,1.360000000000000000e+02,1.230000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,4.728702455759048462e-01,9.354838709677418818e-01,4.030000000000000000e+02,7.240864874518190497e+00,9.995594638837226320e-01,1.000000000000000000e+00,5.571400000000000000e+04,0.000000000000000000e+00
1.700000000000000000e+01,1.360000000000000000e+02,1.280000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,3.753481507301330566e-01,9.344262295081967595e-01,5.990000000000000000e+02,6.025685818768480306e-01,9.998768553333412523e-01,4.000000000000000000e+00,4.399839999999999418e+04,0.000000000000000000e+00
1.800000000000000000e+01,1.360000000000000000e+02,1.240000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,1.871806588023900986e-01,9.701492537313433084e-01,4.220000000000000000e+02,1.711449175308687454e-01,9.989315715411813956e-01,3.000000000000000000e+00,5.622000000000000000e+04,0.000000000000000000e+00
1.900000000000000000e+01,1.360000000000000000e+02,1.190000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,7.489221054129302502e-03,1.000000000000000000e+00,8.490000000000000000e+02,2.185432618218882350e+00,9.992853434751329811e-01,1.000000000000000000e+00,6.108800000000000000e+04,0.000000000000000000e+00
2.000000000000000000e+01,1.360000000000000000e+02,1.280000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,4.828403294086456299e-01,9.393939393939394478e-01,5.260000000000000000e+02,6.894718034462010703e-02,9.998872194311160255e-01,3.000000000000000000e+00,7.104959999999999127e+04,0.000000000000000000e+00
2.100000000000000000e+01,1.360000000000000000e+02,1.360000000000000000e+02,1.000000000000000000e+00,9.000000000000000000e+00,2.460297067445935681e-01,9.692307692307692291e-01,7.370000000000000000e+02,1.706101649530679110e+00,9.994741217205656003e-01,1.000000000000000000e+00,1.932208999999999651e+05,-2.599999999999935696e-03
2.200000000000000000e+01,1.360000000000000000e+02,1.350000000000000000e+02,0.000000000000000000e+00,1.600000000000000000e+01,1.946280192583799362e+00,9.459459459459459429e-01,7.890000000000000000e+02,1.747363755773637117e-01,9.999178897437105418e-01,5.000000000000000000e+00,1.699255999999999767e+05,0.000000000000000000e+00
