id,rnd,last_sel,sel,part,loss,acc,data,grad,cos,ep,pcdi,contrib
0.000000000000000000e+00,3.400000000000000000e+01,3.300000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,3.142375200986862183e-01,9.423076923076922906e-01,9.230000000000000000e+02,1.444521127873095612e+00,9.996431069650331125e-01,2.000000000000000000e+00,4.514889999999999418e+04,0.000000000000000000e+00
1.000000000000000000e+00,3.400000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.630266606807708740e-01,9.375000000000000000e-01,4.290000000000000000e+02,3.168887830407643436e-02,9.996928092938199839e-01,5.000000000000000000e+00,9.002100000000000364e+03,0.000000000000000000e+00
2.000000000000000000e+00,3.400000000000000000e+01,2.800000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,8.672890663146972656e-01,8.199999999999999512e-01,8.900000000000000000e+02,3.263196923980944408e+00,9.998148108998395900e-01,3.000000000000000000e+00,2.312889999999999782e+04,0.000000000000000000e+00
3.000000000000000000e+00,3.400000000000000000e+01,3.100000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,5.437336117029190063e-01,8.709677419354838745e-01,1.039000000000000000e+03,4.133715155515546691e+00,9.995334605966857966e-01,1.000000000000000000e+00,4.829439999999999418e+04,0.000000000000000000e+00
4.000000000000000000e+00,3.400000000000000000e+01,3.400000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,6.236490309238433838e-01,8.444444444444444420e-01,1.185000000000000000e+03,4.388223365884877047e+00,9.998431596209218508e-01,5.000000000000000000e+00,6.980399999999999636e+03,3.000000000000002665e-03
5.000000000000000000e+00,3.400000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,3.698647287674248219e-01,9.393939393939394478e-01,5.940000000000000000e+02,2.513510287501834917e+00,9.997886939814545348e-01,3.000000000000000000e+00,9.175640000000000873e+04,0.000000000000000000e+00
6.000000000000000000e+00,3.400000000000000000e+01,3.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,8.863514494150876999e-01,9.594594594594594295e-01,9.380000000000000000e+02,1.673710288216046616e+00,9.996842375096109956e-01,1.000000000000000000e+00,3.728890000000000146e+04,0.000000000000000000e+00
7.000000000000000000e+00,3.400000000000000000e+01,2.300000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,5.587910786271095276e-01,9.305555555555555802e-01,3.080000000000000000e+02,3.980153525878075804e+00,9.999254687500459537e-01,5.000000000000000000e+00,6.465160000000000582e+04,0.000000000000000000e+00
8.000000000000000000e+00,3.400000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,5.249092280864715576e-01,9.016393442622950838e-01,1.125000000000000000e+03,9.339102510977586036e+00,9.998507631416796437e-01,5.000000000000000000e+00,6.952689999999997963e+04,0.000000000000000000e+00
9.000000000000000000e+00,3.400000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,6.050410196185112000e-01,9.268292682926829729e-01,3.020000000000000000e+02,2.675450082940188157e+00,9.998925794960630276e-01,4.000000000000000000e+00,6.515410000000000582e+04,0.000000000000000000e+00
1.000000000000000000e+01,3.400000000000000000e+01,3.400000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,4.330209996551275253e-01,9.420289855072463414e-01,6.320000000000000000e+02,1.596594455613952857e+00,9.997257597124289408e-01,2.000000000000000000e+00,5.521560000000000582e+04,3.199999999999980638e-03
1.100000000000000000e+01,3.400000000000000000e+01,2.900000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,8.555124402046203613e-01,8.163265306122449161e-01,1.196000000000000000e+03,2.962104193416238651e+00,9.998545480031770794e-01,4.000000000000000000e+00,1.373409999999999854e+04,0.000000000000000000e+00
1.200000000000000000e+01,3.400000000000000000e+01,2.300000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,2.654289118945598602e-01,9.361702127659574657e-01,9.820000000000000000e+02,2.896835202940250653e+00,9.998299079356631758e-01,4.000000000000000000e+00,5.152090000000000146e+04,0.000000000000000000e+00
1.300000000000000000e+01,3.400000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,5.639877114444971085e-01,9.402985074626866169e-01,5.570000000000000000e+02,4.568628813698979663e+00,9.996464886647533632e-01,4.000000000000000000e+00,7.717289999999999418e+04,0.000000000000000000e+00
1.400000000000000000e+01,3.400000000000000000e+01,2.100000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.026343539357185364e+00,8.873239436619718701e-01,1.145000000000000000e+03,1.798350080939980167e+00,9.992924853086853076e-01,1.000000000000000000e+00,7.883400000000000000e+04,0.000000000000000000e+00
