client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,contribution
0,89,79,0,10,27.161,0.6549,0.8667,337,4.0549,0.9996,1,0.000000
1,89,55,0,12,28.946,0.2952,0.9333,206,2.5826,0.9999,3,0.000000
2,89,71,1,9,64.687,0.4854,0.9167,407,1.7915,0.9998,4,0.000700
3,89,85,0,8,97.239,0.3543,0.9167,834,2.1459,0.9998,2,0.000000
4,89,85,0,12,62.229,0.6264,0.9000,728,2.3050,0.9998,3,0.000000
5,89,65,0,4,6.043,0.5385,0.9000,537,2.0386,0.9998,3,0.000000
6,89,85,0,7,81.409,0.7475,0.8833,928,1.8395,0.9999,4,0.000000
7,89,59,0,3,54.884,0.3217,0.9167,400,4.8007,0.9996,1,0.000000
8,89,87,0,12,11.873,0.6709,0.9333,342,3.3216,0.9999,4,0.000000
9,89,85,0,11,31.139,0.5223,0.8833,868,1.0162,0.9999,3,0.000000
10,89,83,1,9,13.402,0.6881,0.9167,1080,1.0755,0.9997,2,-0.000400
11,89,84,0,10,44.290,0.6166,0.8833,1022,1.5894,0.9996,2,0.000000
12,89,79,1,9,48.908,0.6871,0.9167,356,0.2098,0.9998,3,0.000300
13,89,34,0,3,58.025,0.6050,0.9000,514,2.2390,0.9997,2,0.000000
14,89,85,0,14,50.500,0.6366,0.9000,1169,4.6369,0.9997,1,0.000000
15,89,83,0,11,81.363,0.8739,0.9000,313,0.5250,0.9997,2,0.000000
16,89,86,0,5,40.019,0.2116,0.9333,584,2.8453,0.9998,3,0.000000
17,89,64,0,3,51.109,0.5879,0.8833,724,1.9376,0.9999,4,0.000000
18,89,83,0,12,11.286,0.5512,0.9167,430,3.8932,0.9999,5,0.000000
19,89,79,0,12,21.092,0.2811,0.9667,997,2.3504,0.9999,5,0.000000
20,89,85,0,10,80.349,0.5854,0.8833,281,2.0014,0.9999,4,0.000000
21,89,55,0,5,6.682,0.6919,0.9000,1174,1.9917,0.9999,5,0.000000
22,89,88,0,8,87.985,0.2593,0.9333,300,3.2020,0.9998,3,0.000000
23,89,86,0,7,2.582,0.8934,0.8000,312,1.1242,0.9998,3,0.000000
24,89,82,0,9,84.743,0.4508,0.9167,993,2.3593,0.9999,4,0.000000
25,89,88,1,11,44.839,0.7649,0.9167,550,1.6021,0.9996,2,0.000300
26,89,32,1,3,18.659,0.4372,0.9167,647,4.1163,0.9997,3,-0.001000
27,89,79,0,5,44.355,0.4805,0.9333,391,4.7200,0.9999,5,0.000000
28,89,70,0,7,56.717,0.7264,0.8833,952,3.4504,0.9997,1,0.000000
