client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,contribution
0,100,97,0,12,69.143,0.7804,0.8333,971,3.1799,0.9999,4,0.000000
1,100,95,0,13,29.424,0.2539,0.9500,984,1.0625,0.9999,5,0.000000
2,100,89,0,10,64.687,0.5089,0.9000,980,2.7317,0.9998,4,0.000000
3,100,90,0,9,85.723,0.2792,0.9333,318,3.5936,0.9998,1,0.000000
4,100,98,0,13,88.468,0.3435,0.9333,949,5.0701,0.9998,3,0.000000
5,100,65,0,4,6.043,0.5385,0.9000,537,2.0386,0.9998,3,0.000000
6,100,85,0,7,81.409,0.7475,0.8833,928,1.8395,0.9999,4,0.000000
7,100,59,0,3,54.884,0.3217,0.9167,400,4.8007,0.9996,1,0.000000
8,100,91,0,13,62.697,0.4610,0.9333,797,4.2546,0.9999,4,0.000000
9,100,99,0,15,68.465,0.4800,0.9000,504,3.7502,0.9998,1,0.000000
10,100,92,1,11,67.422,0.7028,0.9000,783,1.9564,0.9997,1,-0.000200
11,100,98,0,11,28.788,0.5896,0.8833,366,4.0535,0.9996,2,0.000000
12,100,99,0,11,97.934,0.7924,0.9167,1080,0.8885,0.9997,1,0.000000
13,100,34,0,3,58.025,0.6050,0.9000,514,2.2390,0.9997,2,0.000000
14,100,98,0,17,50.377,0.8786,0.8833,933,2.6227,0.9998,3,0.000000
15,100,83,0,11,81.363,0.8739,0.9000,313,0.5250,0.9997,2,0.000000
16,100,86,0,5,40.019,0.2116,0.9333,584,2.8453,0.9998,3,0.000000
17,100,98,0,4,12.585,0.4787,0.9000,365,4.2291,0.9996,1,0.000000
18,100,95,0,14,32.426,0.5152,0.9000,929,2.7752,0.9998,2,0.000000
19,100,79,0,12,21.092,0.2811,0.9667,997,2.3504,0.9999,5,0.000000
20,100,85,0,10,80.349,0.5854,0.8833,281,2.0014,0.9999,4,0.000000
21,100,55,0,5,6.682,0.6919,0.9000,1174,1.9917,0.9999,5,0.000000
22,100,96,0,9,84.886,0.3388,0.9667,637,4.1188,0.9998,3,0.000000
23,100,96,0,9,96.784,1.0051,0.8000,1089,0.6675,0.9999,5,0.000000
24,100,82,0,9,84.743,0.4508,0.9167,993,2.3593,0.9999,4,0.000000
