client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,contribution
0,31,20,0,2,24.954,0.6712,0.9118,693,27.1186,0.9996,1,0.000000
1,31,26,0,2,70.173,0.3279,0.8966,933,1.6994,0.9998,4,0.000000
2,31,21,0,3,21.251,0.3788,0.9091,433,3.6766,0.9995,1,0.000000
3,31,13,0,3,6.206,1.7250,0.9077,923,8.6756,0.9998,2,0.000000
4,31,29,0,6,66.875,0.3125,0.9483,294,0.1466,0.9999,4,0.000000
5,31,28,0,3,51.374,0.1476,0.9873,970,3.3297,0.9998,2,0.000000
6,31,30,0,3,76.618,0.4716,0.9000,457,2.0892,0.9997,2,0.000000
7,31,19,0,3,66.797,0.3672,0.9444,858,0.6383,0.9997,1,0.000000
8,31,22,0,3,51.372,0.3867,0.9375,629,4.5783,0.9999,5,0.000000
9,31,19,0,3,0.561,0.9134,0.9400,581,1.7059,0.9998,4,0.000000
10,31,1,0,1,85.475,3.2515,0.6761,993,7.0509,0.9927,1,0.000000
11,31,25,1,3,27.052,0.0511,0.9863,1160,0.0268,0.9998,3,0.011100
12,31,2,0,1,64.305,1.6701,0.9265,432,6.6083,0.9997,3,0.000000
13,31,19,0,2,38.219,0.3494,0.9833,368,1.6631,0.9999,5,0.000000
14,31,28,0,4,1.408,0.4542,0.9841,1076,1.9318,0.9996,2,0.000000
15,31,27,0,3,70.471,0.2870,0.9048,530,3.8208,0.9996,3,0.000000
16,31,6,1,1,17.635,0.7107,0.8977,1181,3.5288,0.9995,1,0.002100
17,31,19,0,3,78.521,0.6079,0.8958,651,6.5194,0.9997,2,0.000000
18,31,25,0,3,14.711,0.3120,0.9540,895,0.2190,0.9997,1,0.000000
19,31,16,0,3,89.951,1.0072,0.9500,286,6.3537,0.9997,4,0.000000
20,31,1,0,1,19.947,1.0826,0.7872,715,5.1340,0.9978,5,0.000000
21,31,20,1,4,15.675,1.8714,0.8119,518,4.3921,0.9999,4,-0.020000
22,31,4,0,1,6.548,0.1752,0.9565,845,4.0065,0.9998,4,0.000000
23,31,19,0,2,7.430,0.5251,0.9048,365,1.0733,0.9999,5,0.000000
24,31,27,0,2,61.979,0.7211,0.8667,268,1.8416,0.9999,4,0.000000
25,31,6,1,1,47.308,0.8697,0.8333,1056,4.6343,0.9999,4,0.000600
26,31,4,0,1,73.043,0.8744,0.9104,591,3.0945,0.9998,3,0.000000
27,31,28,0,6,35.469,0.5151,0.9020,1153,2.3723,0.9997,2,0.000000
28,31,24,0,3,99.675,0.2119,0.9524,1105,0.5022,0.9999,4,0.000000
29,31,18,0,2,10.309,1.0125,0.8594,570,14.7945,0.9998,4,0.000000
30,31,25,0,3,1.951,0.6400,0.9130,225,0.0183,0.9998,3,0.000000
31,31,30,0,5,26.910,0.3123,0.9388,907,0.6596,0.9999,4,0.000000
32,31,29,0,6,40.561,0.3503,0.8571,775,0.1345,0.9995,2,0.000000
33,31,26,0,2,90.445,0.8744,0.8704,897,5.2076,0.9996,3,0.000000
34,31,14,0,2,32.189,0.0879,1.0000,716,2.5525,0.9999,4,0.000000
35,31,30,0,2,76.029,0.0204,1.0000,1003,0.0194,0.9995,3,0.000000
36,31,21,1,3,66.217,0.9348,0.9041,400,2.7074,0.9994,1,0.004700
37,31,14,0,2,6.549,1.0162,0.9028,577,2.4193,0.9998,2,0.000000
38,31,28,0,3,22.309,0.1579,0.9846,857,2.8268,0.9999,3,0.000000
39,31,30,0,4,63.470,0.1944,0.9672,371,3.0393,0.9993,1,0.000000
40,31,27,0,2,33.360,0.1779,0.9608,1074,3.3342,0.9997,3,0.000000
41,31,27,0,3,68.660,0.7943,0.9296,666,0.0006,1.0000,5,0.000000
42,31,22,0,4,90.622,0.8385,0.8548,1009,4.4295,0.9999,4,0.000000
43,31,17,0,3,95.239,0.8468,0.7500,606,2.4575,0.9994,1,0.000000
44,31,11,0,2,97.210,0.3240,0.9524,799,1.6238,0.9999,3,0.000000
45,31,26,0,3,71.115,1.0314,0.8718,498,2.1991,0.9999,5,0.000000
46,31,23,1,2,94.250,0.2677,0.9375,973,0.9464,0.9998,4,0.002000
47,31,23,0,5,44.405,0.5242,0.9324,1041,2.2107,0.9998,2,0.000000
48,31,30,0,4,20.511,0.1818,0.9865,1014,1.0284,0.9997,2,0.000000
49,31,23,0,4,42.939,1.6072,0.8293,512,3.3676,0.9998,4,0.000000
50,31,12,0,2,74.571,0.5766,0.8824,913,4.6102,0.9998,4,0.000000
51,31,28,0,5,99.327,0.4029,0.9412,401,1.3711,0.9999,4,0.000000
52,31,8,0,1,90.681,0.8936,0.8462,1052,4.7395,0.9998,2,0.000000
53,31,26,0,3,69.762,0.3698,0.9508,571,0.4474,0.9999,4,0.000000
54,31,22,0,3,45.668,0.8920,0.9155,402,8.5359,0.9995,1,0.000000
55,31,30,0,6,9.141,0.9324,0.9344,232,0.7481,0.9999,3,0.000000
56,31,30,1,2,9.877,0.7954,0.9091,370,3.5007,0.9997,2,0.001500
57,31,29,0,2,81.859,0.3862,0.9286,781,1.3141,0.9996,1,0.000000
58,31,29,0,7,43.468,0.2728,0.9388,382,0.8830,0.9997,2,0.000000
59,31,11,0,2,58.915,0.4724,0.9500,601,0.4220,0.9997,3,0.000000
60,31,19,0,3,70.149,0.8588,0.9074,829,9.2270,0.9997,2,0.000000
61,31,24,0,3,12.317,0.4239,0.9254,449,0.7536,0.9993,1,0.000000
62,31,30,1,4,56.300,0.9518,0.8507,226,32.9160,0.9999,4,0.001200
63,31,29,0,4,54.671,0.5063,0.8889,1108,4.5666,0.9996,2,0.000000
64,31,30,0,6,55.817,0.0652,1.0000,1173,1.2031,0.9999,3,0.000000
65,31,5,0,1,22.529,1.8267,0.8696,211,1.4561,0.9921,2,0.000000
66,31,29,0,3,62.469,0.3290,0.9333,1197,0.0348,0.9998,2,0.000000
67,31,15,0,3,46.840,0.3583,0.9429,1137,1.5292,0.9999,4,0.000000
68,31,28,0,4,87.808,0.2323,0.9184,910,1.5523,0.9999,5,0.000000
69,31,27,0,5,34.507,0.2606,0.9750,200,3.8136,0.9998,4,0.000000
70,31,24,0,2,24.351,0.2362,0.9474,583,2.0274,0.9998,4,0.000000
71,31,1,0,1,68.281,0.2050,0.9667,737,5.0961,0.9978,4,0.000000
72,31,27,0,2,61.289,0.2025,0.9538,648,1.0483,0.9999,4,0.000000
73,31,27,0,4,18.597,0.3543,0.9467,1148,13.4491,0.9996,1,0.000000
74,31,26,0,4,65.319,0.8665,0.9016,1114,6.6311,0.9998,3,0.000000
75,31,24,0,3,3.075,0.4288,0.9333,770,1.2848,0.9997,2,0.000000
76,31,27,1,2,83.045,2.8469,0.8382,448,1.4037,0.9999,5,0.023000
77,31,26,0,3,82.378,0.3765,0.9412,1018,1.9481,0.9995,1,0.000000
78,31,27,0,2,74.276,0.9584,0.9155,776,0.0140,0.9998,2,0.000000
79,31,29,0,3,57.398,0.4410,0.9344,429,7.3653,0.9996,1,0.000000
80,31,20,0,3,70.184,0.4571,0.9646,476,1.4924,1.0000,5,0.000000
81,31,28,0,4,37.477,0.6943,0.8980,966,2.4444,0.9998,2,0.000000
82,31,19,0,4,12.283,0.2632,0.9583,1159,2.1297,0.9994,1,0.000000
83,31,30,0,3,86.548,0.7661,0.9091,790,3.9105,0.9998,3,0.000000
84,31,26,1,4,13.467,0.2231,0.9524,940,2.1211,0.9999,5,0.015500
85,31,28,0,3,82.243,0.1866,0.9551,927,0.0002,1.0000,4,0.000000
