client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,contribution
0,5,-1,0,0,nan,0.0000,0.0000,0,0.0000,0.0000,0,0.000000
1,5,-1,0,0,nan,0.0000,0.0000,0,0.0000,0.0000,0,0.000000
2,5,1,0,1,61.021,3.9969,0.7273,922,7.7377,0.9981,3,0.000000
3,5,-1,0,0,nan,0.0000,0.0000,0,0.0000,0.0000,0,0.000000
4,5,-1,0,0,nan,0.0000,0.0000,0,0.0000,0.0000,0,0.000000
5,5,-1,1,0,74.629,0.0000,0.0000,0,0.0000,0.9994,1,0.063100
6,5,-1,0,0,nan,0.0000,0.0000,0,0.0000,0.0000,0,0.000000
7,5,2,0,1,49.034,0.6765,0.9028,672,1.4415,0.9999,5,0.000000
8,5,-1,1,0,12.402,0.0000,0.0000,0,0.0000,0.9996,4,0.026600
9,5,-1,1,0,82.341,0.0000,0.0000,0,0.0000,0.9994,2,-0.031900
10,5,1,0,1,85.475,3.2515,0.6761,993,7.0509,0.9927,1,0.000000
11,5,3,0,1,74.302,0.0608,0.9863,1059,3.5895,0.9997,2,0.000000
12,5,2,0,1,64.305,1.6701,0.9265,432,6.6083,0.9997,3,0.000000
13,5,3,0,1,10.536,0.4022,0.9667,958,1.6868,0.9997,3,0.000000
14,5,-1,0,0,nan,0.0000,0.0000,0,0.0000,0.0000,0,0.000000
15,5,-1,0,0,nan,0.0000,0.0000,0,0.0000,0.0000,0,0.000000
16,5,-1,0,0,nan,0.0000,0.0000,0,0.0000,0.0000,0,0.000000
17,5,-1,0,0,nan,0.0000,0.0000,0,0.0000,0.0000,0,0.000000
18,5,-1,0,0,nan,0.0000,0.0000,0,0.0000,0.0000,0,0.000000
19,5,-1,1,0,67.861,0.0000,0.0000,0,0.0000,0.9994,4,-0.033200
20,5,1,0,1,19.947,1.0826,0.7872,715,5.1340,0.9978,5,0.000000
21,5,-1,0,0,nan,0.0000,0.0000,0,0.0000,0.0000,0,0.000000
22,5,4,0,1,6.548,0.1752,0.9565,845,4.0065,0.9998,4,0.000000
23,5,-1,0,0,nan,0.0000,0.0000,0,0.0000,0.0000,0,0.000000
24,5,-1,1,0,10.938,0.0000,0.0000,0,0.0000,0.9995,4,0.046600
