client_id,current_round,last_selected_round,selected,participation,loss,accuracy,data_size,grad_norm,cosine,local_epochs,pcdi,contribution
0,32,32,1,4,0.0579,0.9474,600,0.9823,0.9997,5.0,8170.40,-0.052632
1,32,29,0,3,0.0277,1.0000,1187,1.5129,0.9996,3.0,19912.50,0.000000
2,32,25,0,3,0.4311,0.8750,870,0.9198,0.9996,3.0,7660.40,0.000000
3,32,32,1,4,0.1419,1.0000,882,0.0394,0.9929,4.0,58.00,0.000000
4,32,28,0,3,0.9899,0.8378,746,4.9754,0.9997,5.0,40494.50,0.000000
5,32,32,1,3,0.8016,0.9669,973,0.0037,0.9997,1.0,446554.90,0.016529
6,32,14,0,2,0.0540,0.9756,932,0.2275,0.9997,2.0,112931.60,0.000000
7,32,28,0,6,1.1054,0.9038,1093,1.0508,0.9999,4.0,32376.40,0.000000
8,32,29,0,5,0.7193,0.9074,665,6.4861,0.9999,5.0,50702.90,0.000000
9,32,14,0,2,0.0020,1.0000,685,0.0000,0.9999,5.0,81088.10,0.000000
10,32,31,0,4,0.4991,0.8571,840,0.9777,0.9992,1.0,4378.00,0.000000
11,32,15,0,2,0.1883,0.9655,654,5.5423,0.9991,1.0,91690.50,0.000000
12,32,32,1,4,0.1041,0.9524,858,0.6880,0.9994,3.0,17365.60,0.000000
13,32,15,0,2,0.0144,1.0000,1196,0.0018,0.9998,3.0,311342.40,0.000000
14,32,21,0,3,0.1852,0.9869,972,7.8846,1.0000,5.0,3866784.90,0.000000
15,32,28,0,3,0.2078,0.9231,779,3.3709,0.9997,5.0,12542.50,0.000000
16,32,13,0,2,0.0170,1.0000,797,2.4620,0.9997,2.0,80759.60,0.000000
17,32,18,0,2,0.6842,0.9851,407,2.8034,0.9999,2.0,380166.90,0.000000
18,32,16,0,2,0.3281,0.9444,397,4.7746,0.9997,4.0,86568.90,0.000000
19,32,30,0,3,0.4015,0.9412,1087,4.7417,0.9998,4.0,86346.00,0.000000
20,32,14,0,2,0.2133,0.9848,1197,0.0434,0.9999,4.0,133222.00,0.000000
21,32,15,0,2,0.0000,1.0000,780,0.0000,0.9998,4.0,88591.60,0.000000
22,32,28,0,3,0.1406,0.9750,1022,3.8495,0.9998,4.0,28062.10,0.000000
23,32,28,0,3,0.0597,1.0000,1127,0.6022,0.9998,4.0,34554.90,0.000000
24,32,30,0,3,0.7884,0.9737,275,0.0041,0.9998,2.0,126562.50,0.000000
25,32,22,0,3,0.0004,1.0000,768,3.1136,0.9992,5.0,3854.00,0.000000
26,32,32,1,3,0.0954,0.9780,635,0.0830,0.9999,4.0,263665.60,0.000000
27,32,30,0,3,0.8468,0.8764,836,0.0596,0.9998,2.0,152732.10,0.000000
28,32,20,0,2,0.6213,0.9397,1147,2.9634,0.9998,1.0,308312.90,0.000000
29,32,22,0,3,0.4196,0.8889,1024,1.6856,0.9991,5.0,11139.60,0.000000
30,32,26,0,5,0.2406,0.8000,701,3.3499,0.9993,3.0,607.60,0.000000
31,32,27,0,3,2.1073,0.8743,926,13.7891,1.0000,3.0,549238.40,0.000000
32,32,13,0,2,0.0000,1.0000,200,0.0000,0.9997,3.0,182473.60,0.000000
33,32,20,0,2,0.2514,0.9355,479,0.2419,0.9999,3.0,77373.60,0.000000
34,32,26,0,4,0.1837,1.0000,914,4.1290,0.9993,3.0,2228.10,0.000000
35,32,30,0,8,1.3086,0.8889,441,6.8979,0.9995,2.0,28933.60,0.000000
36,32,27,0,3,0.1101,0.9643,405,0.0006,0.9997,4.0,47456.90,0.000000
37,32,27,0,5,0.0134,1.0000,652,0.7855,0.9989,2.0,2446.10,0.000000
38,32,31,0,3,0.0692,0.9565,1178,3.3880,0.9993,4.0,25943.60,0.000000
39,32,17,0,2,0.0002,1.0000,218,0.1141,0.9994,4.0,86016.50,0.000000
40,32,29,0,3,0.1278,0.9643,940,0.1562,0.9992,1.0,22647.60,0.000000
41,32,16,0,2,0.3319,0.9804,948,0.0009,0.9994,1.0,165860.90,0.000000
42,32,27,0,3,0.1681,1.0000,845,7.0008,0.9991,3.0,2144.40,0.000000
43,32,31,0,3,0.0064,1.0000,774,0.0098,0.9998,4.0,23863.60,0.000000
44,32,23,0,3,0.0060,1.0000,659,0.0004,0.9991,2.0,15386.10,0.000000
45,32,31,0,3,0.2390,0.9756,927,0.0498,0.9985,1.0,102098.10,0.000000
46,32,32,1,4,0.5687,0.9167,1022,6.6225,0.9996,2.0,31730.90,0.000000
47,32,19,0,2,0.3799,0.9652,745,1.5164,1.0000,5.0,493842.90,0.000000
48,32,29,0,3,0.0663,0.9756,228,0.0236,0.9997,4.0,37592.10,0.000000
49,32,18,0,2,0.0000,1.0000,670,0.0001,0.9990,1.0,415294.10,0.000000
50,32,26,0,5,0.0982,1.0000,1083,2.5281,0.9991,1.0,853.60,0.000000
51,32,31,0,4,0.1669,0.9474,1059,0.5148,0.9998,4.0,14339.60,0.000000
52,32,30,0,3,0.9648,0.8889,1016,7.0217,0.9996,1.0,61338.50,0.000000
53,32,28,0,5,0.2989,0.9412,897,0.0009,0.9993,5.0,18748.10,0.000000
54,32,21,0,3,0.0000,1.0000,486,0.0001,0.9995,3.0,103162.10,0.000000
55,32,31,0,4,0.0070,1.0000,1134,17.0894,0.9996,5.0,1618.90,0.000000
