client_id,current_round,last_selected_round,selected,participation,loss,accuracy,data_size,grad_norm,cosine,local_epochs,pcdi,contribution
0,36,32,0,4,0.0579,0.9474,600,0.9823,0.9997,5.0,8170.40,0.000000
1,36,29,0,3,0.0277,1.0000,1187,1.5129,0.9996,3.0,19912.50,0.000000
2,36,33,0,4,0.2941,0.8750,316,3.8494,0.9990,2.0,7660.40,0.000000
3,36,32,0,4,0.1419,1.0000,882,0.0394,0.9929,4.0,58.00,0.000000
4,36,28,0,3,0.9899,0.8378,746,4.9754,0.9997,5.0,40494.50,0.000000
5,36,32,0,3,0.8016,0.9669,973,0.0037,0.9997,1.0,446554.90,0.000000
6,36,35,0,3,0.0010,1.0000,616,0.2339,0.9993,1.0,112931.60,0.000000
7,36,34,0,7,1.0053,0.8846,261,1.3701,0.9998,3.0,32376.40,0.000000
8,36,29,0,5,0.7193,0.9074,665,6.4861,0.9999,5.0,50702.90,0.000000
9,36,14,0,2,0.0020,1.0000,685,0.0000,0.9999,5.0,81088.10,0.000000
10,36,34,0,5,0.6135,0.9286,665,0.3607,0.9988,3.0,4378.00,0.000000
11,36,15,0,2,0.1883,0.9655,654,5.5423,0.9991,1.0,91690.50,0.000000
12,36,32,0,4,0.1041,0.9524,858,0.6880,0.9994,3.0,17365.60,0.000000
13,36,15,0,2,0.0144,1.0000,1196,0.0018,0.9998,3.0,311342.40,0.000000
14,36,21,0,3,0.1852,0.9869,972,7.8846,1.0000,5.0,3866784.90,0.000000
15,36,28,0,3,0.2078,0.9231,779,3.3709,0.9997,5.0,12542.50,0.000000
16,36,33,0,3,0.0508,0.9762,1142,0.2387,0.9998,3.0,80759.60,0.000000
17,36,18,0,2,0.6842,0.9851,407,2.8034,0.9999,2.0,380166.90,0.000000
18,36,16,0,2,0.3281,0.9444,397,4.7746,0.9997,4.0,86568.90,0.000000
19,36,30,0,3,0.4015,0.9412,1087,4.7417,0.9998,4.0,86346.00,0.000000
20,36,33,0,3,0.2281,0.9697,766,0.3742,0.9998,3.0,133222.00,0.000000
21,36,15,0,2,0.0000,1.0000,780,0.0000,0.9998,4.0,88591.60,0.000000
22,36,28,0,3,0.1406,0.9750,1022,3.8495,0.9998,4.0,28062.10,0.000000
23,36,28,0,3,0.0597,1.0000,1127,0.6022,0.9998,4.0,34554.90,0.000000
24,36,30,0,3,0.7884,0.9737,275,0.0041,0.9998,2.0,126562.50,0.000000
25,36,34,0,4,0.0054,1.0000,1153,0.0240,0.9984,2.0,3854.00,0.000000
26,36,32,0,3,0.0954,0.9780,635,0.0830,0.9999,4.0,263665.60,0.000000
27,36,30,0,3,0.8468,0.8764,836,0.0596,0.9998,2.0,152732.10,0.000000
28,36,33,0,3,0.6423,0.9655,744,1.1607,1.0000,5.0,308312.90,0.000000
29,36,33,0,4,0.0963,1.0000,846,0.0056,0.9995,4.0,11139.60,0.000000
30,36,33,0,6,0.0038,1.0000,724,2.1619,0.9993,1.0,607.60,0.000000
31,36,27,0,3,2.1073,0.8743,926,13.7891,1.0000,3.0,549238.40,0.000000
32,36,13,0,2,0.0000,1.0000,200,0.0000,0.9997,3.0,182473.60,0.000000
33,36,20,0,2,0.2514,0.9355,479,0.2419,0.9999,3.0,77373.60,0.000000
34,36,36,1,5,0.2731,0.8889,267,4.5345,0.9992,2.0,2228.10,-0.111111
35,36,36,1,10,1.4860,0.8611,622,1.3818,0.9996,2.0,28933.60,0.055556
36,36,27,0,3,0.1101,0.9643,405,0.0006,0.9997,4.0,47456.90,0.000000
37,36,36,1,6,0.0477,1.0000,749,2.9086,0.9985,3.0,2446.10,0.000000
38,36,31,0,3,0.0692,0.9565,1178,3.3880,0.9993,4.0,25943.60,0.000000
39,36,17,0,2,0.0002,1.0000,218,0.1141,0.9994,4.0,86016.50,0.000000
40,36,36,1,4,0.0773,0.9643,1000,1.4548,0.9996,3.0,22647.60,0.000000
41,36,33,0,3,0.1860,0.9804,222,0.0000,0.9997,3.0,165860.90,0.000000
42,36,36,1,4,0.4795,0.8750,869,1.8533,0.9986,3.0,2144.40,-0.125000
43,36,31,0,3,0.0064,1.0000,774,0.0098,0.9998,4.0,23863.60,0.000000
44,36,33,0,4,0.0024,1.0000,297,0.0000,0.9992,2.0,15386.10,0.000000
45,36,31,0,3,0.2390,0.9756,927,0.0498,0.9985,1.0,102098.10,0.000000
