client_id,current_round,last_selected_round,selected,participation,loss,accuracy,data_size,grad_norm,cosine,local_epochs,pcdi,contribution
0,38,38,1,5,0.0924,0.9474,1016,6.7050,0.9993,4.0,8170.40,0.000000
1,38,29,0,3,0.0277,1.0000,1187,1.5129,0.9996,3.0,19912.50,0.000000
2,38,33,0,4,0.2941,0.8750,316,3.8494,0.9990,2.0,7660.40,0.000000
3,38,32,0,4,0.1419,1.0000,882,0.0394,0.9929,4.0,58.00,0.000000
4,38,38,1,4,1.3293,0.7838,770,1.5707,0.9995,3.0,40494.50,-0.054054
5,38,32,0,3,0.8016,0.9669,973,0.0037,0.9997,1.0,446554.90,0.000000
6,38,35,0,3,0.0010,1.0000,616,0.2339,0.9993,1.0,112931.60,0.000000
7,38,38,1,9,0.9569,0.8654,1147,3.4147,0.9999,3.0,32376.40,0.000000
8,38,29,0,5,0.7193,0.9074,665,6.4861,0.9999,5.0,50702.90,0.000000
9,38,38,1,3,0.0029,1.0000,601,0.0000,0.9992,3.0,81088.10,0.000000
10,38,38,1,6,0.9476,0.7857,751,0.0003,0.9993,4.0,4378.00,-0.142857
11,38,15,0,2,0.1883,0.9655,654,5.5423,0.9991,1.0,91690.50,0.000000
12,38,32,0,4,0.1041,0.9524,858,0.6880,0.9994,3.0,17365.60,0.000000
13,38,37,0,3,0.0021,1.0000,881,0.0649,0.9999,5.0,311342.40,0.000000
14,38,21,0,3,0.1852,0.9869,972,7.8846,1.0000,5.0,3866784.90,0.000000
15,38,28,0,3,0.2078,0.9231,779,3.3709,0.9997,5.0,12542.50,0.000000
16,38,33,0,3,0.0508,0.9762,1142,0.2387,0.9998,3.0,80759.60,0.000000
17,38,18,0,2,0.6842,0.9851,407,2.8034,0.9999,2.0,380166.90,0.000000
18,38,16,0,2,0.3281,0.9444,397,4.7746,0.9997,4.0,86568.90,0.000000
19,38,30,0,3,0.4015,0.9412,1087,4.7417,0.9998,4.0,86346.00,0.000000
20,38,33,0,3,0.2281,0.9697,766,0.3742,0.9998,3.0,133222.00,0.000000
21,38,15,0,2,0.0000,1.0000,780,0.0000,0.9998,4.0,88591.60,0.000000
22,38,28,0,3,0.1406,0.9750,1022,3.8495,0.9998,4.0,28062.10,0.000000
23,38,28,0,3,0.0597,1.0000,1127,0.6022,0.9998,4.0,34554.90,0.000000
