client_id,current_round,last_selected_round,selected,participation,loss,accuracy,data_size,grad_norm,cosine,local_epochs,pcdi,contribution
0,6,4,0,1,0.1286,0.9474,406,0.6522,0.9995,5.0,8170.40,0.000000
1,6,6,1,1,0.0581,1.0000,292,5.6052,0.9983,1.0,19912.50,1.000000
2,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,7660.40,0.000000
3,6,4,0,1,1.0478,0.0000,373,5.8636,0.9943,3.0,58.00,0.000000
4,6,2,0,1,2.0770,0.6216,1192,12.0377,0.9987,2.0,40494.50,0.000000
5,6,1,0,1,1.2256,0.9008,791,39.2883,0.9995,2.0,446554.90,0.000000
6,6,4,0,1,0.0617,0.9756,873,0.1000,0.9998,3.0,112931.60,0.000000
7,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,32376.40,0.000000
8,6,6,1,1,2.2589,0.5556,742,5.3379,0.9994,2.0,50702.90,0.555556
9,6,4,0,1,0.0086,1.0000,526,5.3228,0.9999,5.0,81088.10,0.000000
10,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,4378.00,0.000000
11,6,5,0,1,0.3336,0.9655,912,0.2577,0.9999,4.0,91690.50,0.000000
12,6,3,0,1,0.3149,0.8095,995,2.4015,0.9989,2.0,17365.60,0.000000
13,6,5,0,1,0.2428,0.9868,914,0.0009,0.9999,5.0,311342.40,0.000000
14,6,1,0,1,0.5052,0.9804,270,0.3464,0.9988,2.0,3866784.90,0.000000
15,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,12542.50,0.000000
16,6,3,0,1,0.0332,1.0000,1068,1.3073,0.9998,5.0,80759.60,0.000000
17,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,380166.90,0.000000
18,6,6,1,1,0.3994,0.9444,995,0.0493,0.9989,1.0,86568.90,0.944444
19,6,2,0,1,1.4445,0.8039,1024,5.9397,0.9981,1.0,86346.00,0.000000
20,6,4,0,1,0.3719,0.9394,758,2.0423,0.9999,4.0,133222.00,0.000000
21,6,5,0,1,0.0000,1.0000,1158,0.0000,0.9998,3.0,88591.60,0.000000
22,6,5,0,1,1.4205,0.8250,674,4.6427,0.9998,5.0,28062.10,0.000000
23,6,3,0,1,0.0876,0.9459,827,1.9517,0.9995,3.0,34554.90,0.000000
24,6,3,0,1,0.3613,0.9868,452,0.1167,0.9999,4.0,126562.50,0.000000
25,6,2,0,1,0.0215,1.0000,1175,15.7640,0.9967,3.0,3854.00,0.000000
26,6,2,0,1,0.3052,0.9560,412,1.1824,0.9997,4.0,263665.60,0.000000
27,6,3,0,1,1.3994,0.8315,445,3.8293,0.9997,3.0,152732.10,0.000000
28,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,308312.90,0.000000
29,6,4,0,1,0.4203,0.8333,489,5.4900,0.9989,5.0,11139.60,0.000000
30,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,607.60,0.000000
31,6,4,0,1,2.5613,0.8743,336,10.6311,1.0000,5.0,549238.40,0.000000
32,6,3,0,1,0.0000,1.0000,1014,0.0000,0.9996,3.0,182473.60,0.000000
33,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,77373.60,0.000000
34,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,2228.10,0.000000
35,6,1,0,1,1.6830,0.8889,618,5.8861,0.9981,4.0,28933.60,0.000000
36,6,3,0,1,0.6649,0.9643,887,0.2325,0.9993,3.0,47456.90,0.000000
37,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,2446.10,0.000000
38,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,25943.60,0.000000
39,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,86016.50,0.000000
40,6,1,0,1,0.1471,0.9643,508,0.0176,0.9981,5.0,22647.60,0.000000
41,6,6,1,1,0.1966,0.9804,621,0.0614,0.9997,3.0,165860.90,0.980392
42,6,6,1,1,0.4566,0.7500,744,4.0154,0.9991,3.0,2144.40,0.750000
43,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,23863.60,0.000000
44,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,15386.10,0.000000
45,6,2,0,1,0.3417,0.9756,685,0.1374,0.9995,4.0,102098.10,0.000000
46,6,4,0,1,1.0100,0.9722,219,2.6116,0.9993,3.0,31730.90,0.000000
47,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,493842.90,0.000000
48,6,5,0,1,0.0728,0.9756,1053,0.0569,0.9992,2.0,37592.10,0.000000
49,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,415294.10,0.000000
50,6,6,1,1,0.0090,1.0000,677,0.0027,0.9991,4.0,853.60,1.000000
51,6,1,0,1,0.3625,0.9474,790,3.1170,0.9885,4.0,14339.60,0.000000
52,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,61338.50,0.000000
53,6,1,0,1,0.5556,0.8824,668,2.2840,0.9518,2.0,18748.10,0.000000
54,6,1,0,1,0.0047,1.0000,842,2.7130,0.9953,3.0,103162.10,0.000000
55,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,1618.90,0.000000
56,6,6,1,1,0.0770,1.0000,614,5.6688,0.9989,4.0,2498.90,1.000000
57,6,3,0,1,2.0559,0.8081,889,1.7424,0.9999,4.0,177833.60,0.000000
58,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,22448.40,0.000000
59,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,203730.10,0.000000
60,6,5,0,1,1.6492,0.6667,239,7.7663,0.9989,2.0,13920.10,0.000000
61,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,63816.50,0.000000
62,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,560004.90,0.000000
63,6,1,0,1,1.9934,1.0000,692,7.7476,0.9118,2.0,440.00,0.000000
64,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,519950.40,0.000000
65,6,2,0,1,0.3857,0.7692,308,7.1332,0.9973,4.0,9299.60,0.000000
66,6,2,0,1,1.1179,0.9120,819,1.2386,0.9997,2.0,426088.10,0.000000
67,6,3,0,1,0.0141,1.0000,983,3.3145,0.9992,4.0,1963.60,0.000000
68,6,5,0,1,0.6150,0.9351,583,1.5224,0.9995,1.0,76496.40,0.000000
69,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,51944.50,0.000000
70,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,878.10,0.000000
71,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,330910.10,0.000000
72,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,490678.10,0.000000
73,6,2,0,1,2.0747,0.9333,627,0.0934,0.9992,1.0,371094.90,0.000000
74,6,5,0,1,0.0143,1.0000,215,0.0245,0.9996,5.0,40718.10,0.000000
75,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,71626.10,0.000000
76,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,174628.00,0.000000
77,6,1,0,1,0.0043,1.0000,355,0.0002,0.9978,5.0,12110.00,0.000000
78,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,351458.10,0.000000
79,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,905372.10,0.000000
80,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,339110.90,0.000000
81,6,5,0,1,0.5295,0.6667,750,1.7226,0.9986,5.0,846.40,0.000000
82,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,148785.60,0.000000
83,6,6,1,1,0.5927,0.9558,1117,2.8390,0.9994,1.0,759710.10,0.955752
84,6,4,0,1,0.6740,0.9518,661,2.4624,0.9999,3.0,220956.50,0.000000
85,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,962561.60,0.000000
86,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,1085129.60,0.000000
87,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,73471.60,0.000000
88,6,5,0,1,0.2774,0.9796,391,0.5133,0.9999,3.0,523832.40,0.000000
89,6,6,1,1,0.0564,0.9688,1007,6.4993,0.9988,4.0,39071.60,0.968750
90,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,579704.00,0.000000
91,6,4,0,1,0.9523,0.8462,821,8.8856,0.9992,1.0,220097.60,0.000000
92,6,6,1,1,0.2022,0.8750,513,3.8010,0.9991,2.0,10013.60,0.875000
93,6,2,0,1,0.3317,0.9048,581,1.0922,0.9996,4.0,86030.00,0.000000
94,6,3,0,1,2.7609,0.0000,346,14.1440,0.9876,1.0,284.10,0.000000
95,6,2,0,1,0.0387,1.0000,1099,0.1344,0.9995,4.0,50780.40,0.000000
96,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,10492.10,0.000000
97,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,4618.90,0.000000
98,6,1,0,1,1.2732,0.9769,402,0.1006,0.9987,2.0,2830874.40,0.000000
99,6,-1,0,0,0.0000,0.0000,0,0.0000,0.0000,1.0,450411.60,0.000000
