client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,19,2,0,1,71.916,2.777,0.550,1174,13.127,0.9251,2
1,19,10,0,1,33.322,0.478,0.933,1029,0.338,0.4997,5
2,19,10,0,1,21.439,0.398,0.900,795,1.921,0.3115,2
3,19,16,0,2,83.694,0.036,1.000,518,0.201,0.4353,4
4,19,10,0,1,48.889,0.387,0.950,759,3.190,0.4437,4
5,19,9,0,1,9.946,0.468,0.933,738,0.453,0.4561,4
6,19,7,0,1,54.066,0.512,0.917,342,2.521,0.2630,1
7,19,1,0,1,20.707,2.225,0.617,794,5.460,0.9418,4
8,19,12,0,2,71.034,0.217,0.967,891,1.637,0.3399,2
9,19,11,0,2,86.322,0.337,0.933,576,0.010,0.4339,5
10,19,17,0,3,85.626,0.531,0.933,397,0.120,0.4325,5
11,19,14,0,3,48.085,0.350,0.950,1188,0.227,0.4898,4
12,19,16,0,3,9.370,0.465,0.950,395,1.726,0.1479,1
13,19,18,0,4,28.958,0.405,0.950,367,2.721,0.1612,1
14,19,6,0,1,64.839,0.442,0.933,812,2.847,0.3030,1
15,19,17,0,3,48.951,0.025,1.000,860,1.671,0.3383,3
16,19,12,0,2,67.563,0.259,0.967,791,0.631,0.4924,5
17,19,2,0,1,58.918,1.671,0.733,287,10.124,0.9173,2
18,19,12,0,2,57.999,0.296,0.950,492,0.559,0.3380,2
19,19,1,0,1,68.073,4.048,0.333,505,1.721,0.9404,3
20,19,19,1,3,68.658,0.166,0.967,753,1.356,0.4306,3
21,19,11,0,2,88.777,0.109,0.983,633,1.553,0.2843,2
22,19,17,0,3,75.517,0.117,0.983,832,0.072,0.3665,5
23,19,14,0,3,42.243,0.764,0.917,200,1.534,0.3803,3
24,19,15,0,2,11.748,0.264,0.933,1142,0.108,0.2099,1
25,19,3,0,1,93.186,0.703,0.883,662,5.669,0.4986,1
26,19,19,1,3,98.009,0.392,0.933,780,4.579,0.2304,1
27,19,9,0,1,28.253,0.371,0.950,672,2.846,0.3500,1
28,19,10,0,1,97.878,0.052,1.000,602,0.900,0.5739,5
29,19,14,0,2,67.497,0.476,0.933,1071,2.018,0.2556,1
30,19,17,0,3,9.608,0.064,1.000,486,1.336,0.3986,3
31,19,5,0,1,68.285,0.772,0.883,591,1.101,0.6402,5
32,19,15,0,3,28.961,0.286,0.933,487,1.885,0.3748,3
33,19,5,0,1,41.554,0.303,0.950,950,5.030,0.3411,1
34,19,19,1,3,35.071,0.258,0.967,470,0.046,0.3208,3
35,19,19,1,2,86.960,0.181,0.967,1180,0.125,0.3990,4
36,19,8,0,1,49.024,0.510,0.933,982,1.455,0.4092,4
37,19,4,0,1,7.159,0.456,0.967,403,3.993,0.5622,2
38,19,13,0,2,19.714,0.508,0.933,357,0.083,0.3798,5
39,19,10,0,1,6.270,0.404,0.917,484,1.935,0.2132,1
40,19,11,0,2,36.580,0.190,0.950,330,2.102,0.4018,3
41,19,3,0,1,96.879,0.807,0.900,714,1.583,0.7734,4
42,19,7,0,1,82.032,0.681,0.883,409,1.536,0.4900,3
43,19,16,0,2,37.716,0.566,0.933,204,0.048,0.3789,5
44,19,14,0,2,26.332,0.443,0.950,475,0.617,0.2820,2
45,19,19,1,3,78.315,0.074,0.983,1123,0.714,0.2268,1
46,19,14,0,2,91.560,0.961,0.933,548,0.425,0.3948,4
47,19,9,0,1,99.718,0.121,0.967,1113,1.159,0.5565,5
48,19,8,0,1,63.761,0.377,0.933,1151,3.268,0.3309,1
49,19,13,0,2,83.411,0.179,0.967,1127,0.108,0.4043,5
50,19,18,0,2,69.006,0.203,0.967,451,3.897,0.3578,2
51,19,15,0,2,87.433,0.083,1.000,826,0.386,0.5038,4
52,19,19,1,3,58.533,0.351,0.967,384,0.045,0.5001,5
53,19,16,0,2,58.494,0.470,0.950,1181,0.347,0.4173,5
54,19,10,0,1,9.362,0.032,1.000,892,3.462,0.2217,1
55,19,17,0,3,20.608,0.181,0.967,963,0.590,0.3899,2
56,19,16,0,2,52.533,0.551,0.933,443,0.062,0.3971,5
57,19,17,0,3,83.568,0.296,0.950,1053,2.616,0.3241,2
58,19,6,0,1,43.070,0.451,0.917,974,0.817,0.5208,5
59,19,9,0,1,11.252,0.163,0.967,699,1.193,0.3699,2
60,19,3,0,1,52.758,0.773,0.883,1191,2.403,0.7750,4
61,19,2,0,1,80.835,2.554,0.650,545,14.661,0.9309,2
62,19,12,0,2,82.367,0.572,0.950,1063,0.038,0.4464,5
63,19,19,1,3,77.128,0.084,0.983,239,0.395,0.3223,2
64,19,18,0,3,29.001,0.111,0.967,970,0.968,0.1636,1
65,19,5,0,1,90.865,0.556,0.950,665,3.068,0.6362,5
66,19,4,0,1,75.215,0.609,0.967,350,0.977,0.5747,3
67,19,17,0,2,36.524,1.021,0.900,1141,0.136,0.3346,4
68,19,18,0,2,26.413,0.596,0.917,517,2.635,0.3379,2
69,19,11,0,2,99.594,0.117,0.967,848,1.407,0.4033,3
70,19,4,0,1,26.854,0.757,0.867,540,2.269,0.4074,1
71,19,8,0,1,36.584,0.535,0.950,561,2.232,0.4969,4
72,19,6,0,1,71.611,0.175,0.950,819,5.863,0.6044,5
