client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,29,21,0,2,20.828,0.260,0.967,492,0.919,0.4734,3
1,29,22,0,2,83.846,0.216,0.967,256,0.567,0.1777,1
2,29,21,0,2,29.762,0.608,0.883,1186,2.873,0.2916,1
3,29,20,0,3,70.902,0.035,1.000,1140,4.335,0.2139,1
4,29,27,0,3,66.591,0.294,0.967,362,0.067,0.3370,3
5,29,9,0,1,9.946,0.468,0.933,738,0.453,0.4561,4
6,29,7,0,1,54.066,0.512,0.917,342,2.521,0.2630,1
7,29,24,0,2,12.326,0.195,0.950,1047,1.179,0.3421,2
8,29,27,0,4,81.540,0.136,0.967,1141,0.051,0.3951,5
9,29,11,0,2,86.322,0.337,0.933,576,0.010,0.4339,5
10,29,17,0,3,85.626,0.531,0.933,397,0.120,0.4325,5
11,29,22,0,4,57.796,0.340,0.967,339,0.247,0.5048,5
12,29,29,1,4,34.334,0.404,0.933,731,0.910,0.3815,2
13,29,25,0,7,70.829,0.341,0.917,1002,2.284,0.2243,2
14,29,23,0,2,62.684,0.105,0.967,1043,0.098,0.3977,3
15,29,17,0,3,48.951,0.025,1.000,860,1.671,0.3383,3
16,29,23,0,3,9.541,0.085,0.983,274,0.078,0.4296,5
17,29,26,0,2,4.573,0.181,0.967,650,0.029,0.3116,4
18,29,27,0,3,26.334,0.039,1.000,469,0.527,0.2512,1
19,29,1,0,1,68.073,4.048,0.333,505,1.721,0.9404,3
20,29,19,0,3,68.658,0.166,0.967,753,1.356,0.4306,3
21,29,20,0,3,73.409,0.051,0.983,675,2.206,0.2976,3
22,29,24,0,4,65.950,0.106,0.983,1051,0.054,0.3593,5
23,29,21,0,4,77.414,0.715,0.900,361,2.800,0.2988,1
24,29,26,0,3,83.647,0.243,0.967,460,0.389,0.4047,4
25,29,23,0,2,16.230,0.560,0.917,391,5.001,0.1944,1
26,29,29,1,5,72.317,0.171,0.950,487,0.064,0.2116,1
27,29,28,0,3,38.587,0.270,0.983,313,0.072,0.3468,3
