client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,59,48,0,3,93.488,0.171,0.983,1183,0.314,0.5491,5
1,59,59,1,4,11.594,0.013,1.000,856,0.053,0.4721,4
2,59,55,0,5,79.394,0.436,0.933,538,0.358,0.1872,1
3,59,53,0,4,96.241,0.005,1.000,300,3.536,0.5163,3
4,59,38,0,7,79.733,0.129,0.983,538,0.115,0.2968,2
5,59,55,0,4,6.294,0.111,0.967,410,0.021,0.2250,1
6,59,46,0,2,39.051,0.211,0.950,726,0.904,0.1707,1
7,59,33,0,3,66.639,0.263,0.917,1128,0.196,0.1595,1
8,59,52,0,9,38.304,0.010,1.000,289,0.064,0.1937,4
9,59,59,1,7,80.554,0.117,0.967,606,0.034,0.3044,3
10,59,58,0,8,17.230,0.174,0.967,213,0.803,0.4532,4
11,59,58,0,10,93.089,0.267,0.967,619,1.364,0.4107,2
12,59,42,0,5,73.698,0.168,0.967,433,0.025,0.4262,5
13,59,33,0,8,23.971,0.361,0.967,1130,0.100,0.3810,4
14,59,53,0,4,6.631,0.045,0.983,549,1.194,0.2402,1
15,59,17,0,3,48.951,0.025,1.000,860,1.671,0.3383,3
16,59,57,0,8,53.086,0.169,0.950,456,0.693,0.3661,2
17,59,40,0,3,69.383,0.371,0.950,341,1.660,0.2935,1
18,59,37,0,7,73.870,0.013,1.000,443,0.696,0.2718,4
19,59,57,0,4,13.646,0.047,0.983,617,0.314,0.4242,3
20,59,19,0,3,68.658,0.166,0.967,753,1.356,0.4306,3
21,59,55,0,8,66.478,0.006,1.000,1006,0.079,0.0215,2
22,59,38,0,6,81.912,0.080,0.983,311,0.647,0.0381,1
23,59,59,1,13,6.275,0.288,0.967,468,1.401,0.4864,3
24,59,54,0,7,78.283,0.093,0.983,535,0.114,0.3750,5
25,59,54,0,11,50.950,0.130,0.967,979,0.028,0.3564,3
26,59,56,0,8,41.500,0.361,0.950,327,0.061,0.3256,3
27,59,57,0,5,39.010,0.173,0.967,893,0.026,0.3252,5
28,59,10,0,1,97.878,0.052,1.000,602,0.900,0.5739,5
29,59,41,0,6,97.637,0.487,0.967,819,0.054,0.3221,5
30,59,46,0,7,18.952,0.100,0.983,558,0.383,0.3874,3
31,59,57,0,7,60.114,0.044,0.983,892,0.507,0.1773,1
32,59,53,0,8,90.224,0.129,0.967,835,2.084,0.4007,2
33,59,57,0,4,64.798,0.001,1.000,1133,0.086,0.2610,4
