client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,84,71,0,6,39.034,0.144,0.967,900,0.123,0.2247,1
1,84,61,0,5,9.429,0.043,1.000,300,0.013,0.3799,4
2,84,77,0,7,69.843,0.371,0.967,803,0.171,0.4117,4
3,84,83,0,6,24.313,0.074,0.983,630,0.996,0.3943,2
4,84,80,0,12,34.075,0.052,0.983,895,0.029,0.2156,4
5,84,55,0,4,6.294,0.111,0.967,410,0.021,0.2250,1
6,84,78,0,3,76.165,0.122,0.967,745,3.408,0.3572,2
7,84,33,0,3,66.639,0.263,0.917,1128,0.196,0.1595,1
8,84,74,0,12,93.210,0.008,1.000,427,0.036,0.1951,5
9,84,83,0,8,48.444,0.044,1.000,554,0.018,0.2078,3
10,84,83,0,9,42.353,0.410,0.950,520,0.297,0.3832,2
11,84,58,0,10,93.089,0.267,0.967,619,1.364,0.4107,2
12,84,84,1,9,36.294,0.026,1.000,386,0.033,0.3783,5
13,84,81,0,11,88.535,0.025,1.000,992,2.745,0.2263,1
14,84,77,0,9,79.335,0.008,1.000,337,0.547,0.3432,3
15,84,73,0,6,41.802,0.001,1.000,252,0.023,0.2990,3
16,84,84,1,11,23.722,0.106,0.967,285,0.004,0.4032,4
17,84,83,0,6,81.644,0.433,0.967,566,0.011,0.1737,4
18,84,64,0,8,75.602,0.028,1.000,946,0.041,0.3830,4
19,84,83,0,10,17.111,0.004,1.000,360,0.166,0.2037,3
20,84,82,0,4,98.687,0.166,0.983,539,0.055,0.4680,3
21,84,82,0,13,81.138,0.004,1.000,945,0.063,0.1449,2
22,84,78,0,9,48.525,0.006,1.000,649,0.055,0.3794,4
23,84,75,0,17,91.741,0.154,0.967,519,0.069,0.2494,5
24,84,68,0,9,37.369,0.010,1.000,1130,0.023,0.1552,3
25,84,54,0,11,50.950,0.130,0.967,979,0.028,0.3564,3
26,84,82,0,11,87.843,0.530,0.950,1117,0.047,0.3896,3
27,84,80,0,7,86.719,0.028,1.000,1127,0.027,0.3858,3
28,84,83,0,5,2.128,0.009,1.000,1075,0.619,0.3397,2
29,84,71,0,8,76.312,0.361,0.967,645,0.034,0.4083,5
30,84,80,0,10,26.780,0.003,1.000,850,0.080,0.2499,4
31,84,72,0,10,91.121,0.040,0.983,974,0.012,0.2409,4
32,84,79,0,10,45.905,0.102,0.983,798,2.130,0.4013,3
33,84,65,0,6,30.807,0.003,1.000,235,0.091,0.2664,2
34,84,73,0,10,20.539,0.007,1.000,499,0.001,0.2218,4
35,84,72,0,6,15.466,0.032,1.000,213,0.034,0.3325,4
36,84,79,0,7,14.089,0.110,0.983,669,0.045,0.3100,4
37,84,80,0,6,92.927,0.001,1.000,576,0.208,0.4856,5
38,84,77,0,11,21.358,0.231,0.967,505,0.047,0.3373,5
39,84,78,0,15,93.674,0.120,0.983,356,0.069,0.2857,3
40,84,76,0,10,96.842,0.115,0.967,540,0.117,0.1815,1
41,84,83,0,14,82.433,0.136,0.983,969,0.040,0.2812,5
42,84,84,1,12,95.615,0.079,0.983,686,0.267,0.2463,2
43,84,74,0,7,85.437,0.434,0.950,905,3.532,0.2976,2
44,84,78,0,6,93.041,0.276,0.983,973,0.561,0.2996,1
45,84,84,1,11,9.636,0.027,1.000,405,0.024,0.2044,4
46,84,81,0,6,40.625,0.752,0.933,850,0.408,0.3130,2
47,84,9,0,1,99.718,0.121,0.967,1113,1.159,0.5565,5
48,84,78,0,5,60.302,0.098,0.967,925,2.063,0.1905,1
49,84,84,1,9,92.533,0.017,1.000,552,0.052,0.2528,4
50,84,82,0,10,56.091,0.075,0.983,874,0.406,0.2536,2
51,84,83,0,13,72.212,0.037,1.000,730,0.029,0.4443,5
