client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,73,71,0,6,39.034,0.144,0.967,900,0.123,0.2247,1
1,73,61,0,5,9.429,0.043,1.000,300,0.013,0.3799,4
2,73,55,0,5,79.394,0.436,0.933,538,0.358,0.1872,1
3,73,53,0,4,96.241,0.005,1.000,300,3.536,0.5163,3
4,73,67,0,10,39.900,0.062,1.000,662,0.843,0.2022,1
5,73,55,0,4,6.294,0.111,0.967,410,0.021,0.2250,1
6,73,46,0,2,39.051,0.211,0.950,726,0.904,0.1707,1
7,73,33,0,3,66.639,0.263,0.917,1128,0.196,0.1595,1
8,73,73,1,11,14.556,0.020,1.000,526,0.032,0.3360,4
9,73,59,0,7,80.554,0.117,0.967,606,0.034,0.3044,3
10,73,58,0,8,17.230,0.174,0.967,213,0.803,0.4532,4
11,73,58,0,10,93.089,0.267,0.967,619,1.364,0.4107,2
12,73,66,0,6,14.551,0.504,0.950,599,0.087,0.1542,1
13,73,63,0,9,38.169,0.063,0.983,259,0.059,0.3454,2
14,73,73,1,8,46.996,0.006,1.000,877,0.016,0.3484,5
15,73,73,1,6,41.802,0.001,1.000,252,0.023,0.2990,3
16,73,66,0,10,58.404,0.014,1.000,408,0.082,0.4972,4
17,73,70,0,5,52.349,0.431,0.967,999,0.003,0.2631,5
18,73,64,0,8,75.602,0.028,1.000,946,0.041,0.3830,4
19,73,70,0,7,81.180,0.010,1.000,1178,3.348,0.4161,3
20,73,19,0,3,68.658,0.166,0.967,753,1.356,0.4306,3
21,73,71,0,10,30.261,0.006,1.000,292,0.166,0.2078,1
22,73,66,0,8,55.330,0.036,0.983,1167,0.222,0.3504,2
23,73,68,0,15,11.727,0.286,0.967,874,0.177,0.3465,3
24,73,68,0,9,37.369,0.010,1.000,1130,0.023,0.1552,3
25,73,54,0,11,50.950,0.130,0.967,979,0.028,0.3564,3
26,73,65,0,9,50.894,0.251,0.967,483,0.462,0.3657,2
27,73,72,0,6,66.016,0.127,0.967,613,0.008,0.3530,5
28,73,67,0,3,51.499,0.029,1.000,1176,3.184,0.2179,1
29,73,71,0,8,76.312,0.361,0.967,645,0.034,0.4083,5
30,73,68,0,9,71.601,0.014,1.000,828,0.110,0.2273,2
31,73,72,0,10,91.121,0.040,0.983,974,0.012,0.2409,4
32,73,67,0,9,42.823,0.060,1.000,1047,0.430,0.5460,3
33,73,65,0,6,30.807,0.003,1.000,235,0.091,0.2664,2
34,73,73,1,10,20.539,0.007,1.000,499,0.001,0.2218,4
35,73,72,0,6,15.466,0.032,1.000,213,0.034,0.3325,4
36,73,70,0,6,21.074,0.227,0.983,674,0.185,0.4208,4
37,73,65,0,5,39.346,0.013,1.000,1100,1.446,0.1907,1
38,73,70,0,10,59.876,0.139,0.983,1073,0.062,0.4636,4
39,73,69,0,13,55.679,0.178,0.967,389,0.027,0.2802,4
40,73,68,0,9,12.572,0.029,1.000,545,0.066,0.4309,3
41,73,69,0,11,67.958,0.215,0.983,641,0.014,0.5144,4
42,73,73,1,9,0.052,0.049,0.983,1139,0.031,0.2901,5
43,73,65,0,6,71.845,0.480,0.917,361,0.298,0.2034,1
44,73,61,0,5,56.305,0.307,0.967,390,0.031,0.3722,5
45,73,71,0,9,5.988,0.038,0.983,826,1.932,0.3015,2
46,73,52,0,5,9.587,0.819,0.933,366,0.357,0.3806,4
47,73,9,0,1,99.718,0.121,0.967,1113,1.159,0.5565,5
48,73,55,0,3,84.240,0.050,1.000,1033,0.102,0.4229,2
49,73,73,1,8,47.495,0.021,1.000,508,0.021,0.3655,2
50,73,72,0,8,61.614,0.043,1.000,279,1.036,0.2014,1
51,73,67,0,10,86.375,0.039,1.000,386,0.058,0.2483,5
52,73,73,1,8,21.438,0.388,0.983,335,0.127,0.5341,4
53,73,34,0,4,18.961,0.468,0.950,1143,0.134,0.3453,4
54,73,72,0,6,95.438,0.001,1.000,336,0.153,0.1804,2
55,73,63,0,10,1.679,0.212,0.983,690,0.011,0.3478,3
56,73,66,0,6,49.366,0.214,0.950,607,0.069,0.3848,3
57,73,57,0,6,48.762,0.047,1.000,1164,0.019,0.1250,1
58,73,64,0,9,4.286,0.229,0.983,440,0.004,0.1367,2
59,73,45,0,5,98.557,0.070,0.983,593,0.293,0.4283,3
60,73,63,0,3,84.124,0.005,1.000,587,0.047,0.4148,4
61,73,73,1,7,69.410,0.068,0.983,896,0.060,0.2698,2
62,73,70,0,6,49.637,0.341,0.967,344,0.018,0.3405,5
63,73,67,0,11,60.899,0.074,0.967,811,0.113,0.3912,4
64,73,71,0,10,86.651,0.002,1.000,1167,0.094,0.2972,4
65,73,72,0,5,74.846,0.153,0.983,1083,0.393,0.5152,2
66,73,71,0,8,3.092,0.220,0.983,300,0.019,0.2410,4
67,73,68,0,7,5.017,0.300,0.983,1190,0.064,0.4791,4
68,73,70,0,8,29.794,0.157,0.950,265,0.195,0.3249,2
69,73,72,0,7,56.623,0.024,1.000,502,0.020,0.2608,5
70,73,47,0,6,48.131,0.072,0.983,546,0.060,0.3298,5
71,73,8,0,1,36.584,0.535,0.950,561,2.232,0.4969,4
72,73,47,0,5,69.714,0.100,0.983,228,0.046,0.5028,4
73,73,71,0,6,25.098,0.130,0.983,747,0.401,0.4970,3
74,73,73,1,8,59.773,0.168,0.983,1005,0.040,0.3626,5
75,73,69,0,10,11.761,0.064,0.967,986,0.716,0.1441,1
76,73,61,0,7,58.042,0.202,0.983,504,0.688,0.2594,2
77,73,58,0,8,11.331,0.063,0.983,975,1.691,0.2525,1
78,73,70,0,13,83.607,0.237,0.967,283,1.315,0.1601,1
79,73,70,0,13,57.884,0.049,0.983,316,2.520,0.1989,1
80,73,66,0,9,23.732,0.136,0.983,267,0.082,0.3051,4
81,73,52,0,5,14.864,0.482,0.950,226,0.254,0.3155,2
82,73,60,0,6,41.913,0.018,1.000,916,0.097,0.4282,4
83,73,73,1,6,23.405,0.057,0.983,989,0.042,0.1807,1
84,73,60,0,8,69.712,0.518,0.967,234,0.145,0.3316,5
85,73,61,0,7,83.651,0.181,0.983,1180,0.040,0.1273,1
86,73,60,0,7,55.878,0.314,0.967,308,0.132,0.3182,4
87,73,69,0,8,12.937,0.116,0.983,1068,0.280,0.3863,2
88,73,53,0,6,35.887,0.177,0.983,672,0.090,0.2826,3
