client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,45,21,0,2,20.828,0.260,0.967,492,0.919,0.4734,3
1,45,31,0,3,43.550,0.126,0.967,1153,0.050,0.3819,5
2,45,21,0,2,29.762,0.608,0.883,1186,2.873,0.2916,1
3,45,20,0,3,70.902,0.035,1.000,1140,4.335,0.2139,1
4,45,38,0,7,79.733,0.129,0.983,538,0.115,0.2968,2
5,45,37,0,3,63.916,0.171,0.983,314,0.094,0.2763,4
6,45,7,0,1,54.066,0.512,0.917,342,2.521,0.2630,1
7,45,33,0,3,66.639,0.263,0.917,1128,0.196,0.1595,1
8,45,45,1,8,76.280,0.013,1.000,761,0.030,0.1608,3
9,45,11,0,2,86.322,0.337,0.933,576,0.010,0.4339,5
10,45,44,0,5,70.057,0.334,0.967,225,4.091,0.2193,1
11,45,36,0,6,5.522,0.058,0.983,399,3.122,0.2684,1
12,45,42,0,5,73.698,0.168,0.967,433,0.025,0.4262,5
13,45,33,0,8,23.971,0.361,0.967,1130,0.100,0.3810,4
14,45,33,0,3,21.539,0.049,1.000,1156,0.251,0.5294,5
15,45,17,0,3,48.951,0.025,1.000,860,1.671,0.3383,3
16,45,35,0,5,77.952,0.115,0.967,1122,2.864,0.3854,2
17,45,40,0,3,69.383,0.371,0.950,341,1.660,0.2935,1
18,45,37,0,7,73.870,0.013,1.000,443,0.696,0.2718,4
19,45,38,0,2,61.346,0.090,1.000,1015,0.954,0.3714,3
20,45,19,0,3,68.658,0.166,0.967,753,1.356,0.4306,3
21,45,40,0,5,28.245,0.067,0.983,800,0.349,0.2787,2
22,45,38,0,6,81.912,0.080,0.983,311,0.647,0.0381,1
23,45,44,0,9,79.428,0.346,0.967,418,0.043,0.3443,3
24,45,43,0,5,7.135,0.103,0.967,804,0.409,0.1224,1
25,45,45,1,9,20.122,0.128,0.967,1046,0.013,0.3110,5
26,45,45,1,6,9.365,0.209,0.950,819,0.424,0.4201,5
27,45,37,0,4,36.056,0.176,0.967,475,0.116,0.4524,5
28,45,10,0,1,97.878,0.052,1.000,602,0.900,0.5739,5
29,45,41,0,6,97.637,0.487,0.967,819,0.054,0.3221,5
30,45,40,0,6,0.978,0.111,0.983,926,0.647,0.2240,1
31,45,39,0,4,79.194,0.217,0.967,528,1.384,0.2946,2
32,45,43,0,7,68.723,0.124,0.950,322,5.320,0.2236,1
33,45,29,0,2,61.211,0.011,1.000,1061,0.367,0.2431,2
34,45,39,0,6,17.338,0.086,0.983,1027,0.016,0.3993,5
35,45,40,0,3,82.528,0.097,0.983,611,0.127,0.4677,3
36,45,32,0,2,17.022,0.077,0.983,377,0.019,0.3843,4
37,45,37,0,3,22.966,0.027,1.000,308,0.134,0.4682,3
38,45,28,0,5,1.881,0.265,0.967,805,0.136,0.4426,5
39,45,42,0,7,5.161,0.153,0.967,675,0.031,0.3118,2
40,45,30,0,4,7.755,0.056,1.000,744,0.137,0.4759,5
41,45,43,0,7,90.929,0.184,0.950,428,1.652,0.3800,2
42,45,42,0,5,16.784,0.269,0.950,1161,1.639,0.1508,1
43,45,38,0,3,45.553,0.367,0.950,729,0.070,0.3380,3
44,45,20,0,3,42.757,0.561,0.950,1173,0.507,0.3735,2
45,45,42,0,6,18.391,0.009,1.000,536,3.050,0.3580,4
46,45,14,0,2,91.560,0.961,0.933,548,0.425,0.3948,4
47,45,9,0,1,99.718,0.121,0.967,1113,1.159,0.5565,5
48,45,8,0,1,63.761,0.377,0.933,1151,3.268,0.3309,1
49,45,25,0,4,38.943,0.055,1.000,933,2.427,0.3002,2
50,45,41,0,4,49.459,0.038,1.000,830,0.054,0.2832,4
51,45,41,0,5,72.080,0.038,0.983,282,0.025,0.3932,5
52,45,43,0,7,75.159,0.392,0.983,1139,0.067,0.4361,5
53,45,34,0,4,18.961,0.468,0.950,1143,0.134,0.3453,4
54,45,36,0,3,8.966,0.068,0.983,564,0.069,0.4358,4
55,45,45,1,7,59.688,0.259,0.967,1097,1.288,0.1180,1
56,45,27,0,4,37.987,0.254,0.967,581,0.769,0.3964,3
57,45,40,0,4,55.350,0.468,0.933,1167,2.838,0.4414,3
58,45,39,0,6,59.065,0.042,0.983,408,0.064,0.2857,4
59,45,45,1,5,98.557,0.070,0.983,593,0.293,0.4283,3
60,45,35,0,2,25.200,0.007,1.000,489,0.153,0.3475,3
61,45,34,0,3,58.356,0.196,0.967,546,1.372,0.3692,3
62,45,41,0,5,65.357,0.414,0.967,703,0.080,0.2893,2
63,45,45,1,7,96.869,0.133,0.967,771,0.047,0.2972,3
64,45,39,0,5,48.159,0.011,1.000,707,0.096,0.4348,4
65,45,36,0,3,97.947,0.063,0.983,593,0.407,0.5274,5
66,45,39,0,3,75.499,0.329,0.967,576,0.009,0.2353,5
67,45,42,0,5,50.813,0.383,0.950,270,0.052,0.4379,4
68,45,45,1,5,3.238,0.318,0.950,1138,0.022,0.2162,3
69,45,24,0,3,28.745,0.062,0.983,836,0.033,0.4316,5
70,45,44,0,5,44.323,0.111,0.983,937,0.046,0.3105,4
71,45,8,0,1,36.584,0.535,0.950,561,2.232,0.4969,4
72,45,44,0,4,93.197,0.063,0.983,390,0.052,0.4128,4
73,45,43,0,2,58.044,0.202,0.983,1052,0.318,0.4788,3
74,45,44,0,5,30.682,0.129,0.983,1164,0.066,0.3803,5
75,45,41,0,7,60.280,0.138,0.967,941,0.229,0.3495,4
76,45,41,0,5,98.828,0.383,0.967,1144,0.163,0.4216,3
77,45,43,0,6,50.505,0.177,0.983,509,0.016,0.2465,4
78,45,45,1,10,21.259,0.316,0.950,403,0.234,0.3015,2
79,45,38,0,7,53.661,0.113,0.983,446,0.118,0.0554,1
80,45,36,0,6,23.444,0.185,0.967,877,1.064,0.2267,1
81,45,35,0,4,85.389,0.247,0.950,351,0.773,0.4163,4
82,45,41,0,4,43.551,0.013,1.000,453,0.030,0.4248,5
83,45,44,0,3,10.786,0.221,0.950,731,0.283,0.4955,4
84,45,23,0,5,92.835,0.603,0.933,986,0.075,0.2815,3
85,45,36,0,5,81.257,0.106,0.983,274,0.416,0.3072,1
86,45,30,0,5,17.831,0.373,0.933,736,0.820,0.3616,3
87,45,41,0,5,55.085,0.238,0.967,882,1.609,0.3602,3
88,45,45,1,4,19.002,0.203,0.983,888,0.078,0.2129,5
89,45,45,1,3,71.912,0.344,0.950,834,0.058,0.5217,5
90,45,40,0,4,30.022,0.022,1.000,237,0.043,0.3193,5
91,45,38,0,4,74.659,0.148,0.967,241,1.143,0.4393,3
92,45,30,0,3,19.933,0.123,0.967,1013,0.841,0.2412,2
93,45,27,0,4,92.811,0.206,0.950,807,3.318,0.2613,1
94,45,36,0,7,30.834,0.174,0.983,306,2.995,0.2513,1
95,45,31,0,4,26.217,0.150,0.967,387,0.104,0.1602,2
96,45,40,0,5,17.698,0.150,0.983,1112,3.067,0.1869,1
97,45,40,0,7,10.898,0.247,0.950,678,0.519,0.2514,1
98,45,34,0,4,26.546,0.395,0.933,335,0.013,0.4546,4
99,45,44,0,6,53.441,0.340,0.950,598,0.090,0.3378,3
