client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,47,21,0,2,20.828,0.260,0.967,492,0.919,0.4734,3
1,47,31,0,3,43.550,0.126,0.967,1153,0.050,0.3819,5
2,47,46,0,3,78.058,0.408,0.933,424,0.053,0.4812,4
3,47,20,0,3,70.902,0.035,1.000,1140,4.335,0.2139,1
4,47,38,0,7,79.733,0.129,0.983,538,0.115,0.2968,2
5,47,37,0,3,63.916,0.171,0.983,314,0.094,0.2763,4
6,47,46,0,2,39.051,0.211,0.950,726,0.904,0.1707,1
7,47,33,0,3,66.639,0.263,0.917,1128,0.196,0.1595,1
8,47,45,0,8,76.280,0.013,1.000,761,0.030,0.1608,3
9,47,11,0,2,86.322,0.337,0.933,576,0.010,0.4339,5
10,47,44,0,5,70.057,0.334,0.967,225,4.091,0.2193,1
11,47,36,0,6,5.522,0.058,0.983,399,3.122,0.2684,1
12,47,42,0,5,73.698,0.168,0.967,433,0.025,0.4262,5
13,47,33,0,8,23.971,0.361,0.967,1130,0.100,0.3810,4
14,47,33,0,3,21.539,0.049,1.000,1156,0.251,0.5294,5
15,47,17,0,3,48.951,0.025,1.000,860,1.671,0.3383,3
16,47,35,0,5,77.952,0.115,0.967,1122,2.864,0.3854,2
17,47,40,0,3,69.383,0.371,0.950,341,1.660,0.2935,1
18,47,37,0,7,73.870,0.013,1.000,443,0.696,0.2718,4
19,47,47,1,3,59.740,0.038,1.000,301,1.626,0.3517,1
20,47,19,0,3,68.658,0.166,0.967,753,1.356,0.4306,3
21,47,40,0,5,28.245,0.067,0.983,800,0.349,0.2787,2
22,47,38,0,6,81.912,0.080,0.983,311,0.647,0.0381,1
23,47,46,0,10,6.375,0.424,0.967,329,0.864,0.3415,4
24,47,47,1,6,76.782,0.053,0.983,1160,0.029,0.3283,5
25,47,45,0,9,20.122,0.128,0.967,1046,0.013,0.3110,5
26,47,46,0,7,62.012,0.317,0.950,916,0.052,0.3747,3
27,47,37,0,4,36.056,0.176,0.967,475,0.116,0.4524,5
28,47,10,0,1,97.878,0.052,1.000,602,0.900,0.5739,5
29,47,41,0,6,97.637,0.487,0.967,819,0.054,0.3221,5
