client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,89,88,0,7,87.532,0.212,0.967,960,0.053,0.4350,2
1,89,61,0,5,9.429,0.043,1.000,300,0.013,0.3799,4
2,89,88,0,8,23.105,0.250,0.967,351,0.226,0.3989,4
3,89,83,0,6,24.313,0.074,0.983,630,0.996,0.3943,2
4,89,89,1,13,24.707,0.069,0.983,1133,0.085,0.3714,5
5,89,55,0,4,6.294,0.111,0.967,410,0.021,0.2250,1
6,89,89,1,4,89.303,0.040,0.983,660,0.046,0.5191,4
7,89,33,0,3,66.639,0.263,0.917,1128,0.196,0.1595,1
8,89,88,0,13,89.242,0.005,1.000,492,0.018,0.3162,5
9,89,85,0,9,51.970,0.036,1.000,699,0.018,0.2807,3
10,89,83,0,9,42.353,0.410,0.950,520,0.297,0.3832,2
11,89,58,0,10,93.089,0.267,0.967,619,1.364,0.4107,2
12,89,87,0,10,44.496,0.160,0.967,613,0.045,0.1325,1
13,89,81,0,11,88.535,0.025,1.000,992,2.745,0.2263,1
14,89,87,0,10,93.473,0.044,1.000,428,0.508,0.3357,2
15,89,73,0,6,41.802,0.001,1.000,252,0.023,0.2990,3
16,89,84,0,11,23.722,0.106,0.967,285,0.004,0.4032,4
17,89,83,0,6,81.644,0.433,0.967,566,0.011,0.1737,4
18,89,85,0,9,4.096,0.017,1.000,1056,0.426,0.2623,1
19,89,89,1,12,97.958,0.007,1.000,523,0.058,0.1977,2
20,89,89,1,5,80.716,0.058,0.983,618,0.233,0.3340,3
21,89,82,0,13,81.138,0.004,1.000,945,0.063,0.1449,2
22,89,85,0,10,10.472,0.010,1.000,801,0.002,0.3459,4
23,89,75,0,17,91.741,0.154,0.967,519,0.069,0.2494,5
24,89,68,0,9,37.369,0.010,1.000,1130,0.023,0.1552,3
25,89,87,0,12,8.740,0.203,0.967,421,0.043,0.3400,5
26,89,82,0,11,87.843,0.530,0.950,1117,0.047,0.3896,3
27,89,80,0,7,86.719,0.028,1.000,1127,0.027,0.3858,3
28,89,83,0,5,2.128,0.009,1.000,1075,0.619,0.3397,2
29,89,87,0,10,33.598,0.283,0.967,1171,0.023,0.2206,3
30,89,86,0,12,43.967,0.011,1.000,913,0.023,0.2521,3
31,89,72,0,10,91.121,0.040,0.983,974,0.012,0.2409,4
32,89,88,0,11,38.122,0.051,0.983,572,3.045,0.4377,2
33,89,65,0,6,30.807,0.003,1.000,235,0.091,0.2664,2
34,89,73,0,10,20.539,0.007,1.000,499,0.001,0.2218,4
35,89,72,0,6,15.466,0.032,1.000,213,0.034,0.3325,4
36,89,86,0,8,98.121,0.291,0.983,796,0.018,0.4024,5
37,89,80,0,6,92.927,0.001,1.000,576,0.208,0.4856,5
38,89,77,0,11,21.358,0.231,0.967,505,0.047,0.3373,5
39,89,78,0,15,93.674,0.120,0.983,356,0.069,0.2857,3
40,89,76,0,10,96.842,0.115,0.967,540,0.117,0.1815,1
