client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,101,96,0,8,71.427,0.135,0.983,1149,0.132,0.3734,3
1,101,90,0,6,63.130,0.005,1.000,254,0.019,0.4275,5
2,101,91,0,9,81.860,0.422,0.967,768,1.740,0.3896,3
3,101,101,1,10,91.302,0.020,1.000,1060,0.738,0.2036,1
4,101,101,1,16,91.554,0.031,1.000,621,0.010,0.1314,3
5,101,101,1,6,56.330,0.014,1.000,1018,0.091,0.4577,3
6,101,93,0,5,80.938,0.021,1.000,683,0.059,0.4579,3
7,101,91,0,4,95.509,0.113,0.967,253,0.170,0.3983,3
8,101,88,0,13,89.242,0.005,1.000,492,0.018,0.3162,5
9,101,92,0,10,63.773,0.037,0.983,518,0.071,0.1851,2
10,101,96,0,11,78.935,0.225,0.967,428,0.006,0.4227,3
11,101,96,0,13,20.322,0.224,0.967,1134,0.023,0.5150,5
12,101,92,0,11,75.529,0.134,0.967,1084,0.017,0.3642,5
13,101,98,0,13,90.412,0.003,1.000,910,0.343,0.2207,1
14,101,87,0,10,93.473,0.044,1.000,428,0.508,0.3357,2
15,101,99,0,9,3.422,0.001,1.000,264,0.229,0.3143,3
16,101,95,0,13,46.323,0.095,0.967,201,0.741,0.4043,2
17,101,99,0,8,90.288,0.503,0.967,790,0.045,0.1611,3
18,101,100,0,11,26.747,0.062,0.983,881,1.284,0.3112,2
19,101,95,0,14,73.090,0.001,1.000,913,0.158,0.3561,5
20,101,90,0,6,1.677,0.152,0.983,914,0.017,0.3622,5
21,101,82,0,13,81.138,0.004,1.000,945,0.063,0.1449,2
22,101,85,0,10,10.472,0.010,1.000,801,0.002,0.3459,4
23,101,100,0,20,42.452,0.194,0.950,1076,0.012,0.1178,5
24,101,101,1,10,5.277,0.008,1.000,757,0.019,0.3830,2
25,101,95,0,14,93.594,0.166,0.967,1045,0.015,0.4138,5
26,101,98,0,12,7.082,0.236,0.967,887,0.043,0.3362,4
27,101,91,0,8,33.518,0.114,0.967,1127,0.001,0.3734,5
28,101,100,0,6,12.568,0.009,1.000,502,0.209,0.5201,2
29,101,101,1,12,3.058,0.311,0.967,765,0.050,0.2763,4
30,101,98,0,13,52.139,0.003,1.000,742,0.030,0.2571,5
31,101,96,0,13,74.208,0.044,0.983,1126,0.023,0.2385,5
32,101,88,0,11,38.122,0.051,0.983,572,3.045,0.4377,2
33,101,94,0,7,15.688,0.000,1.000,912,0.014,0.3287,5
34,101,99,0,12,1.095,0.001,1.000,875,0.036,0.2396,5
35,101,101,1,7,51.075,0.022,1.000,254,0.036,0.4637,4
36,101,86,0,8,98.121,0.291,0.983,796,0.018,0.4024,5
37,101,97,0,7,60.118,0.002,1.000,637,0.294,0.3717,2
38,101,97,0,12,44.848,0.088,0.983,763,0.006,0.4582,3
39,101,94,0,16,42.804,0.102,0.967,707,0.035,0.1898,1
40,101,98,0,12,44.789,0.014,1.000,581,0.023,0.1632,1
41,101,83,0,14,82.433,0.136,0.983,969,0.040,0.2812,5
42,101,93,0,13,65.941,0.099,0.967,326,0.132,0.2004,1
43,101,97,0,10,55.481,0.537,0.933,1054,0.093,0.2715,1
44,101,78,0,6,93.041,0.276,0.983,973,0.561,0.2996,1
45,101,88,0,13,67.024,0.020,1.000,771,0.008,0.2895,5
46,101,91,0,8,57.054,0.616,0.933,327,0.090,0.4058,5
47,101,101,1,2,43.397,0.010,1.000,821,1.920,0.3582,2
48,101,94,0,6,84.444,0.071,1.000,996,0.002,0.4758,5
49,101,91,0,10,75.784,0.013,1.000,435,0.593,0.2191,2
50,101,98,0,13,83.317,0.037,1.000,246,0.082,0.3202,5
51,101,89,0,14,33.304,0.012,1.000,674,0.037,0.2664,4
52,101,98,0,12,81.771,0.312,0.967,1095,0.163,0.3641,1
53,101,96,0,7,25.309,0.288,0.967,320,0.726,0.2564,2
54,101,100,0,8,68.402,0.000,1.000,860,0.050,0.2834,4
55,101,100,0,16,50.421,0.182,0.983,1001,0.013,0.4098,4
56,101,66,0,6,49.366,0.214,0.950,607,0.069,0.3848,3
57,101,100,0,7,99.074,0.306,0.967,773,1.046,0.3368,2
58,101,79,0,10,97.975,0.160,0.983,596,0.113,0.1122,3
59,101,96,0,8,76.474,0.050,0.983,338,0.022,0.3815,2
60,101,100,0,4,12.126,0.001,1.000,595,0.267,0.4225,5
61,101,78,0,8,82.095,0.079,0.983,616,0.035,0.3913,3
62,101,101,1,9,89.152,0.368,0.950,303,0.040,0.2770,3
63,101,99,0,12,65.941,0.053,1.000,335,0.024,0.3881,5
64,101,100,0,14,36.184,0.003,1.000,1027,0.015,0.1885,2
65,101,94,0,8,31.278,0.022,1.000,1159,0.374,0.4686,3
66,101,97,0,9,95.927,0.132,0.983,893,0.021,0.2517,3
67,101,88,0,10,55.692,0.235,0.983,364,0.089,0.3431,4
68,101,87,0,11,31.932,0.218,0.950,446,0.004,0.3548,4
69,101,90,0,9,10.115,0.077,0.983,784,0.137,0.1711,1
70,101,92,0,11,5.717,0.180,0.967,1015,0.530,0.3331,2
71,101,90,0,5,52.219,0.067,0.983,1037,0.112,0.1650,1
72,101,96,0,9,40.785,0.146,0.967,1148,0.078,0.2473,2
73,101,95,0,10,44.078,0.019,1.000,247,0.196,0.2993,4
74,101,94,0,10,0.129,0.103,0.983,629,0.012,0.3229,5
75,101,89,0,12,53.293,0.065,0.983,606,0.904,0.0931,1
76,101,99,0,9,67.395,0.158,0.983,921,0.058,0.4256,4
77,101,87,0,10,27.605,0.064,0.983,693,3.720,0.1037,1
78,101,100,0,18,83.529,0.405,0.967,776,0.032,0.2559,2
79,101,99,0,17,57.395,0.027,0.983,1181,0.178,0.1427,1
80,101,101,1,11,70.636,0.173,0.983,396,0.019,0.2707,4
81,101,95,0,6,88.896,0.272,0.967,496,0.063,0.3889,4
