client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,79,71,0,6,39.034,0.144,0.967,900,0.123,0.2247,1
1,79,61,0,5,9.429,0.043,1.000,300,0.013,0.3799,4
2,79,77,0,7,69.843,0.371,0.967,803,0.171,0.4117,4
3,79,53,0,4,96.241,0.005,1.000,300,3.536,0.5163,3
4,79,77,0,11,30.587,0.076,0.983,546,1.033,0.4175,5
5,79,55,0,4,6.294,0.111,0.967,410,0.021,0.2250,1
6,79,78,0,3,76.165,0.122,0.967,745,3.408,0.3572,2
7,79,33,0,3,66.639,0.263,0.917,1128,0.196,0.1595,1
8,79,74,0,12,93.210,0.008,1.000,427,0.036,0.1951,5
9,79,59,0,7,80.554,0.117,0.967,606,0.034,0.3044,3
10,79,58,0,8,17.230,0.174,0.967,213,0.803,0.4532,4
11,79,58,0,10,93.089,0.267,0.967,619,1.364,0.4107,2
12,79,79,1,7,66.583,0.318,0.967,282,0.812,0.2772,1
13,79,78,0,10,53.192,0.026,1.000,982,0.073,0.3256,3
14,79,77,0,9,79.335,0.008,1.000,337,0.547,0.3432,3
15,79,73,0,6,41.802,0.001,1.000,252,0.023,0.2990,3
16,79,66,0,10,58.404,0.014,1.000,408,0.082,0.4972,4
17,79,70,0,5,52.349,0.431,0.967,999,0.003,0.2631,5
18,79,64,0,8,75.602,0.028,1.000,946,0.041,0.3830,4
19,79,76,0,8,40.467,0.008,1.000,1079,0.160,0.3298,2
20,79,19,0,3,68.658,0.166,0.967,753,1.356,0.4306,3
21,79,75,0,11,52.340,0.002,1.000,770,0.010,0.0968,1
22,79,78,0,9,48.525,0.006,1.000,649,0.055,0.3794,4
23,79,75,0,17,91.741,0.154,0.967,519,0.069,0.2494,5
24,79,68,0,9,37.369,0.010,1.000,1130,0.023,0.1552,3
25,79,54,0,11,50.950,0.130,0.967,979,0.028,0.3564,3
26,79,74,0,10,47.904,0.359,0.950,1186,0.029,0.3734,5
27,79,72,0,6,66.016,0.127,0.967,613,0.008,0.3530,5
