client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,86,71,0,6,39.034,0.144,0.967,900,0.123,0.2247,1
1,86,61,0,5,9.429,0.043,1.000,300,0.013,0.3799,4
2,86,77,0,7,69.843,0.371,0.967,803,0.171,0.4117,4
3,86,83,0,6,24.313,0.074,0.983,630,0.996,0.3943,2
4,86,80,0,12,34.075,0.052,0.983,895,0.029,0.2156,4
5,86,55,0,4,6.294,0.111,0.967,410,0.021,0.2250,1
6,86,78,0,3,76.165,0.122,0.967,745,3.408,0.3572,2
7,86,33,0,3,66.639,0.263,0.917,1128,0.196,0.1595,1
8,86,74,0,12,93.210,0.008,1.000,427,0.036,0.1951,5
9,86,85,0,9,51.970,0.036,1.000,699,0.018,0.2807,3
10,86,83,0,9,42.353,0.410,0.950,520,0.297,0.3832,2
11,86,58,0,10,93.089,0.267,0.967,619,1.364,0.4107,2
12,86,84,0,9,36.294,0.026,1.000,386,0.033,0.3783,5
13,86,81,0,11,88.535,0.025,1.000,992,2.745,0.2263,1
14,86,77,0,9,79.335,0.008,1.000,337,0.547,0.3432,3
15,86,73,0,6,41.802,0.001,1.000,252,0.023,0.2990,3
16,86,84,0,11,23.722,0.106,0.967,285,0.004,0.4032,4
17,86,83,0,6,81.644,0.433,0.967,566,0.011,0.1737,4
18,86,85,0,9,4.096,0.017,1.000,1056,0.426,0.2623,1
19,86,86,1,11,68.205,0.002,1.000,947,0.011,0.2851,5
20,86,82,0,4,98.687,0.166,0.983,539,0.055,0.4680,3
21,86,82,0,13,81.138,0.004,1.000,945,0.063,0.1449,2
22,86,85,0,10,10.472,0.010,1.000,801,0.002,0.3459,4
23,86,75,0,17,91.741,0.154,0.967,519,0.069,0.2494,5
24,86,68,0,9,37.369,0.010,1.000,1130,0.023,0.1552,3
25,86,54,0,11,50.950,0.130,0.967,979,0.028,0.3564,3
26,86,82,0,11,87.843,0.530,0.950,1117,0.047,0.3896,3
27,86,80,0,7,86.719,0.028,1.000,1127,0.027,0.3858,3
28,86,83,0,5,2.128,0.009,1.000,1075,0.619,0.3397,2
29,86,85,0,9,21.502,0.282,0.967,832,0.015,0.5073,2
30,86,86,1,12,43.967,0.011,1.000,913,0.023,0.2521,3
31,86,72,0,10,91.121,0.040,0.983,974,0.012,0.2409,4
32,86,79,0,10,45.905,0.102,0.983,798,2.130,0.4013,3
33,86,65,0,6,30.807,0.003,1.000,235,0.091,0.2664,2
34,86,73,0,10,20.539,0.007,1.000,499,0.001,0.2218,4
35,86,72,0,6,15.466,0.032,1.000,213,0.034,0.3325,4
36,86,86,1,8,98.121,0.291,0.983,796,0.018,0.4024,5
37,86,80,0,6,92.927,0.001,1.000,576,0.208,0.4856,5
38,86,77,0,11,21.358,0.231,0.967,505,0.047,0.3373,5
39,86,78,0,15,93.674,0.120,0.983,356,0.069,0.2857,3
40,86,76,0,10,96.842,0.115,0.967,540,0.117,0.1815,1
