client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,39,21,0,2,20.828,0.260,0.967,492,0.919,0.4734,3
1,39,31,0,3,43.550,0.126,0.967,1153,0.050,0.3819,5
2,39,21,0,2,29.762,0.608,0.883,1186,2.873,0.2916,1
3,39,20,0,3,70.902,0.035,1.000,1140,4.335,0.2139,1
4,39,38,0,7,79.733,0.129,0.983,538,0.115,0.2968,2
5,39,37,0,3,63.916,0.171,0.983,314,0.094,0.2763,4
6,39,7,0,1,54.066,0.512,0.917,342,2.521,0.2630,1
7,39,33,0,3,66.639,0.263,0.917,1128,0.196,0.1595,1
8,39,32,0,6,50.482,0.031,1.000,1060,0.223,0.2751,3
9,39,11,0,2,86.322,0.337,0.933,576,0.010,0.4339,5
10,39,39,1,4,57.824,0.253,0.950,248,0.068,0.4612,4
11,39,36,0,6,5.522,0.058,0.983,399,3.122,0.2684,1
12,39,29,0,4,34.334,0.404,0.933,731,0.910,0.3815,2
13,39,33,0,8,23.971,0.361,0.967,1130,0.100,0.3810,4
14,39,33,0,3,21.539,0.049,1.000,1156,0.251,0.5294,5
15,39,17,0,3,48.951,0.025,1.000,860,1.671,0.3383,3
16,39,35,0,5,77.952,0.115,0.967,1122,2.864,0.3854,2
17,39,26,0,2,4.573,0.181,0.967,650,0.029,0.3116,4
18,39,37,0,7,73.870,0.013,1.000,443,0.696,0.2718,4
19,39,38,0,2,61.346,0.090,1.000,1015,0.954,0.3714,3
20,39,19,0,3,68.658,0.166,0.967,753,1.356,0.4306,3
21,39,38,0,4,18.181,0.063,0.983,436,0.099,0.1293,1
22,39,38,0,6,81.912,0.080,0.983,311,0.647,0.0381,1
23,39,38,0,7,75.069,0.614,0.933,574,1.376,0.4204,4
24,39,33,0,4,25.950,0.062,0.983,372,0.075,0.3581,4
25,39,33,0,5,46.122,0.194,0.967,437,0.278,0.3298,3
26,39,29,0,5,72.317,0.171,0.950,487,0.064,0.2116,1
27,39,37,0,4,36.056,0.176,0.967,475,0.116,0.4524,5
28,39,10,0,1,97.878,0.052,1.000,602,0.900,0.5739,5
29,39,28,0,4,15.404,0.358,0.967,717,4.148,0.2697,1
30,39,29,0,5,60.545,0.179,0.967,676,0.167,0.2879,3
31,39,39,1,4,79.194,0.217,0.967,528,1.384,0.2946,2
32,39,36,0,6,67.836,0.169,0.967,231,2.357,0.3928,2
33,39,29,0,2,61.211,0.011,1.000,1061,0.367,0.2431,2
34,39,39,1,6,17.338,0.086,0.983,1027,0.016,0.3993,5
35,39,19,0,2,86.960,0.181,0.967,1180,0.125,0.3990,4
36,39,32,0,2,17.022,0.077,0.983,377,0.019,0.3843,4
37,39,37,0,3,22.966,0.027,1.000,308,0.134,0.4682,3
38,39,28,0,5,1.881,0.265,0.967,805,0.136,0.4426,5
39,39,39,1,6,76.450,0.251,0.917,870,0.125,0.2617,2
40,39,30,0,4,7.755,0.056,1.000,744,0.137,0.4759,5
41,39,35,0,6,94.884,0.323,0.950,389,0.040,0.4875,5
42,39,39,1,4,48.416,0.157,0.967,1045,0.471,0.3529,4
43,39,38,0,3,45.553,0.367,0.950,729,0.070,0.3380,3
44,39,20,0,3,42.757,0.561,0.950,1173,0.507,0.3735,2
45,39,35,0,5,49.120,0.024,1.000,254,0.039,0.2988,5
46,39,14,0,2,91.560,0.961,0.933,548,0.425,0.3948,4
47,39,9,0,1,99.718,0.121,0.967,1113,1.159,0.5565,5
48,39,8,0,1,63.761,0.377,0.933,1151,3.268,0.3309,1
49,39,25,0,4,38.943,0.055,1.000,933,2.427,0.3002,2
50,39,18,0,2,69.006,0.203,0.967,451,3.897,0.3578,2
51,39,36,0,4,2.375,0.060,0.983,633,0.170,0.2717,3
52,39,32,0,6,43.994,0.381,0.967,925,2.362,0.3678,2
53,39,34,0,4,18.961,0.468,0.950,1143,0.134,0.3453,4
54,39,36,0,3,8.966,0.068,0.983,564,0.069,0.4358,4
55,39,29,0,5,14.648,0.250,0.983,263,0.050,0.4293,5
56,39,27,0,4,37.987,0.254,0.967,581,0.769,0.3964,3
57,39,17,0,3,83.568,0.296,0.950,1053,2.616,0.3241,2
58,39,39,1,6,59.065,0.042,0.983,408,0.064,0.2857,4
59,39,32,0,4,53.061,0.057,0.983,840,1.721,0.3879,3
60,39,35,0,2,25.200,0.007,1.000,489,0.153,0.3475,3
61,39,34,0,3,58.356,0.196,0.967,546,1.372,0.3692,3
62,39,35,0,4,59.239,0.483,0.933,284,0.862,0.3452,3
63,39,37,0,5,49.517,0.144,0.950,469,0.022,0.4749,5
64,39,39,1,5,48.159,0.011,1.000,707,0.096,0.4348,4
65,39,36,0,3,97.947,0.063,0.983,593,0.407,0.5274,5
66,39,39,1,3,75.499,0.329,0.967,576,0.009,0.2353,5
67,39,37,0,4,34.973,0.585,0.933,607,2.367,0.2653,1
68,39,21,0,3,37.554,0.330,0.950,834,2.497,0.3071,2
69,39,24,0,3,28.745,0.062,0.983,836,0.033,0.4316,5
70,39,37,0,2,34.577,0.149,0.950,931,0.685,0.1632,1
71,39,8,0,1,36.584,0.535,0.950,561,2.232,0.4969,4
72,39,39,1,3,74.573,0.040,1.000,799,1.901,0.1863,1
73,39,6,0,1,41.094,1.192,0.800,422,2.894,0.3832,2
74,39,26,0,4,18.486,0.186,0.983,202,1.220,0.3416,2
75,39,36,0,6,12.456,0.135,0.950,943,0.091,0.4038,5
76,39,32,0,4,10.528,0.357,0.983,231,0.288,0.3239,3
77,39,31,0,4,70.014,0.270,0.950,823,2.419,0.5000,3
78,39,38,0,8,26.013,0.443,0.967,792,0.352,0.4790,5
79,39,38,0,7,53.661,0.113,0.983,446,0.118,0.0554,1
80,39,36,0,6,23.444,0.185,0.967,877,1.064,0.2267,1
81,39,35,0,4,85.389,0.247,0.950,351,0.773,0.4163,4
82,39,32,0,3,35.243,0.030,0.983,554,0.026,0.4280,5
83,39,23,0,2,28.858,0.373,0.950,935,3.380,0.3795,2
84,39,23,0,5,92.835,0.603,0.933,986,0.075,0.2815,3
85,39,36,0,5,81.257,0.106,0.983,274,0.416,0.3072,1
86,39,30,0,5,17.831,0.373,0.933,736,0.820,0.3616,3
87,39,29,0,4,20.414,0.178,0.967,657,1.831,0.1461,1
88,39,22,0,2,72.996,0.177,0.983,671,1.823,0.2339,1
89,39,22,0,2,69.633,0.427,0.917,244,0.465,0.4690,2
90,39,34,0,3,27.258,0.094,0.983,469,2.530,0.1794,1
91,39,38,0,4,74.659,0.148,0.967,241,1.143,0.4393,3
92,39,30,0,3,19.933,0.123,0.967,1013,0.841,0.2412,2
93,39,27,0,4,92.811,0.206,0.950,807,3.318,0.2613,1
94,39,36,0,7,30.834,0.174,0.983,306,2.995,0.2513,1
95,39,31,0,4,26.217,0.150,0.967,387,0.104,0.1602,2
96,39,25,0,4,49.858,0.126,0.983,1117,3.189,0.3320,2
97,39,39,1,6,74.681,0.185,0.950,538,0.032,0.3667,5
98,39,34,0,4,26.546,0.395,0.933,335,0.013,0.4546,4
99,39,37,0,4,7.128,0.411,0.950,992,3.829,0.2336,1
