client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,67,65,0,4,42.340,0.082,0.983,1081,0.126,0.4573,3
1,67,61,0,5,9.429,0.043,1.000,300,0.013,0.3799,4
2,67,55,0,5,79.394,0.436,0.933,538,0.358,0.1872,1
3,67,53,0,4,96.241,0.005,1.000,300,3.536,0.5163,3
4,67,67,1,10,39.900,0.062,1.000,662,0.843,0.2022,1
5,67,55,0,4,6.294,0.111,0.967,410,0.021,0.2250,1
6,67,46,0,2,39.051,0.211,0.950,726,0.904,0.1707,1
7,67,33,0,3,66.639,0.263,0.917,1128,0.196,0.1595,1
8,67,52,0,9,38.304,0.010,1.000,289,0.064,0.1937,4
9,67,59,0,7,80.554,0.117,0.967,606,0.034,0.3044,3
10,67,58,0,8,17.230,0.174,0.967,213,0.803,0.4532,4
11,67,58,0,10,93.089,0.267,0.967,619,1.364,0.4107,2
12,67,66,0,6,14.551,0.504,0.950,599,0.087,0.1542,1
13,67,63,0,9,38.169,0.063,0.983,259,0.059,0.3454,2
14,67,63,0,5,77.336,0.026,1.000,802,0.227,0.5730,4
15,67,64,0,4,36.154,0.004,1.000,212,0.078,0.4175,5
16,67,66,0,10,58.404,0.014,1.000,408,0.082,0.4972,4
17,67,67,1,4,23.750,0.346,0.967,303,0.005,0.3485,5
18,67,64,0,8,75.602,0.028,1.000,946,0.041,0.3830,4
19,67,62,0,5,20.750,0.006,1.000,1173,2.408,0.1742,1
20,67,19,0,3,68.658,0.166,0.967,753,1.356,0.4306,3
21,67,66,0,9,9.897,0.007,1.000,324,0.018,0.2433,3
22,67,66,0,8,55.330,0.036,0.983,1167,0.222,0.3504,2
23,67,66,0,14,94.223,0.168,0.967,834,0.061,0.3364,3
24,67,67,1,8,48.772,0.026,1.000,1084,0.048,0.3794,2
25,67,54,0,11,50.950,0.130,0.967,979,0.028,0.3564,3
26,67,65,0,9,50.894,0.251,0.967,483,0.462,0.3657,2
27,67,57,0,5,39.010,0.173,0.967,893,0.026,0.3252,5
28,67,67,1,3,51.499,0.029,1.000,1176,3.184,0.2179,1
29,67,41,0,6,97.637,0.487,0.967,819,0.054,0.3221,5
30,67,65,0,8,67.044,0.011,1.000,1071,0.023,0.2972,5
31,67,61,0,9,24.128,0.032,1.000,598,0.042,0.2638,4
32,67,67,1,9,42.823,0.060,1.000,1047,0.430,0.5460,3
33,67,65,0,6,30.807,0.003,1.000,235,0.091,0.2664,2
34,67,59,0,8,17.016,0.019,1.000,761,0.166,0.3674,3
35,67,52,0,5,31.543,0.044,1.000,256,0.021,0.4136,5
36,67,64,0,5,98.911,0.140,0.983,738,0.809,0.2016,1
37,67,65,0,5,39.346,0.013,1.000,1100,1.446,0.1907,1
38,67,67,1,9,3.617,0.170,0.967,294,1.789,0.3186,1
39,67,66,0,12,34.205,0.243,0.967,916,4.029,0.2626,1
40,67,64,0,8,12.023,0.064,1.000,1118,0.358,0.2753,2
41,67,64,0,10,14.087,0.285,0.933,1176,0.274,0.4840,3
42,67,64,0,6,17.637,0.120,0.967,658,0.023,0.4438,4
43,67,65,0,6,71.845,0.480,0.917,361,0.298,0.2034,1
44,67,61,0,5,56.305,0.307,0.967,390,0.031,0.3722,5
45,67,58,0,8,57.835,0.016,1.000,497,0.005,0.3042,3
46,67,52,0,5,9.587,0.819,0.933,366,0.357,0.3806,4
47,67,9,0,1,99.718,0.121,0.967,1113,1.159,0.5565,5
48,67,55,0,3,84.240,0.050,1.000,1033,0.102,0.4229,2
49,67,53,0,6,14.962,0.068,0.983,707,0.130,0.3188,4
50,67,58,0,7,27.836,0.045,0.983,1102,0.003,0.2586,5
