client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,75,71,0,6,39.034,0.144,0.967,900,0.123,0.2247,1
1,75,61,0,5,9.429,0.043,1.000,300,0.013,0.3799,4
2,75,74,0,6,6.876,0.354,0.983,391,0.097,0.3936,3
3,75,53,0,4,96.241,0.005,1.000,300,3.536,0.5163,3
4,75,67,0,10,39.900,0.062,1.000,662,0.843,0.2022,1
5,75,55,0,4,6.294,0.111,0.967,410,0.021,0.2250,1
6,75,46,0,2,39.051,0.211,0.950,726,0.904,0.1707,1
7,75,33,0,3,66.639,0.263,0.917,1128,0.196,0.1595,1
8,75,74,0,12,93.210,0.008,1.000,427,0.036,0.1951,5
9,75,59,0,7,80.554,0.117,0.967,606,0.034,0.3044,3
10,75,58,0,8,17.230,0.174,0.967,213,0.803,0.4532,4
11,75,58,0,10,93.089,0.267,0.967,619,1.364,0.4107,2
12,75,66,0,6,14.551,0.504,0.950,599,0.087,0.1542,1
13,75,63,0,9,38.169,0.063,0.983,259,0.059,0.3454,2
14,75,73,0,8,46.996,0.006,1.000,877,0.016,0.3484,5
15,75,73,0,6,41.802,0.001,1.000,252,0.023,0.2990,3
16,75,66,0,10,58.404,0.014,1.000,408,0.082,0.4972,4
17,75,70,0,5,52.349,0.431,0.967,999,0.003,0.2631,5
18,75,64,0,8,75.602,0.028,1.000,946,0.041,0.3830,4
19,75,70,0,7,81.180,0.010,1.000,1178,3.348,0.4161,3
20,75,19,0,3,68.658,0.166,0.967,753,1.356,0.4306,3
21,75,75,1,11,52.340,0.002,1.000,770,0.010,0.0968,1
22,75,66,0,8,55.330,0.036,0.983,1167,0.222,0.3504,2
23,75,75,1,17,91.741,0.154,0.967,519,0.069,0.2494,5
24,75,68,0,9,37.369,0.010,1.000,1130,0.023,0.1552,3
25,75,54,0,11,50.950,0.130,0.967,979,0.028,0.3564,3
26,75,74,0,10,47.904,0.359,0.950,1186,0.029,0.3734,5
27,75,72,0,6,66.016,0.127,0.967,613,0.008,0.3530,5
28,75,67,0,3,51.499,0.029,1.000,1176,3.184,0.2179,1
29,75,71,0,8,76.312,0.361,0.967,645,0.034,0.4083,5
30,75,68,0,9,71.601,0.014,1.000,828,0.110,0.2273,2
31,75,72,0,10,91.121,0.040,0.983,974,0.012,0.2409,4
32,75,67,0,9,42.823,0.060,1.000,1047,0.430,0.5460,3
33,75,65,0,6,30.807,0.003,1.000,235,0.091,0.2664,2
34,75,73,0,10,20.539,0.007,1.000,499,0.001,0.2218,4
35,75,72,0,6,15.466,0.032,1.000,213,0.034,0.3325,4
36,75,70,0,6,21.074,0.227,0.983,674,0.185,0.4208,4
37,75,65,0,5,39.346,0.013,1.000,1100,1.446,0.1907,1
38,75,70,0,10,59.876,0.139,0.983,1073,0.062,0.4636,4
39,75,69,0,13,55.679,0.178,0.967,389,0.027,0.2802,4
40,75,68,0,9,12.572,0.029,1.000,545,0.066,0.4309,3
41,75,69,0,11,67.958,0.215,0.983,641,0.014,0.5144,4
42,75,75,1,11,37.651,0.072,0.983,278,0.056,0.2827,5
43,75,74,0,7,85.437,0.434,0.950,905,3.532,0.2976,2
44,75,61,0,5,56.305,0.307,0.967,390,0.031,0.3722,5
45,75,71,0,9,5.988,0.038,0.983,826,1.932,0.3015,2
46,75,52,0,5,9.587,0.819,0.933,366,0.357,0.3806,4
47,75,9,0,1,99.718,0.121,0.967,1113,1.159,0.5565,5
48,75,75,1,4,89.577,0.157,0.950,1072,0.425,0.4009,3
49,75,73,0,8,47.495,0.021,1.000,508,0.021,0.3655,2
50,75,74,0,9,94.206,0.139,0.967,1186,0.009,0.4814,4
51,75,67,0,10,86.375,0.039,1.000,386,0.058,0.2483,5
52,75,73,0,8,21.438,0.388,0.983,335,0.127,0.5341,4
53,75,75,1,5,1.446,0.356,0.950,648,0.031,0.4305,4
54,75,72,0,6,95.438,0.001,1.000,336,0.153,0.1804,2
55,75,63,0,10,1.679,0.212,0.983,690,0.011,0.3478,3
56,75,66,0,6,49.366,0.214,0.950,607,0.069,0.3848,3
57,75,57,0,6,48.762,0.047,1.000,1164,0.019,0.1250,1
58,75,64,0,9,4.286,0.229,0.983,440,0.004,0.1367,2
59,75,45,0,5,98.557,0.070,0.983,593,0.293,0.4283,3
60,75,63,0,3,84.124,0.005,1.000,587,0.047,0.4148,4
61,75,73,0,7,69.410,0.068,0.983,896,0.060,0.2698,2
62,75,70,0,6,49.637,0.341,0.967,344,0.018,0.3405,5
63,75,67,0,11,60.899,0.074,0.967,811,0.113,0.3912,4
64,75,71,0,10,86.651,0.002,1.000,1167,0.094,0.2972,4
65,75,72,0,5,74.846,0.153,0.983,1083,0.393,0.5152,2
66,75,71,0,8,3.092,0.220,0.983,300,0.019,0.2410,4
67,75,68,0,7,5.017,0.300,0.983,1190,0.064,0.4791,4
68,75,75,1,9,23.397,0.063,0.983,277,0.049,0.1413,1
69,75,72,0,7,56.623,0.024,1.000,502,0.020,0.2608,5
70,75,75,1,8,73.189,0.111,0.967,327,1.542,0.2608,2
71,75,8,0,1,36.584,0.535,0.950,561,2.232,0.4969,4
72,75,74,0,6,20.646,0.111,0.967,886,0.956,0.3770,2
73,75,75,1,7,86.217,0.023,1.000,1192,0.008,0.4409,4
74,75,73,0,8,59.773,0.168,0.983,1005,0.040,0.3626,5
75,75,69,0,10,11.761,0.064,0.967,986,0.716,0.1441,1
