client_id,current_round,last_selected_round,selected,participation,loss,accuracy,data_size,grad_norm,cosine,local_epochs,pcdi,contribution
0,111,12,0,2,0.2020,0.9000,965,2.5289,0.9994,4.0,4702.90,0.000000
1,111,111,1,93,1.5889,0.9636,452,4.0305,0.9993,1.0,273843.60,0.963636
2,111,14,0,2,0.0339,1.0000,300,3.4508,0.9985,1.0,7272.90,0.000000
3,111,12,0,2,0.0020,1.0000,467,0.1089,0.9997,5.0,60048.10,0.000000
4,111,17,0,2,0.1464,0.9889,340,0.0135,0.9998,2.0,268226.00,0.000000
5,111,13,0,2,0.0001,1.0000,1025,1.7332,0.9990,5.0,518.40,0.000000
6,111,14,0,2,0.2149,0.9412,931,5.9838,0.9990,1.0,24452.90,0.000000
7,111,15,0,2,0.2712,0.9643,577,1.6663,0.9996,1.0,180917.60,0.000000
8,111,18,0,2,0.4093,0.8929,493,1.0594,0.9996,4.0,13526.00,0.000000
9,111,111,1,67,0.9403,0.9346,305,0.9394,0.9995,1.0,153226.90,0.934579
10,111,111,1,93,3.1463,0.8626,527,0.0052,0.9999,2.0,224128.50,0.862595
11,111,17,0,2,0.1152,0.9841,1103,0.2013,0.9999,4.0,133680.50,0.000000
12,111,13,0,2,0.1019,0.9474,484,0.2678,0.9997,2.0,46510.10,0.000000
13,111,18,0,2,0.1236,0.9608,254,2.0809,0.9999,4.0,41238.10,0.000000
14,111,20,0,2,0.0010,1.0000,1043,0.0010,0.9997,3.0,45978.10,0.000000
15,111,111,1,92,1.5672,0.9020,1089,0.0736,0.9997,2.0,30907.60,0.901961
16,111,19,0,2,0.1663,0.9333,815,1.8676,0.9998,5.0,12513.60,0.000000
17,111,16,0,2,0.0575,0.9524,1038,0.0361,0.9990,1.0,23382.40,0.000000
18,111,14,0,2,0.3947,0.9763,888,2.3211,1.0000,4.0,666072.00,0.000000
19,111,111,1,93,2.1449,0.9500,627,0.0684,1.0000,4.0,459989.60,0.950000
20,111,13,0,2,0.0217,1.0000,1094,2.6894,0.9981,1.0,3921.60,0.000000
21,111,41,0,4,0.3278,0.9200,1072,1.9148,0.9997,4.0,12494.90,0.000000
